county_name,report_school_year,grad_pct,dropout_pct
KINGS,2014-15,0.7200000000000001,0.12000000000000001
KINGS,2015-16,0.7433333333333333,0.11333333333333334
KINGS,2016-17,0.7566666666666667,0.10333333333333333
KINGS,2017-18,0.7733333333333334,0.10000000000000002
KINGS,2018-19,0.7866666666666666,0.09999999999999999
LEWIS,2014-15,0.8766666666666666,0.07
LEWIS,2015-16,0.89,0.06666666666666667
LEWIS,2016-17,0.9033333333333333,0.05666666666666667
LEWIS,2017-18,0.91,0.04666666666666667
LEWIS,2018-19,0.9133333333333334,0.043333333333333335
LIVINGSTON,2014-15,0.8866666666666667,0.049999999999999996
LIVINGSTON,2015-16,0.8966666666666666,0.043333333333333335
LIVINGSTON,2016-17,0.8966666666666666,0.043333333333333335
LIVINGSTON,2017-18,0.9033333333333333,0.049999999999999996
LIVINGSTON,2018-19,0.9033333333333333,0.06
MADISON,2014-15,0.8666666666666667,0.06333333333333334
MADISON,2015-16,0.8733333333333334,0.06333333333333334
MADISON,2016-17,0.87,0.06
MADISON,2017-18,0.8766666666666666,0.06333333333333334
MADISON,2018-19,0.87,0.07333333333333333
MONROE,2014-15,0.8300000000000001,0.10000000000000002
MONROE,2015-16,0.84,0.09333333333333334
MONROE,2016-17,0.84,0.09000000000000001
MONROE,2017-18,0.8466666666666667,0.08666666666666667
MONROE,2018-19,0.8533333333333334,0.08
MONTGOMERY,2014-15,0.7566666666666667,0.14333333333333334
MONTGOMERY,2015-16,0.7766666666666667,0.14
MONTGOMERY,2016-17,0.7733333333333334,0.1466666666666667
MONTGOMERY,2017-18,0.7933333333333333,0.1366666666666667
MONTGOMERY,2018-19,0.7833333333333333,0.1366666666666667
NASSAU,2014-15,0.92,0.02666666666666667
NASSAU,2015-16,0.9266666666666667,0.02666666666666667
NASSAU,2016-17,0.9233333333333333,0.03
NASSAU,2017-18,0.9133333333333332,0.030000000000000002
NASSAU,2018-19,0.9166666666666666,0.030000000000000002
NEW YORK,2014-15,0.73,0.11666666666666668
NEW YORK,2015-16,0.7566666666666667,0.10666666666666667
NEW YORK,2016-17,0.7666666666666666,0.10000000000000002
NEW YORK,2017-18,0.7733333333333334,0.09999999999999999
NEW YORK,2018-19,0.7866666666666667,0.09999999999999999
NIAGARA,2014-15,0.84,0.09000000000000001
NIAGARA,2015-16,0.8466666666666667,0.08
NIAGARA,2016-17,0.86,0.07666666666666667
NIAGARA,2017-18,0.8466666666666667,0.09000000000000001
NIAGARA,2018-19,0.8433333333333333,0.09666666666666668
ONEIDA,2014-15,0.8300000000000001,0.09000000000000001
ONEIDA,2015-16,0.8433333333333333,0.08666666666666667
ONEIDA,2016-17,0.85,0.07666666666666666
ONEIDA,2017-18,0.8533333333333334,0.07666666666666666
ONEIDA,2018-19,0.85,0.08666666666666667
ONONDAGA,2014-15,0.8233333333333333,0.09000000000000001
ONONDAGA,2015-16,0.8333333333333334,0.09000000000000001
ONONDAGA,2016-17,0.8433333333333333,0.08666666666666667
ONONDAGA,2017-18,0.8433333333333334,0.08666666666666667
ONONDAGA,2018-19,0.8466666666666667,0.07666666666666666
ONTARIO,2014-15,0.8966666666666666,0.04666666666666667
ONTARIO,2015-16,0.9033333333333333,0.05333333333333334
ONTARIO,2016-17,0.9066666666666667,0.049999999999999996
ONTARIO,2017-18,0.9033333333333333,0.05333333333333334
ONTARIO,2018-19,0.9033333333333333,0.06
ORANGE,2014-15,0.87,0.06666666666666667
ORANGE,2015-16,0.8833333333333333,0.06333333333333334
ORANGE,2016-17,0.88,0.06333333333333334
ORANGE,2017-18,0.8833333333333333,0.06333333333333334
ORANGE,2018-19,0.8766666666666666,0.06666666666666667
ORLEANS,2014-15,0.8733333333333334,0.07666666666666666
ORLEANS,2015-16,0.8833333333333333,0.07333333333333335
ORLEANS,2016-17,0.9,0.06333333333333334
ORLEANS,2017-18,0.8933333333333334,0.06
ORLEANS,2018-19,0.8866666666666667,0.06666666666666667
OSWEGO,2014-15,0.8099999999999999,0.11333333333333333
OSWEGO,2015-16,0.8233333333333333,0.09999999999999999
OSWEGO,2016-17,0.8366666666666666,0.10333333333333333
OSWEGO,2017-18,0.8533333333333334,0.09333333333333334
OSWEGO,2018-19,0.8466666666666667,0.09333333333333334
OTSEGO,2014-15,0.8533333333333334,0.07
OTSEGO,2015-16,0.8666666666666667,0.06333333333333334
OTSEGO,2016-17,0.8833333333333333,0.056666666666666664
OTSEGO,2017-18,0.8766666666666666,0.06333333333333334
OTSEGO,2018-19,0.85,0.06
PUTNAM,2014-15,0.93,0.016666666666666666
PUTNAM,2015-16,0.9333333333333332,0.023333333333333334
PUTNAM,2016-17,0.9333333333333335,0.02
PUTNAM,2017-18,0.9333333333333332,0.02666666666666667
PUTNAM,2018-19,0.9333333333333332,0.02666666666666667
QUEENS,2014-15,0.7466666666666667,0.12000000000000001
QUEENS,2015-16,0.7633333333333333,0.11333333333333334
QUEENS,2016-17,0.7833333333333333,0.09666666666666668
QUEENS,2017-18,0.7966666666666665,0.09000000000000001
QUEENS,2018-19,0.8066666666666666,0.09000000000000001
RENSSELAER,2014-15,0.8766666666666666,0.07
RENSSELAER,2015-16,0.8866666666666667,0.07
RENSSELAER,2016-17,0.88,0.06666666666666667
RENSSELAER,2017-18,0.8833333333333333,0.07333333333333335
RENSSELAER,2018-19,0.89,0.06333333333333334
RICHMOND,2014-15,0.7966666666666665,0.09999999999999999
RICHMOND,2015-16,0.8066666666666666,0.09000000000000001
RICHMOND,2016-17,0.8133333333333334,0.08666666666666667
RICHMOND,2017-18,0.82,0.07666666666666666
RICHMOND,2018-19,0.8300000000000001,0.08
ROCKLAND,2014-15,0.8733333333333334,0.06333333333333334
ROCKLAND,2015-16,0.8833333333333333,0.05333333333333334
ROCKLAND,2016-17,0.8766666666666666,0.06
ROCKLAND,2017-18,0.87,0.06666666666666667
ROCKLAND,2018-19,0.8666666666666667,0.07
SAINT LAWRENCE,2014-15,0.8333333333333334,0.09333333333333334
SAINT LAWRENCE,2015-16,0.8366666666666666,0.08666666666666667
SAINT LAWRENCE,2016-17,0.8466666666666667,0.08333333333333333
SAINT LAWRENCE,2017-18,0.8533333333333334,0.07333333333333332
SAINT LAWRENCE,2018-19,0.86,0.07
SARATOGA,2014-15,0.8966666666666666,0.05333333333333334
SARATOGA,2015-16,0.9066666666666667,0.049999999999999996
SARATOGA,2016-17,0.91,0.05333333333333334
SARATOGA,2017-18,0.9133333333333334,0.043333333333333335
SARATOGA,2018-19,0.9133333333333334,0.04666666666666667
SCHENECTADY,2014-15,0.79,0.12333333333333334
SCHENECTADY,2015-16,0.7933333333333333,0.12333333333333334
SCHENECTADY,2016-17,0.79,0.10999999999999999
SCHENECTADY,2017-18,0.7933333333333333,0.11333333333333333
SCHENECTADY,2018-19,0.8000000000000002,0.10999999999999999
SCHOHARIE,2014-15,0.8166666666666668,0.08333333333333333
SCHOHARIE,2015-16,0.83,0.07333333333333332
SCHOHARIE,2016-17,0.8366666666666666,0.07666666666666667
SCHOHARIE,2017-18,0.8566666666666666,0.07333333333333333
SCHOHARIE,2018-19,0.8566666666666668,0.06666666666666667
SCHUYLER,2014-15,0.86,0.08
SCHUYLER,2015-16,0.87,0.07666666666666667
SCHUYLER,2016-17,0.9033333333333333,0.06999999999999999
SCHUYLER,2017-18,0.9,0.06333333333333334
SCHUYLER,2018-19,0.9266666666666666,0.043333333333333335
SENECA,2014-15,0.8300000000000001,0.09666666666666668
SENECA,2015-16,0.84,0.09666666666666666
SENECA,2016-17,0.8333333333333334,0.09999999999999999
SENECA,2017-18,0.8300000000000001,0.11
SENECA,2018-19,0.8366666666666666,0.09999999999999999
STEUBEN,2014-15,0.8566666666666666,0.08333333333333333
STEUBEN,2015-16,0.86,0.08
STEUBEN,2016-17,0.8766666666666666,0.07333333333333332
STEUBEN,2017-18,0.8866666666666667,0.07
STEUBEN,2018-19,0.8866666666666667,0.06666666666666667
SUFFOLK,2014-15,0.9066666666666667,0.04
SUFFOLK,2015-16,0.91,0.04
SUFFOLK,2016-17,0.9033333333333333,0.04
SUFFOLK,2017-18,0.9066666666666667,0.043333333333333335
SUFFOLK,2018-19,0.9066666666666667,0.043333333333333335
SULLIVAN,2014-15,0.7866666666666667,0.12333333333333334
SULLIVAN,2015-16,0.8033333333333333,0.12
SULLIVAN,2016-17,0.8099999999999999,0.11
SULLIVAN,2017-18,0.8233333333333333,0.10666666666666667
SULLIVAN,2018-19,0.8166666666666668,0.12666666666666668
TIOGA,2014-15,0.86,0.09000000000000001
TIOGA,2015-16,0.86,0.09333333333333334
TIOGA,2016-17,0.8733333333333334,0.08
TIOGA,2017-18,0.87,0.08666666666666667
TIOGA,2018-19,0.88,0.07666666666666667
TOMPKINS,2014-15,0.85,0.07333333333333333
TOMPKINS,2015-16,0.87,0.06
TOMPKINS,2016-17,0.8633333333333333,0.06333333333333334
TOMPKINS,2017-18,0.87,0.06666666666666667
TOMPKINS,2018-19,0.87,0.07333333333333333
ULSTER,2014-15,0.8433333333333333,0.09666666666666668
ULSTER,2015-16,0.8533333333333334,0.09000000000000001
ULSTER,2016-17,0.8666666666666667,0.08666666666666667
ULSTER,2017-18,0.87,0.08666666666666667
ULSTER,2018-19,0.87,0.08333333333333333
WARREN,2014-15,0.8433333333333333,0.07
WARREN,2015-16,0.8466666666666667,0.07666666666666667
WARREN,2016-17,0.8733333333333334,0.07
WARREN,2017-18,0.8766666666666666,0.06666666666666667
WARREN,2018-19,0.87,0.07
WASHINGTON,2014-15,0.82,0.09666666666666668
WASHINGTON,2015-16,0.8266666666666667,0.09666666666666668
WASHINGTON,2016-17,0.8133333333333334,0.10333333333333333
WASHINGTON,2017-18,0.8166666666666668,0.10999999999999999
WASHINGTON,2018-19,0.83,0.10333333333333333
WAYNE,2014-15,0.8766666666666666,0.06
WAYNE,2015-16,0.8866666666666667,0.06333333333333334
WAYNE,2016-17,0.88,0.06666666666666667
WAYNE,2017-18,0.8766666666666666,0.07333333333333335
WAYNE,2018-19,0.8833333333333333,0.07666666666666667
WESTCHESTER,2014-15,0.8833333333333333,0.04666666666666667
WESTCHESTER,2015-16,0.8966666666666666,0.043333333333333335
WESTCHESTER,2016-17,0.9033333333333333,0.03666666666666667
WESTCHESTER,2017-18,0.9033333333333333,0.03666666666666667
WESTCHESTER,2018-19,0.9066666666666667,0.03666666666666667
WYOMING,2014-15,0.8966666666666666,0.05666666666666667
WYOMING,2015-16,0.92,0.04666666666666667
WYOMING,2016-17,0.9333333333333335,0.043333333333333335
WYOMING,2017-18,0.9333333333333332,0.036666666666666674
WYOMING,2018-19,0.9266666666666666,0.043333333333333335
YATES,2014-15,0.8533333333333334,0.08333333333333333
YATES,2015-16,0.85,0.09666666666666668
YATES,2016-17,0.8233333333333333,0.12
YATES,2017-18,0.8066666666666666,0.12666666666666668
YATES,2018-19,0.83,0.11666666666666668
