AGGREGATION_CODE,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_NAME,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES
142301060006,0.0,0.87,1.4,10.05,48.14,,92.61,0.0,0.0,51.86,0.0,0.0,89.95,0.0,0.0,7.39,95.34,97.74,ORCHARD PARK HIGH SCHOOL,14,ERIE,2017,,,,,,
142500010009,0.0,0.0,0.0,44.42,49.23,,87.88,0.96,0.0,50.77,0.0,0.0,55.58,0.0,0.0,12.12,93.46,93.08,TONAWANDA MIDDLE/HIGH SCHOOL,14,ERIE,2017,,,,,,
142601030025,0.0,0.0,4.83,33.59,51.81,,84.52,3.18,0.77,48.19,0.0,0.55,66.41,23.6,0.0,15.48,88.04,90.23,KENMORE EAST SENIOR HIGH SCHOOL,14,ERIE,2017,,,,,,
142601030026,0.0,1.01,6.27,35.14,50.15,,84.98,6.58,1.01,49.85,0.0,1.86,64.86,50.23,0.0,15.02,81.66,90.17,KENMORE WEST SENIOR HIGH SCHOOL,14,ERIE,2017,,,,,,
142601860031,0.0,0.0,34.96,87.92,54.45,,87.5,15.89,0.0,45.55,0.0,0.0,12.08,0.0,0.0,12.5,36.02,96.61,CHARTER SCHOOL FOR APPLIED TECHNOLOG,14,ERIE,2017,,,,,,
142801060010,0.0,0.0,0.86,32.13,51.06,,86.72,3.14,0.0,48.94,0.0,0.94,67.87,0.0,0.0,13.28,92.85,86.72,WEST SENECA WEST SENIOR HIGH SCHOOL,14,ERIE,2017,,,,,,
142801060016,0.0,1.52,3.8,35.18,48.43,,91.42,0.65,0.0,51.57,0.0,0.0,64.82,0.0,0.0,8.58,91.1,90.55,WEST SENECA EAST SENIOR HIGH SCHOOL,14,ERIE,2017,,,,,,
150203040001,0.0,0.0,0.0,53.95,46.05,,0.0,0.0,0.0,53.95,0.0,0.0,46.05,0.0,0.0,0.0,0.0,97.37,CROWN POINT CENTRAL SCHOOL,15,ESSEX,2017,,,,,,
150301040001,0.0,0.0,0.0,51.46,58.25,,21.36,0.0,0.0,41.75,0.0,0.0,48.54,0.0,0.0,7.77,0.0,92.23,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,15,ESSEX,2017,,,,,,
150601040001,0.0,0.0,0.0,31.82,13.64,,0.0,0.0,0.0,22.73,0.0,0.0,31.82,0.0,0.0,0.0,0.0,100.0,KEENE CENTRAL SCHOOL,15,ESSEX,2017,,,,,,
150801040001,0.0,0.0,0.0,16.22,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.51,0.0,0.0,0.0,0.0,83.78,MINERVA CENTRAL SCHOOL,15,ESSEX,2017,,,,,,
150901040004,0.0,0.0,0.0,49.74,50.26,,79.06,0.0,0.0,49.74,0.0,0.0,50.26,0.0,0.0,20.94,0.0,87.43,MORIAH JUNIOR-SENIOR HIGH SCHOOL,15,ESSEX,2017,,,,,,
151001040001,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,NEWCOMB CENTRAL SCHOOL,15,ESSEX,2017,,,,,,
151102040001,0.0,0.0,0.0,41.46,50.73,,84.88,0.0,0.0,49.27,0.0,0.0,58.54,0.0,0.0,15.12,0.0,93.66,LAKE PLACID JUNIOR-SENIOR HIGH SCH,15,ESSEX,2017,,,,,,
151401040001,0.0,0.0,0.0,58.82,48.53,,0.0,0.0,0.0,51.47,0.0,0.0,41.18,0.0,0.0,0.0,0.0,94.12,SCHROON LAKE CENTRAL SCHOOL,15,ESSEX,2017,,,,,,
151501060001,0.0,0.0,0.0,43.32,45.28,,85.99,0.0,0.0,54.72,0.0,0.0,56.68,0.0,0.0,14.01,0.0,88.27,TICONDEROGA SENIOR HIGH SCHOOL,15,ESSEX,2017,,,,,,
151601040001,0.0,0.0,0.0,41.79,41.79,,26.87,0.0,0.0,58.21,0.0,0.0,58.21,0.0,0.0,7.46,0.0,95.52,WESTPORT CENTRAL SCHOOL,15,ESSEX,2017,,,,,,
151701040001,0.0,0.0,0.0,40.54,45.95,,24.32,0.0,0.0,54.05,0.0,0.0,59.46,0.0,0.0,8.11,0.0,89.19,WILLSBORO CENTRAL SCHOOL,15,ESSEX,2017,,,,,,
160101060001,0.0,0.0,0.0,33.2,47.72,,85.89,0.0,0.0,52.28,0.0,0.0,66.8,0.0,0.0,14.11,0.0,85.48,TUPPER LAKE MIDDLE-HIGH SCHOOL,16,FRANKLIN,2017,,,,,,
160801040002,0.0,0.0,0.0,32.76,45.98,,87.36,0.0,0.0,54.02,0.0,0.0,67.24,0.0,0.0,12.64,0.0,92.53,CHATEAUGAY HIGH SCHOOL,16,FRANKLIN,2017,,,,,,
161201040002,65.3,0.0,0.0,77.11,53.49,,81.2,0.0,0.0,46.51,0.0,0.0,22.89,0.0,0.0,18.8,0.0,82.65,SALMON RIVER HIGH SCHOOL,16,FRANKLIN,2017,,,,,,
161401060002,0.0,0.0,0.0,33.64,45.91,,84.55,0.0,0.0,54.09,0.0,0.0,66.36,0.0,0.0,15.45,0.0,90.91,SARANAC LAKE SENIOR HIGH SCHOOL,16,FRANKLIN,2017,,,,,,
161501060014,0.0,0.0,0.0,47.51,53.04,,78.59,0.0,0.0,46.96,0.0,0.0,52.49,0.0,0.0,21.41,96.82,83.56,FRANKLIN ACADEMY HIGH SCHOOL,16,FRANKLIN,2017,,,,,,
161601040002,0.0,0.0,0.0,54.87,53.98,,63.27,0.0,0.0,46.02,0.0,0.0,45.13,0.0,0.0,11.5,0.0,87.17,BRUSHTON-MOIRA HIGH SCHOOL,16,FRANKLIN,2017,,,,,,
161801040001,0.0,0.0,0.0,60.24,30.12,,30.12,0.0,0.0,33.73,0.0,0.0,39.76,0.0,0.0,7.23,0.0,87.95,ST REGIS FALLS CENTRAL SCHOOL,16,FRANKLIN,2017,,,,,,
170500010009,0.0,0.0,5.29,54.2,49.6,,78.37,3.22,0.0,50.4,0.0,0.0,45.8,0.0,0.0,21.63,88.49,69.28,GLOVERSVILLE HIGH SCHOOL,17,FULTON,2017,,,,,,
170600010006,0.0,1.72,0.0,44.08,53.0,,89.54,1.03,0.0,47.0,0.0,0.0,55.92,0.0,0.0,10.46,92.8,81.99,JOHNSTOWN SENIOR HIGH SCHOOL,17,FULTON,2017,,,,,,
170801040002,0.0,0.0,0.0,41.18,53.31,,84.93,0.0,0.0,46.69,0.0,0.0,58.82,0.0,0.0,15.07,0.0,93.38,MAYFIELD JR/SR HIGH SCHOOL,17,FULTON,2017,,,,,,
170901040001,0.0,0.0,0.0,59.31,48.28,,53.79,0.0,0.0,51.72,0.0,0.0,40.69,0.0,0.0,8.97,0.0,93.79,NORTHVILLE HIGH SCHOOL,17,FULTON,2017,,,,,,
171102040004,0.0,0.0,2.86,37.75,48.12,,92.31,0.0,0.0,51.88,0.0,0.0,62.25,0.0,0.0,7.69,92.49,91.41,BROADALBIN-PERTH HIGH SCHOOL,17,FULTON,2017,,,,,,
180202040003,0.0,0.0,0.0,29.08,45.74,,68.09,0.0,0.0,54.26,0.0,0.0,70.92,0.0,0.0,7.8,44.68,92.55,ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL,18,GENESEE,2017,,,,,,
180300010006,0.0,0.0,7.78,52.42,53.01,,88.25,4.41,0.0,46.99,0.0,3.82,47.58,0.0,0.0,11.75,77.68,91.48,BATAVIA HIGH SCHOOL,18,GENESEE,2017,,,,,,
180701040001,0.0,0.0,0.0,40.17,50.58,,88.73,0.0,0.0,49.42,0.0,0.0,59.83,0.0,0.0,11.27,48.84,93.93,BYRON-BERGEN JR/SR HIGH SCHOOL,18,GENESEE,2017,,,,,,
180901040002,0.0,0.0,0.0,37.76,49.65,,22.38,3.5,0.0,50.35,0.0,0.0,62.24,0.0,0.0,3.5,82.52,96.5,ELBA JUNIOR-SENIOR HIGH SCHOOL,18,GENESEE,2017,,,,,,
181001060002,0.0,0.0,0.0,28.42,46.17,,87.43,0.0,0.0,53.83,0.0,0.0,71.58,0.0,0.0,12.57,69.67,94.54,LE ROY JUNIOR-SENIOR HIGH SCHOOL,18,GENESEE,2017,,,,,,
181101040001,0.0,0.0,0.0,47.46,47.46,,63.98,0.0,0.0,52.54,0.0,0.0,52.54,0.0,0.0,10.59,45.76,87.71,OAKFIELD-ALABAMA MIDDLE/HIGH SCHOOL,18,GENESEE,2017,,,,,,
181201040001,0.0,0.0,0.0,38.4,50.63,,91.14,0.0,0.0,49.37,0.0,0.0,61.6,0.0,0.0,8.86,0.0,96.2,PAVILION JUNIOR-SENIOR HIGH SCHOOL,18,GENESEE,2017,,,,,,
181302040002,0.0,0.0,0.0,24.75,58.53,,90.3,0.0,0.0,41.47,0.0,0.0,75.25,0.0,0.0,9.7,0.0,97.99,PEMBROKE JUNIOR-SENIOR HIGH SCHOOL,18,GENESEE,2017,,,,,,
190301040003,0.0,0.0,0.0,48.54,47.33,,82.28,7.52,0.0,52.67,0.0,1.21,51.46,0.0,0.0,17.72,86.65,83.25,CAIRO-DURHAM HIGH SCHOOL,19,GREENE,2017,,,,,,
190401060003,0.0,0.0,12.62,49.51,54.37,,81.31,4.37,0.0,45.63,0.0,0.0,50.49,0.0,0.0,18.69,75.0,90.29,CATSKILL SENIOR HIGH SCHOOL,19,GREENE,2017,,,,,,
190501040001,0.0,0.0,3.81,38.27,49.89,,91.33,2.75,0.0,50.11,0.0,0.0,61.73,0.0,0.0,8.67,87.74,90.06,COXSACKIE-ATHENS HIGH SCHOOL,19,GREENE,2017,,,,,,
190701040004,0.0,0.0,0.0,28.69,52.27,,77.84,0.0,0.0,47.73,0.0,0.0,71.31,0.0,0.0,22.16,72.44,91.48,GREENVILLE HIGH SCHOOL,19,GREENE,2017,,,,,,
190901040001,0.0,0.0,0.0,42.27,54.64,,41.24,0.0,0.0,45.36,0.0,0.0,57.73,0.0,0.0,14.43,0.0,88.66,HUNTER-TANNERSVILLE MIDDLE/HIGH SCH,19,GREENE,2017,,,,,,
191401040001,0.0,0.0,0.0,29.36,39.45,,0.0,0.0,0.0,60.55,0.0,0.0,70.64,0.0,0.0,0.0,0.0,94.5,WINDHAM ASHLAND CENTRAL SCHOOL,19,GREENE,2017,,,,,,
200401040001,0.0,0.0,0.0,0.0,24.32,,0.0,0.0,0.0,21.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.89,INDIAN LAKE CENTRAL SCHOOL,20,HAMILTON,2017,,,,,,
200901040001,0.0,0.0,0.0,55.17,41.38,,13.79,0.0,0.0,58.62,0.0,0.0,44.83,0.0,0.0,8.62,0.0,96.55,WELLS SCHOOL,20,HAMILTON,2017,,,,,,
210302040003,0.0,0.0,0.0,42.18,52.61,,45.5,0.0,0.0,47.39,0.0,0.0,57.82,0.0,0.0,8.06,41.71,95.73,WEST CANADA VALLEY JUNIOR-SENIOR HS,21,HERKIMER,2017,,,,,,
210402060001,0.0,0.0,0.0,36.71,48.73,,89.24,0.0,0.0,51.27,0.0,0.0,63.29,0.0,0.0,10.76,24.68,86.71,FRANKFORT-SCHUYLER CENTRAL HIGH SCH,21,HERKIMER,2017,,,,,,
210601060005,0.0,0.0,0.0,37.39,50.74,,65.58,0.0,0.0,49.26,0.0,0.0,62.61,0.0,0.0,9.2,23.74,87.54,HERKIMER HIGH SCHOOL,21,HERKIMER,2017,,,,,,
210800050005,0.0,0.0,0.0,47.23,47.52,,83.97,0.0,0.0,52.48,0.0,0.0,52.77,0.0,0.0,16.03,0.0,82.51,LITTLE FALLS HIGH SCHOOL,21,HERKIMER,2017,,,,,,
211003040002,0.0,0.0,0.0,67.25,43.55,,83.62,0.0,0.0,56.45,0.0,0.0,32.75,0.0,0.0,16.38,0.0,89.55,JAMES A GREEN HIGH SCHOOL,21,HERKIMER,2017,,,,,,
211103040001,0.0,0.0,0.0,47.31,54.3,,19.35,0.0,0.0,45.7,0.0,0.0,52.69,0.0,0.0,4.3,0.0,94.62,POLAND JUNIOR-SENIOR HIGH SCHOOL,21,HERKIMER,2017,,,,,,
211701040001,0.0,0.0,0.0,0.0,35.48,,0.0,0.0,0.0,64.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.94,OWEN D YOUNG CENTRAL SCHOOL,21,HERKIMER,2017,,,,,,
211901020001,0.0,0.0,0.0,40.95,59.05,,30.48,0.0,0.0,40.95,0.0,0.0,59.05,0.0,0.0,4.76,0.0,100.0,TOWN OF WEBB SCHOOL,21,HERKIMER,2017,,,,,,
212001040003,0.0,0.0,0.0,48.14,53.11,,86.96,0.0,0.0,46.89,0.0,0.0,51.86,0.0,0.0,13.04,0.0,91.61,MT MARKHAM SENIOR HIGH SCHOOL,21,HERKIMER,2017,,,,,,
212101040005,0.0,0.0,0.9,50.0,47.31,,85.22,0.0,0.0,52.69,0.0,0.0,50.0,0.0,0.0,14.78,94.93,84.48,CENTRAL VALLEY ACADEMY,21,HERKIMER,2017,,,,,,
220101040002,0.0,0.0,0.0,47.06,49.58,,82.52,2.35,0.0,50.42,0.0,0.0,52.94,0.0,0.0,17.48,69.08,91.43,SOUTH JEFFERSON HIGH SCHOOL,22,JEFFERSON,2017,,,,,,
220202040002,0.0,0.0,0.0,44.13,49.72,,42.46,0.0,0.0,50.28,0.0,0.0,55.87,0.0,0.0,10.06,0.0,92.74,ALEXANDRIA CENTRAL HIGH SCHOOL,22,JEFFERSON,2017,,,,,,
220301060007,0.0,2.33,11.92,41.45,49.22,,87.69,11.4,0.0,50.78,0.0,1.68,58.55,0.0,0.0,12.31,69.3,93.91,INDIAN RIVER HIGH SCHOOL,22,JEFFERSON,2017,,,,,,
220401040004,0.0,0.0,0.0,36.44,45.11,,88.22,0.0,0.0,54.89,0.0,0.0,63.56,0.0,0.0,11.78,46.0,91.78,GENERAL BROWN JUNIOR-SENIOR HS,22,JEFFERSON,2017,,,,,,
220701040003,0.0,0.0,0.0,42.94,50.61,,84.05,0.0,0.0,49.39,0.0,0.0,57.06,0.0,0.0,15.95,44.17,92.64,THOUSAND ISLANDS HIGH SCHOOL,22,JEFFERSON,2017,,,,,,
220909040010,0.0,0.0,0.0,43.26,58.16,,43.97,0.0,0.0,41.84,0.0,0.0,56.74,0.0,0.0,11.35,0.0,93.62,BELLEVILLE HENDERSON CENTRAL SCHOOL,22,JEFFERSON,2017,,,,,,
221001040001,0.0,0.0,0.0,37.27,44.1,,44.72,0.0,0.0,55.9,0.0,0.0,62.73,0.0,0.0,8.7,0.0,90.68,SACKETS HARBOR CENTRAL SCHOOL,22,JEFFERSON,2017,,,,,,
221301040001,0.0,0.0,0.0,52.17,55.43,,14.13,0.0,0.0,44.57,0.0,0.0,47.83,0.0,0.0,6.52,31.52,97.83,LYME CENTRAL SCHOOL,22,JEFFERSON,2017,,,,,,
221401040001,0.0,0.0,0.0,50.34,46.94,,56.46,0.0,0.0,53.06,0.0,0.0,49.66,0.0,0.0,13.61,0.0,89.8,LA FARGEVILLE CENTRAL SCHOOL,22,JEFFERSON,2017,,,,,,
222000010016,0.0,0.0,10.54,62.04,46.49,,78.12,7.82,0.0,53.51,0.0,3.87,37.96,0.0,0.0,21.88,75.04,74.78,WATERTOWN SENIOR HIGH SCHOOL,22,JEFFERSON,2017,,,,,,
222201060001,0.0,0.0,5.78,39.6,48.94,,86.65,7.23,0.0,51.06,0.0,1.78,60.4,0.0,0.0,13.35,79.98,87.65,CARTHAGE SENIOR HIGH SCHOOL,22,JEFFERSON,2017,,,,,,
230201040001,0.0,0.0,0.0,43.55,49.19,,19.35,0.0,0.0,50.81,0.0,0.0,56.45,0.0,0.0,4.84,0.0,92.74,COPENHAGEN CENTRAL SCHOOL,23,LEWIS,2017,,,,,,
230301040002,0.0,0.0,0.0,46.32,52.21,,61.76,0.0,0.0,47.79,0.0,0.0,53.68,0.0,0.0,16.18,0.0,83.09,HARRISVILLE JUNIOR-SENIOR HIGH SCH,23,LEWIS,2017,,,,,,
230901040002,0.0,0.0,0.0,42.68,47.73,,87.63,0.0,0.0,52.27,0.0,0.0,57.32,0.0,0.0,12.37,46.97,94.19,LOWVILLE HIGH SCHOOL,23,LEWIS,2017,,,,,,
231101040007,0.0,0.0,0.0,60.42,55.83,,80.92,0.0,0.0,44.17,0.0,0.0,39.58,0.0,0.0,19.08,45.23,90.81,SOUTH LEWIS HIGH SCHOOL,23,LEWIS,2017,,,,,,
231301040002,0.0,0.0,0.0,51.36,48.25,,19.46,0.0,0.0,51.75,0.0,0.0,48.64,0.0,0.0,3.89,0.0,96.5,BEAVER RIVER HIGH SCHOOL,23,LEWIS,2017,,,,,,
240101040002,0.0,0.0,0.0,20.4,47.16,,42.81,0.0,0.0,52.84,0.0,0.0,79.6,0.0,0.0,3.34,25.08,95.32,AVON HIGH SCHOOL,24,LIVINGSTON,2017,,,,,,
240201040002,0.0,0.0,0.0,24.43,46.56,,87.4,0.0,0.0,53.44,0.0,0.0,75.57,0.0,0.0,12.6,49.24,90.08,CALEDONIA-MUMFORD HIGH SCHOOL,24,LIVINGSTON,2017,,,,,,
240401040001,0.0,0.0,0.0,23.57,45.71,,89.29,0.0,0.0,54.29,0.0,0.0,76.43,0.0,0.0,10.71,88.21,96.79,GENESEO MIDDLE SCHOOL HIGH SCHOOL,24,LIVINGSTON,2017,,,,,,
240801060002,0.0,0.0,0.0,29.15,50.18,,91.34,0.0,0.0,49.82,0.0,0.0,70.85,0.0,0.0,8.66,74.2,90.64,LIVONIA SENIOR HIGH SCHOOL,24,LIVINGSTON,2017,,,,,,
240901040001,0.0,0.0,0.0,60.87,45.65,,67.39,0.0,0.0,54.35,0.0,0.0,39.13,0.0,0.0,13.77,68.84,89.13,MT MORRIS MIDDLE/SENIOR HIGH SCHOOL,24,LIVINGSTON,2017,,,,,,
241001060003,0.0,0.0,0.0,43.57,48.37,,88.67,0.0,0.0,51.63,0.0,0.0,56.43,0.0,0.0,11.33,93.03,91.07,DANSVILLE HIGH SCHOOL,24,LIVINGSTON,2017,,,,,,
241101040003,0.0,0.0,0.0,38.8,52.0,,24.8,0.0,0.0,48.0,0.0,0.0,61.2,0.0,0.0,2.8,0.0,93.6,DALTON-NUNDA SECONDARY SCHOOL,24,LIVINGSTON,2017,,,,,,
241701040004,0.0,0.0,0.0,34.54,44.18,,85.94,0.0,0.0,55.82,0.0,0.0,65.46,0.0,0.0,14.06,0.0,87.95,YORK MIDDLE/HIGH SCHOOL,24,LIVINGSTON,2017,,,,,,
250109040001,0.0,0.0,0.0,37.7,39.34,,0.0,0.0,0.0,42.62,0.0,0.0,44.26,0.0,0.0,0.0,0.0,98.36,BROOKFIELD CENTRAL SCHOOL,25,MADISON,2017,,,,,,
250201060002,0.0,0.0,0.0,15.56,48.33,,86.67,0.0,0.0,51.67,0.0,0.0,84.44,0.0,0.0,13.33,69.07,95.56,CAZENOVIA HIGH SCHOOL,25,MADISON,2017,,,,,,
250301040001,0.0,0.0,0.0,44.78,53.73,,64.18,0.0,0.0,46.27,0.0,0.0,55.22,0.0,0.0,14.18,0.0,92.54,DERUYTER HIGH SCHOOL,25,MADISON,2017,,,,,,
250401040004,0.0,0.0,0.0,50.47,46.7,,63.21,0.0,0.0,53.3,0.0,0.0,49.53,0.0,0.0,13.68,24.53,89.62,MORRISVILLE MIDDLE SCH HIGH SCH,25,MADISON,2017,,,,,,
250701040001,0.0,0.0,0.0,22.54,45.09,,86.71,0.0,0.0,54.91,0.0,0.0,77.46,0.0,0.0,13.29,0.0,96.53,HAMILTON JUNIOR-SENIOR HIGH SCHOOL,25,MADISON,2017,,,,,,
250901060004,0.0,0.0,0.0,44.39,52.57,,89.49,0.0,0.0,47.43,0.0,1.4,55.61,0.0,0.0,10.51,88.79,85.05,CANASTOTA HIGH SCHOOL,25,MADISON,2017,,,,,,
251101040003,0.0,0.0,0.0,39.58,51.39,,37.5,0.0,0.0,48.61,0.0,0.0,60.42,0.0,0.0,9.72,0.0,90.28,MADISON CENTRAL SCHOOL,25,MADISON,2017,,,,,,
251400010009,1.04,0.0,0.0,41.46,47.85,,85.14,0.0,0.0,52.15,0.0,0.0,58.54,0.0,0.0,14.86,93.46,81.72,ONEIDA SENIOR HIGH SCHOOL,25,MADISON,2017,,,,,,
251501040001,0.0,0.0,0.0,44.74,44.74,,43.42,0.0,0.0,55.26,0.0,0.0,55.26,0.0,0.0,7.89,0.0,96.71,STOCKBRIDGE VALLEY CENTRAL SCHOOL,25,MADISON,2017,,,,,,
251601060005,0.0,0.0,0.0,34.35,50.0,,84.03,0.0,0.0,50.0,0.0,0.0,65.65,0.0,0.0,15.97,93.71,90.97,CHITTENANGO HIGH SCHOOL,25,MADISON,2017,,,,,,
260101060004,0.0,12.96,7.71,12.61,50.88,,88.88,3.94,0.0,49.12,0.0,0.44,87.39,0.0,0.0,11.12,71.45,97.81,BRIGHTON HIGH SCHOOL,26,MONROE,2017,,,,,,
260401060001,0.0,5.78,18.58,40.31,49.31,,84.49,10.1,1.02,50.69,0.0,2.19,59.69,49.74,0.0,15.51,62.69,86.83,GATES-CHILI HIGH SCHOOL,26,MONROE,2017,,,,,,
260501060008,0.0,0.0,18.44,56.28,47.13,,87.57,12.57,0.0,52.87,0.0,0.0,43.72,0.0,0.0,12.43,62.7,89.62,OLYMPIA HIGH SCHOOL,26,MONROE,2017,,,,,,
260501060010,0.0,2.31,11.73,43.77,50.14,,85.6,10.25,0.0,49.86,0.0,0.46,56.23,0.0,0.0,14.4,73.68,91.04,ARCADIA HIGH SCHOOL,26,MONROE,2017,,,,,,
260501060013,0.0,1.47,10.44,36.22,48.45,,90.38,12.4,0.98,51.55,0.0,1.14,63.78,20.39,0.0,9.62,69.98,95.92,ODYSSEY ACADEMY,26,MONROE,2017,,,,,,
260501060019,0.0,0.0,14.55,36.37,50.48,,87.38,9.11,0.0,49.52,0.0,0.0,63.63,0.0,0.0,12.62,71.34,91.85,ATHENA HIGH SCHOOL,26,MONROE,2017,,,,,,
260801060006,0.0,0.79,22.0,51.83,47.87,,90.09,16.15,0.5,52.13,0.0,2.08,48.17,23.39,0.0,9.91,54.21,93.36,EASTRIDGE SENIOR HIGH SCHOOL,26,MONROE,2017,,,,,,
260803060005,0.0,0.92,8.99,24.23,48.21,,89.68,11.91,0.0,51.79,0.0,1.42,75.77,0.0,0.0,10.32,73.36,94.5,IRONDEQUOIT HIGH SCHOOL,26,MONROE,2017,,,,,,
260901060004,0.0,0.0,0.0,13.68,50.19,,89.29,0.77,0.0,49.81,0.0,0.0,86.32,0.0,0.0,10.71,94.58,98.32,HONEOYE FALLS-LIMA SENIOR HIGH SCH,26,MONROE,2017,,,,,,
261001060001,0.0,2.57,2.17,27.77,47.59,,89.33,5.22,0.0,52.41,0.0,4.17,72.23,0.0,0.0,10.67,83.63,92.86,SPENCERPORT HIGH SCHOOL,26,MONROE,2017,,,,,,
261101060004,0.0,1.0,1.28,27.19,49.04,,90.86,3.78,0.0,50.96,0.0,0.79,72.81,0.0,0.0,9.14,90.94,95.93,HILTON HIGH SCHOOL,26,MONROE,2017,,,,,,
261201060006,0.0,0.92,3.69,13.64,52.91,,91.41,5.18,0.0,47.09,0.0,0.57,86.36,0.0,0.0,8.59,86.86,98.37,PENFIELD SENIOR HIGH SCHOOL,26,MONROE,2017,,,,,,
261301060009,0.0,4.37,5.14,16.74,49.1,,89.42,1.16,0.24,50.9,0.0,0.0,83.26,25.57,0.0,10.58,88.26,96.99,FAIRPORT SENIOR HIGH SCHOOL,26,MONROE,2017,,,,,,
261313030002,0.0,0.0,6.27,41.11,47.04,,90.59,0.0,0.0,52.96,0.0,0.0,58.89,0.0,0.0,9.41,81.53,88.15,EAST ROCHESTER JUNIOR-SENIOR HS,26,MONROE,2017,,,,,,
261401060006,0.0,8.63,4.42,3.29,54.78,,90.44,2.77,0.0,45.22,0.0,1.95,96.71,0.0,0.0,9.56,80.88,97.23,PITTSFORD SUTHERLAND HIGH SCHOOL,26,MONROE,2017,,,,,,
261401060010,0.0,10.54,3.55,2.43,52.48,,92.71,4.76,0.0,47.52,0.0,3.04,72.34,0.0,0.0,7.29,78.12,98.68,PITTSFORD-MENDON HIGH SCHOOL,26,MONROE,2017,,,,,,
261501060004,0.0,3.04,7.34,26.5,50.04,,88.78,1.94,0.0,49.96,0.0,0.76,73.5,0.0,0.0,11.22,83.54,94.26,CHURCHVILLE-CHILI SENIOR HIGH SCHOOL,26,MONROE,2017,,,,,,
261600010058,0.0,0.0,75.56,64.44,51.11,,88.25,12.06,0.0,48.89,0.0,0.0,35.56,0.0,0.0,11.75,0.0,91.43,SCHOOL 58-WORLD OF INQUIRY SCHOOL,26,MONROE,2017,,,,,,
261600010060,0.0,0.0,53.65,87.23,54.01,,78.47,28.47,8.03,45.99,0.0,0.0,12.77,67.52,0.0,21.53,3.65,36.86,CHARLOTTE HIGH SCHOOL,26,MONROE,2017,,,,,,
261600010061,0.0,2.07,50.36,84.57,46.54,,81.62,34.37,19.57,53.46,0.0,0.0,15.43,80.43,0.0,18.38,7.48,42.64,EAST UPPER HIGH SCHOOL,26,MONROE,2017,,,,,,
261600010066,0.0,0.63,41.41,90.34,53.58,,86.07,51.94,22.08,46.42,0.0,0.0,9.66,77.92,0.0,13.93,1.25,53.83,JAMES MONROE HIGH SCHOOL,26,MONROE,2017,,,,,,
261600010067,0.0,2.84,73.74,76.37,56.24,,82.82,10.5,5.69,43.76,0.0,0.0,23.63,94.31,0.0,17.18,10.07,66.96,JOSEPH C WILSON MAGNET HIGH SCH,26,MONROE,2017,,,,,,
261600010069,0.0,0.0,52.43,84.64,63.3,,66.67,29.21,0.0,36.7,0.0,0.0,15.36,0.0,0.0,8.61,0.0,83.15,SCHOOL WITHOUT WALLS,26,MONROE,2017,,,,,,
261600010073,0.0,0.0,70.77,84.29,51.78,,75.82,20.49,5.87,48.22,0.0,0.0,15.71,94.13,0.0,24.18,2.46,53.28,NORTHEAST COLLEGE PREP HIGH SCHOOL,26,MONROE,2017,,,,,,
261600010074,0.0,2.08,54.49,67.23,59.82,,89.6,14.56,0.0,40.18,0.0,0.0,32.77,0.0,0.0,10.4,22.24,86.61,SCHOOL OF THE ARTS,26,MONROE,2017,,,,,,
261600010089,0.0,0.0,0.0,0.0,53.85,,0.0,0.0,0.0,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,NORTHWEST COLLEGE PREP HIGH SCHOOL,26,MONROE,2017,,,,,,
261600010095,0.0,5.2,64.91,86.06,47.85,,74.97,21.98,12.0,52.15,0.0,0.0,13.94,88.0,0.0,25.03,3.05,47.5,EDISON CAREER AND TECHNOLOGY HIGH,26,MONROE,2017,,,,,,
261600010097,0.0,4.54,57.89,84.94,57.35,,81.13,25.95,13.25,42.65,0.0,0.0,15.06,86.75,0.0,18.87,8.71,49.73,VANGUARD COLLEGIATE HIGH SCHOOL,26,MONROE,2017,,,,,,
261600010101,0.0,0.0,51.95,85.94,53.12,,79.3,24.61,7.42,46.88,0.0,0.0,14.06,87.11,0.0,15.23,0.0,61.33,INTEGRATED ARTS AND TECH HIGH SCHOOL,26,MONROE,2017,,,,,,
