AGGREGATION_CODE,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,LIMITED ENGLISH PROFICIENT,FEMALE,GENERAL EDUCATION STUDENTS,HISPANIC,MALE,MIGRANT,MULTIRACIAL,NOT LIMITED ENGLISH PROFICIENT,NOT ECONOMICALLY DISADVANTAGED,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_NAME,COUNTY_CODE,COUNTY_NAME,YEAR
121701040001,0.0,0.0,0.0,36.76,0.0,53.68,17.65,0.0,46.32,0.0,0.0,0.0,63.24,0.0,3.68,41.18,88.24,STAMFORD CENTRAL SCHOOL,12,DELAWARE,2016
121702040001,0.0,0.0,0.0,36.9,0.0,60.71,50.0,0.0,39.29,0.0,0.0,0.0,50.0,0.0,11.9,0.0,97.62,SOUTH KORTRIGHT CENTRAL SCHOOL,12,DELAWARE,2016
121901040002,0.0,0.0,0.0,52.63,0.0,48.99,83.4,0.0,51.01,0.0,0.0,0.0,47.37,0.0,16.6,0.0,88.66,WALTON HIGH SCHOOL,12,DELAWARE,2016
130200010005,0.0,1.33,24.77,44.73,0.51,51.28,84.14,23.44,48.72,0.0,1.94,26.31,55.27,0.0,15.86,45.85,86.28,BEACON HIGH SCHOOL,13,DUTCHESS,2016
130502020003,0.0,0.0,0.0,42.09,0.0,52.34,86.86,12.69,47.66,0.0,0.0,0.0,57.91,0.0,13.14,78.62,89.76,DOVER HIGH SCHOOL,13,DUTCHESS,2016
130801060007,0.0,2.35,11.68,36.32,0.0,50.27,86.66,11.14,49.73,0.0,1.9,0.0,63.68,0.0,13.34,72.93,83.17,FRANKLIN D ROOSEVELT SENIOR HS,13,DUTCHESS,2016
131101040004,0.0,0.0,4.17,52.08,6.67,39.58,46.67,9.17,60.42,0.0,0.0,47.5,47.92,0.0,7.5,72.5,87.5,WEBUTUCK HIGH SCHOOL,13,DUTCHESS,2016
131201040002,0.0,0.0,0.0,17.5,0.0,48.41,87.27,8.64,51.59,0.0,0.0,0.0,82.5,0.0,12.73,84.09,94.55,PAWLING HIGH SCHOOL,13,DUTCHESS,2016
131301040002,0.0,0.0,0.0,30.03,0.0,49.83,83.96,0.0,50.17,0.0,0.0,0.0,69.97,0.0,16.04,87.37,82.59,STISSING MOUNTAIN HIGH SCHOOL,13,DUTCHESS,2016
131500010010,0.0,0.0,60.02,70.9,2.76,50.43,83.85,24.01,49.57,0.0,0.0,97.24,29.1,0.0,16.15,12.52,64.16,POUGHKEEPSIE HIGH SCHOOL,13,DUTCHESS,2016
131601060008,0.0,4.14,8.92,18.8,0.0,51.0,88.78,9.1,49.0,0.0,0.39,0.0,81.2,0.0,11.22,76.72,91.54,ARLINGTON HIGH SCHOOL,13,DUTCHESS,2016
131602020005,0.0,13.33,1.62,17.84,0.0,48.65,89.37,8.65,51.35,0.0,0.0,0.0,82.16,0.0,10.63,66.49,96.76,SPACKENKILL HIGH SCHOOL,13,DUTCHESS,2016
131701060002,0.0,1.54,0.0,19.72,0.0,49.31,91.83,4.01,50.69,0.0,0.0,0.0,80.28,0.0,8.17,90.6,90.45,RED HOOK SENIOR HIGH SCHOOL,13,DUTCHESS,2016
131801040001,0.0,0.0,0.0,14.89,0.0,51.86,90.16,1.86,48.14,0.0,0.0,0.0,85.11,0.0,9.84,88.83,93.09,RHINEBECK SENIOR HIGH SCHOOL,13,DUTCHESS,2016
132101060011,0.0,3.62,5.34,25.36,0.32,50.24,89.04,13.17,49.76,0.0,0.0,25.63,74.64,0.0,10.96,72.91,89.04,ROY C KETCHAM SENIOR HIGH SCH,13,DUTCHESS,2016
132101060015,0.0,3.22,2.18,13.2,0.0,47.99,86.8,10.22,52.01,0.0,0.0,0.0,86.8,0.0,13.2,79.41,94.65,JOHN JAY SENIOR HIGH SCHOOL,13,DUTCHESS,2016
132101060016,0.0,0.0,0.0,38.26,0.0,36.52,62.61,10.43,63.48,0.0,0.0,0.0,61.74,0.0,18.26,74.78,40.0,ORCHARD VIEW ALT HIGH SCHOOL,13,DUTCHESS,2016
132201040005,0.0,0.0,0.0,22.43,0.0,49.19,83.78,1.62,50.81,0.0,0.0,0.0,77.57,0.0,16.22,87.57,95.14,MILLBROOK HIGH SCHOOL,13,DUTCHESS,2016
140101060006,0.0,0.0,0.0,30.14,0.0,44.86,88.65,0.0,55.14,0.0,0.0,0.0,69.86,0.0,11.35,96.45,95.57,ALDEN SENIOR HIGH SCHOOL,14,ERIE,2016
140201060002,0.0,0.0,19.34,30.21,1.52,49.18,89.76,5.18,50.82,0.0,0.0,50.82,69.79,0.0,10.24,70.16,95.45,AMHERST CENTRAL HIGH SCHOOL,14,ERIE,2016
140203060004,0.0,5.6,6.03,15.12,0.0,51.69,91.01,2.64,48.31,0.0,1.69,0.0,84.88,0.0,8.99,82.77,94.4,WILLIAMSVILLE SOUTH HIGH SCHOOL,14,ERIE,2016
140203060010,0.0,8.93,4.7,14.5,0.39,47.34,89.42,1.33,52.66,0.0,3.92,24.14,85.5,0.0,10.58,80.02,94.59,WILLIAMSVILLE NORTH HIGH SCHOOL,14,ERIE,2016
140203060013,0.0,13.4,1.67,9.49,0.0,51.35,92.93,0.93,48.65,0.0,2.23,0.0,90.51,0.0,7.07,79.53,96.0,WILLIAMSVILLE EAST HIGH SCHOOL,14,ERIE,2016
140207060006,0.0,4.37,18.21,39.62,1.37,48.18,91.62,1.91,51.82,0.0,0.0,48.72,60.38,0.0,8.38,70.22,90.98,SWEET HOME SENIOR HIGH SCHOOL,14,ERIE,2016
140301030005,0.0,0.0,0.0,10.3,0.0,50.23,75.35,0.0,49.77,0.0,0.0,0.0,89.7,0.0,2.65,95.01,97.82,EAST AURORA HIGH SCHOOL,14,ERIE,2016
140600010042,0.0,0.0,51.81,53.01,20.48,27.71,0.0,8.43,43.37,0.0,0.0,50.6,18.07,0.0,0.0,0.0,0.0,PS 42 OCCUPATIONAL TRAINING CTR,14,ERIE,2016
140600010056,0.0,0.0,48.72,41.88,0.0,60.26,24.79,7.26,39.74,0.0,0.0,0.0,58.12,0.0,2.14,29.91,93.16,FREDERICK OLMSTED #156,14,ERIE,2016
140600010084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PS 84,14,ERIE,2016
140600010097,0.0,0.0,57.58,61.74,0.0,69.51,81.06,14.2,30.49,0.0,0.0,0.0,38.26,0.0,18.94,21.02,82.95,BUFFALO ACADEMY-VIS & PERF ARTS,14,ERIE,2016
140600010098,0.0,4.25,58.17,74.83,3.69,40.49,80.98,19.69,59.51,0.0,0.0,96.31,25.17,0.0,19.02,12.98,78.97,MCKINLEY VOC HIGH SCHOOL,14,ERIE,2016
140600010099,0.0,3.1,80.17,71.38,4.31,51.38,77.24,6.9,48.62,0.0,0.0,64.31,28.62,0.0,22.76,4.31,50.17,BENNETT HIGH SCHOOL,14,ERIE,2016
140600010101,0.0,9.81,73.94,65.48,8.8,44.16,77.16,8.46,55.84,0.0,0.0,91.2,34.52,0.0,22.84,0.0,52.45,BURGARD VOC HIGH SCHOOL,14,ERIE,2016
140600010102,0.0,1.04,22.77,30.23,0.0,51.55,90.68,5.8,48.45,0.0,2.07,0.0,69.77,0.0,9.32,63.15,98.55,CITY HONORS SCH-F MASTEN PK,14,ERIE,2016
140600010104,0.0,0.0,58.84,71.5,0.0,62.01,79.95,21.37,37.99,0.0,0.0,0.0,28.5,0.0,20.05,12.14,86.02,EMERSON SCHOOL OF HOSPITALITY,14,ERIE,2016
140600010105,0.0,5.54,42.54,61.5,0.0,45.63,94.74,15.59,54.37,0.0,0.0,0.0,38.5,0.0,5.26,33.9,87.32,HUTCHINSON CENTRAL TECH HIGH SCHOOL,14,ERIE,2016
140600010107,0.0,32.43,13.79,72.62,71.84,45.83,78.45,45.44,54.17,0.0,0.0,28.16,27.38,0.0,21.55,5.24,35.73,LAFAYETTE HIGH SCHOOL,14,ERIE,2016
140600010108,0.0,19.08,40.4,71.49,23.91,45.45,82.15,27.16,54.55,0.0,0.0,76.09,28.51,0.0,17.85,7.3,34.46,RIVERSIDE INSTITUTE OF TECHNOLOGY,14,ERIE,2016
140600010110,0.0,2.55,25.33,61.29,5.52,48.01,71.6,16.75,51.99,0.0,0.82,94.48,38.71,0.0,28.4,51.79,60.16,SOUTH PARK HIGH SCHOOL,14,ERIE,2016
140600010128,0.0,0.0,41.41,53.65,0.0,65.1,89.84,14.58,34.9,0.0,0.0,0.0,46.35,0.0,10.16,37.24,95.05,LEONARDO DA VINCI HIGH SCHOOL,14,ERIE,2016
140600010132,0.0,5.13,81.77,69.23,5.98,50.43,80.91,3.42,49.57,0.0,0.0,73.5,30.77,0.0,19.09,4.27,54.99,MATH SCIENCE TECH PREP SCHOOL-SENECA,14,ERIE,2016
140600010133,0.0,4.92,60.31,53.23,16.0,45.23,76.31,13.85,54.77,0.0,0.0,84.0,46.77,0.0,23.69,13.85,10.77,ALTERNATIVE HIGH SCHOOL AT 44,14,ERIE,2016
140600010135,0.0,0.0,74.48,57.69,0.0,48.25,88.11,9.09,51.75,0.0,0.0,0.0,42.31,0.0,11.89,6.29,81.47,MIDDLE EARLY COLLEGE HIGH SCHOOL,14,ERIE,2016
140600010307,0.0,4.21,83.37,61.89,1.47,53.68,75.16,4.63,46.32,0.0,1.47,31.58,38.11,0.0,24.84,0.0,48.84,EAST HIGH SCHOOL,14,ERIE,2016
140600010308,0.0,16.83,41.75,76.7,24.27,49.19,87.7,25.89,50.81,0.0,0.0,75.73,23.3,0.0,12.3,0.0,61.49,INTER PREP SCH-GROVER CLEVELAND #187,14,ERIE,2016
140600860838,0.0,0.0,57.76,69.64,0.0,55.12,87.46,5.28,44.88,0.0,0.0,0.0,30.36,0.0,12.54,25.74,94.72,TAPESTRY CHARTER SCHOOL,14,ERIE,2016
140600860861,0.0,11.9,74.76,22.38,0.0,60.48,45.71,0.0,39.52,0.0,0.0,0.0,25.24,0.0,6.67,0.0,95.24,BUFFALO ACAD-SCI CHARTER SCHOOL,14,ERIE,2016
140600860863,0.0,0.0,52.76,84.25,0.0,39.37,85.83,14.57,60.63,0.0,5.91,0.0,15.75,0.0,14.17,21.26,91.34,WESTERN NY MARITIME CHARTER SCHOOL,14,ERIE,2016
140600860868,0.0,1.59,82.54,88.89,1.59,57.78,87.3,0.0,42.22,0.0,0.0,18.41,11.11,0.0,12.7,6.35,78.1,ORACLE CHARTER SCHOOL,14,ERIE,2016
140600860961,0.0,0.0,81.23,79.75,0.0,64.94,88.89,1.48,35.06,0.0,1.48,0.0,20.25,0.0,11.11,11.11,81.48,HEALTH SCIENCES CHARTER SCHOOL,14,ERIE,2016
140701060006,0.0,1.66,27.53,55.82,0.0,49.62,91.23,3.18,50.38,0.0,0.0,0.0,44.18,0.0,8.77,61.57,91.07,CHEEKTOWAGA HIGH SCHOOL,14,ERIE,2016
140701060008,0.0,0.0,21.62,16.22,0.0,43.24,63.51,0.0,56.76,0.0,0.0,0.0,6.76,0.0,36.49,56.76,54.05,PINE HILL EDUCATION CENTER,14,ERIE,2016
140702030006,0.0,0.82,7.35,38.5,0.0,49.39,89.52,0.0,50.61,0.0,0.0,0.0,61.5,0.0,10.48,87.48,86.94,MARYVALE HIGH SCHOOL,14,ERIE,2016
140703020003,0.0,0.0,33.15,39.18,0.0,47.4,87.4,1.64,52.6,0.0,0.0,0.0,60.82,0.0,12.6,58.9,95.34,CLEVELAND HILL HIGH SCHOOL,14,ERIE,2016
140707030003,0.0,0.0,2.88,36.38,0.0,50.25,88.66,0.0,49.75,0.0,0.0,0.0,63.62,0.0,11.34,92.39,93.23,DEPEW HIGH SCHOOL,14,ERIE,2016
140709030004,0.0,0.0,1.14,54.44,0.0,47.84,87.93,1.14,52.16,0.0,0.0,0.0,45.56,0.0,12.07,92.03,89.07,JOHN F KENNEDY SENIOR HIGH SCHOOL,14,ERIE,2016
140801060006,0.0,2.71,0.44,10.47,0.0,51.04,87.51,0.38,48.96,0.0,0.0,0.0,89.53,0.0,12.49,94.38,94.64,CLARENCE SENIOR HIGH SCHOOL,14,ERIE,2016
141101060001,0.0,0.0,0.0,24.34,0.0,52.63,91.28,0.0,47.37,0.0,0.0,0.0,75.66,0.0,8.72,94.57,92.93,GRIFFITH INST HIGH SCHOOL,14,ERIE,2016
141201060001,0.0,0.0,0.0,17.92,0.0,45.85,87.92,0.0,54.15,0.0,0.0,0.0,82.08,0.0,12.08,0.0,94.53,EDEN JUNIOR-SENIOR HIGH SCHOOL,14,ERIE,2016
141301060006,0.0,0.0,0.0,15.69,0.0,49.13,88.93,0.0,50.87,0.0,0.0,0.0,84.31,0.0,11.07,96.19,98.27,IROQUOIS SENIOR HIGH SCHOOL,14,ERIE,2016
141401060003,12.94,0.0,0.59,41.53,0.0,52.82,88.94,1.18,47.18,0.0,0.0,0.0,58.47,0.0,11.06,82.24,91.76,LAKE SHORE SENIOR HIGH SCHOOL,14,ERIE,2016
141501060004,0.0,3.34,1.33,23.55,0.0,48.52,87.32,3.34,51.48,0.0,0.0,0.0,76.45,0.0,12.68,89.32,92.18,GRAND ISLAND SENIOR HIGH SCHOOL,14,ERIE,2016
141601060007,0.0,0.0,0.44,16.36,0.0,47.49,90.24,0.44,52.51,0.0,0.0,0.0,83.64,0.0,9.76,95.95,95.07,HAMBURG HIGH SCHOOL,14,ERIE,2016
141604060008,0.0,0.0,0.95,28.21,0.0,51.28,86.76,3.4,48.72,0.0,0.0,0.0,71.79,0.0,13.24,93.08,91.83,FRONTIER SENIOR HIGH SCHOOL,14,ERIE,2016
141701040001,0.0,0.0,0.0,15.72,0.0,58.19,43.81,0.0,41.81,0.0,0.0,0.0,84.28,0.0,6.69,0.0,92.98,HOLLAND JUNIOR/SENIOR HIGH SCHOOL,14,ERIE,2016
141800010008,0.0,0.0,21.05,79.58,6.95,41.68,85.68,0.0,58.32,0.0,0.0,65.05,20.42,0.0,14.32,65.68,75.37,LACKAWANNA HIGH SCHOOL,14,ERIE,2016
141800860044,0.0,0.0,18.64,77.73,0.0,64.55,25.91,0.0,35.45,0.0,0.0,0.0,22.27,0.0,2.73,65.45,94.09,GLOBAL CONCEPTS CHARTER SCHOOL,14,ERIE,2016
141901060008,0.0,0.79,1.13,18.68,0.0,51.67,85.0,1.33,48.33,0.0,0.0,0.0,81.32,0.0,15.0,95.28,96.95,LANCASTER HIGH SCHOOL,14,ERIE,2016
142101040002,0.0,0.0,0.0,26.8,0.0,51.35,91.89,0.0,48.65,0.0,0.0,0.0,73.2,0.0,8.11,86.71,91.89,AKRON HIGH SCHOOL,14,ERIE,2016
142201040001,0.0,0.0,0.0,37.3,0.0,58.38,81.62,0.0,41.62,0.0,0.0,0.0,62.7,0.0,18.38,21.08,94.05,NORTH COLLINS JUNIOR-SENIOR HS,14,ERIE,2016
142301060006,0.0,1.38,0.92,8.54,0.0,49.7,90.68,0.0,50.3,0.0,0.0,0.0,91.46,0.0,9.32,95.6,97.37,ORCHARD PARK HIGH SCHOOL,14,ERIE,2016
142500010009,0.0,0.0,0.0,41.65,0.0,52.53,86.87,0.94,47.47,0.0,0.0,0.0,58.35,0.0,13.13,92.31,90.62,TONAWANDA MIDDLE/HIGH SCHOOL,14,ERIE,2016
142601030025,0.0,0.0,4.73,31.72,2.26,51.61,83.87,3.01,48.39,0.0,0.54,70.54,68.28,0.0,16.13,88.28,91.18,KENMORE EAST SENIOR HIGH SCHOOL,14,ERIE,2016
142601030026,0.0,1.97,6.57,38.93,1.17,47.85,82.91,5.19,52.15,0.0,0.0,49.23,61.07,0.0,17.09,83.93,91.02,KENMORE WEST SENIOR HIGH SCHOOL,14,ERIE,2016
142601860031,0.0,0.0,34.55,86.27,0.0,56.29,90.62,12.36,43.71,0.0,0.0,0.0,13.73,0.0,9.38,34.32,97.03,CHARTER SCHOOL FOR APPLIED TECHNOLOG,14,ERIE,2016
142801060010,0.0,0.0,2.19,27.34,0.0,49.85,89.27,2.49,50.15,0.0,0.0,0.0,72.66,0.0,10.73,93.13,89.65,WEST SENECA WEST SENIOR HIGH SCHOOL,14,ERIE,2016
142801060016,0.0,2.4,2.84,30.1,0.0,48.85,90.62,1.31,51.15,0.0,0.0,0.0,69.9,0.0,9.38,91.6,90.95,WEST SENECA EAST SENIOR HIGH SCHOOL,14,ERIE,2016
150203040001,0.0,0.0,0.0,52.63,0.0,36.84,0.0,0.0,63.16,0.0,0.0,0.0,47.37,0.0,0.0,0.0,100.0,CROWN POINT CENTRAL SCHOOL,15,ESSEX,2016
150301040001,0.0,0.0,0.0,32.11,0.0,55.05,45.87,0.0,44.95,0.0,0.0,0.0,67.89,0.0,11.93,0.0,87.16,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,15,ESSEX,2016
150601040001,0.0,0.0,0.0,40.43,0.0,12.77,0.0,0.0,21.28,0.0,0.0,0.0,44.68,0.0,0.0,0.0,100.0,KEENE CENTRAL SCHOOL,15,ESSEX,2016
150801040001,0.0,0.0,0.0,16.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51,0.0,0.0,0.0,94.59,MINERVA CENTRAL SCHOOL,15,ESSEX,2016
150901040004,0.0,0.0,0.0,50.49,0.0,44.61,80.39,0.0,55.39,0.0,0.0,0.0,49.51,0.0,19.61,0.0,91.18,MORIAH JUNIOR-SENIOR HIGH SCHOOL,15,ESSEX,2016
151001040001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,NEWCOMB CENTRAL SCHOOL,15,ESSEX,2016
151102040001,0.0,0.0,0.0,37.56,0.0,54.15,68.78,0.0,45.85,0.0,0.0,0.0,62.44,0.0,11.22,0.0,92.2,LAKE PLACID JUNIOR-SENIOR HIGH SCH,15,ESSEX,2016
151401040001,0.0,0.0,0.0,53.66,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,46.34,0.0,0.0,0.0,93.9,SCHROON LAKE CENTRAL SCHOOL,15,ESSEX,2016
151501060001,0.0,0.0,0.0,56.52,0.0,49.5,85.62,0.0,50.5,0.0,0.0,0.0,43.48,0.0,14.38,0.0,83.95,TICONDEROGA SENIOR HIGH SCHOOL,15,ESSEX,2016
151601040001,0.0,0.0,0.0,49.35,0.0,42.86,44.16,0.0,57.14,0.0,0.0,0.0,50.65,0.0,12.99,0.0,93.51,WESTPORT CENTRAL SCHOOL,15,ESSEX,2016
151701040001,0.0,0.0,0.0,35.0,0.0,40.0,22.5,0.0,45.0,0.0,0.0,0.0,50.0,0.0,7.5,0.0,90.0,WILLSBORO CENTRAL SCHOOL,15,ESSEX,2016
160101060001,0.0,0.0,0.0,33.82,0.0,44.85,83.46,0.0,55.15,0.0,0.0,0.0,66.18,0.0,16.54,0.0,85.29,TUPPER LAKE MIDDLE-HIGH SCHOOL,16,FRANKLIN,2016
160801040002,0.0,0.0,0.0,31.55,0.0,50.0,86.9,0.0,50.0,0.0,0.0,0.0,68.45,0.0,13.1,0.0,91.67,CHATEAUGAY HIGH SCHOOL,16,FRANKLIN,2016
161201040002,65.83,0.0,0.0,76.54,0.0,48.97,83.14,0.0,51.03,0.0,0.0,0.0,23.46,0.0,16.86,0.0,82.69,SALMON RIVER HIGH SCHOOL,16,FRANKLIN,2016
161401060002,0.0,0.0,0.0,30.92,0.0,50.48,82.85,0.0,49.52,0.0,0.0,0.0,69.08,0.0,17.15,0.0,90.58,SARANAC LAKE SENIOR HIGH SCHOOL,16,FRANKLIN,2016
161501060014,0.0,0.0,0.0,44.31,0.0,47.49,79.1,0.0,52.51,0.0,0.0,0.0,55.69,0.0,20.9,95.77,80.42,FRANKLIN ACADEMY HIGH SCHOOL,16,FRANKLIN,2016
161601040002,0.0,0.0,0.0,54.71,0.0,50.22,87.44,0.0,49.78,0.0,0.0,0.0,45.29,0.0,12.56,0.0,89.69,BRUSHTON-MOIRA HIGH SCHOOL,16,FRANKLIN,2016
161801040001,0.0,0.0,0.0,61.47,0.0,47.71,63.3,0.0,52.29,0.0,0.0,0.0,38.53,0.0,16.51,0.0,88.07,ST REGIS FALLS CENTRAL SCHOOL,16,FRANKLIN,2016
170500010009,0.0,0.0,6.64,62.01,0.0,49.2,77.69,2.97,50.8,0.0,0.0,0.0,37.99,0.0,22.31,86.84,66.7,GLOVERSVILLE HIGH SCHOOL,17,FULTON,2016
170600010006,0.0,0.85,0.0,39.69,0.0,50.77,91.31,2.04,49.23,0.0,0.0,0.0,60.31,0.0,8.69,92.5,83.99,JOHNSTOWN SENIOR HIGH SCHOOL,17,FULTON,2016
170801040002,0.0,0.0,0.0,41.14,0.0,55.85,83.95,0.0,44.15,0.0,0.0,0.0,58.86,0.0,16.05,0.0,92.31,MAYFIELD JR/SR HIGH SCHOOL,17,FULTON,2016
170901040001,0.0,0.0,0.0,52.02,0.0,42.77,83.82,0.0,57.23,0.0,0.0,0.0,47.98,0.0,16.18,0.0,89.02,NORTHVILLE HIGH SCHOOL,17,FULTON,2016
171102040004,0.0,0.0,0.0,32.2,0.0,48.21,88.76,0.0,51.79,0.0,0.0,0.0,67.8,0.0,11.24,94.38,90.63,BROADALBIN-PERTH HIGH SCHOOL,17,FULTON,2016
180202040003,0.0,0.0,0.0,28.03,0.0,46.71,67.82,0.0,53.29,0.0,0.0,0.0,71.97,0.0,8.65,0.0,92.39,ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL,18,GENESEE,2016
180300010006,0.0,0.0,9.57,51.69,0.0,48.16,87.04,0.88,51.84,0.0,6.63,0.0,48.31,0.0,12.96,78.06,89.54,BATAVIA HIGH SCHOOL,18,GENESEE,2016
180701040001,0.0,0.0,0.0,36.72,0.0,50.15,88.66,0.0,49.85,0.0,0.0,0.0,63.28,0.0,11.34,92.24,93.13,BYRON-BERGEN JR/SR HIGH SCHOOL,18,GENESEE,2016
180901040002,0.0,0.0,0.0,32.19,0.0,40.41,43.84,3.42,59.59,0.0,0.0,0.0,67.81,0.0,6.85,81.51,92.47,ELBA JUNIOR-SENIOR HIGH SCHOOL,18,GENESEE,2016
181001060002,0.0,0.0,0.0,30.93,0.0,47.42,88.4,0.0,52.58,0.0,0.0,0.0,69.07,0.0,11.6,22.94,92.53,LE ROY JUNIOR-SENIOR HIGH SCHOOL,18,GENESEE,2016
181101040001,0.0,0.0,0.0,41.99,0.0,50.65,43.29,0.0,49.35,0.0,0.0,0.0,58.01,0.0,7.79,0.0,90.91,OAKFIELD-ALABAMA MIDDLE/HIGH SCHOOL,18,GENESEE,2016
181201040001,0.0,0.0,0.0,41.05,0.0,48.47,86.9,0.0,51.53,0.0,0.0,0.0,58.95,0.0,13.1,0.0,94.32,PAVILION JUNIOR-SENIOR HIGH SCHOOL,18,GENESEE,2016
181302040002,0.0,0.0,0.0,26.9,0.0,55.86,67.59,0.0,44.14,0.0,0.0,0.0,73.1,0.0,8.28,0.0,95.86,PEMBROKE JUNIOR-SENIOR HIGH SCHOOL,18,GENESEE,2016
190301040003,0.0,0.0,0.0,49.78,0.0,49.78,83.55,7.02,50.22,0.0,3.51,0.0,50.22,0.0,16.45,86.4,83.11,CAIRO-DURHAM HIGH SCHOOL,19,GREENE,2016
190401060003,0.0,0.0,13.22,48.83,0.0,48.4,80.6,0.0,51.6,0.0,0.0,0.0,51.17,0.0,19.4,76.55,86.35,CATSKILL SENIOR HIGH SCHOOL,19,GREENE,2016
190501040001,0.0,0.0,0.0,32.02,0.0,50.59,68.77,4.15,49.41,0.0,0.0,0.0,67.98,0.0,6.52,90.51,89.92,COXSACKIE-ATHENS HIGH SCHOOL,19,GREENE,2016
190701040004,0.0,0.0,0.0,28.2,0.0,55.09,80.68,0.0,44.91,0.0,0.0,0.0,71.8,0.0,19.32,47.52,91.38,GREENVILLE HIGH SCHOOL,19,GREENE,2016
190901040001,0.0,0.0,0.0,46.94,0.0,57.14,26.53,0.0,42.86,0.0,0.0,0.0,53.06,0.0,7.14,0.0,92.86,HUNTER-TANNERSVILLE MIDDLE/HIGH SCH,19,GREENE,2016
191401040001,0.0,0.0,0.0,27.42,0.0,41.94,0.0,0.0,58.06,0.0,0.0,0.0,72.58,0.0,0.0,0.0,95.97,WINDHAM ASHLAND CENTRAL SCHOOL,19,GREENE,2016
200401040001,0.0,0.0,0.0,11.63,0.0,20.93,0.0,0.0,18.6,0.0,0.0,0.0,11.63,0.0,0.0,0.0,81.4,INDIAN LAKE CENTRAL SCHOOL,20,HAMILTON,2016
200701040001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,LONG LAKE CENTRAL SCHOOL,20,HAMILTON,2016
200901040001,0.0,0.0,0.0,42.55,0.0,31.91,17.02,0.0,42.55,0.0,0.0,0.0,31.91,0.0,10.64,0.0,95.74,WELLS SCHOOL,20,HAMILTON,2016
210302040003,0.0,0.0,0.0,38.2,0.0,44.64,58.37,0.0,55.36,0.0,0.0,0.0,61.8,0.0,10.73,0.0,92.7,WEST CANADA VALLEY JUNIOR-SENIOR HS,21,HERKIMER,2016
210402060001,0.0,0.0,0.0,33.81,0.0,50.28,88.64,0.0,49.72,0.0,0.0,0.0,66.19,0.0,11.36,44.89,82.1,FRANKFORT-SCHUYLER CENTRAL HIGH SCH,21,HERKIMER,2016
210601060005,0.0,0.0,0.0,36.02,0.0,54.76,90.78,0.0,45.24,0.0,0.0,0.0,63.98,0.0,9.22,71.18,86.74,HERKIMER HIGH SCHOOL,21,HERKIMER,2016
210800050005,0.0,0.0,0.0,44.8,0.0,50.13,83.47,0.0,49.87,0.0,0.0,0.0,55.2,0.0,16.53,27.2,82.67,LITTLE FALLS HIGH SCHOOL,21,HERKIMER,2016
211003040002,0.0,0.0,0.0,56.69,0.0,43.31,79.13,0.0,56.69,0.0,0.0,0.0,43.31,0.0,20.87,0.0,87.8,JAMES A GREEN HIGH SCHOOL,21,HERKIMER,2016
211103040001,0.0,0.0,0.0,49.73,0.0,51.34,18.72,0.0,48.66,0.0,0.0,0.0,50.27,0.0,4.28,0.0,94.12,POLAND JUNIOR-SENIOR HIGH SCHOOL,21,HERKIMER,2016
211701040001,0.0,0.0,0.0,0.0,0.0,32.14,0.0,0.0,41.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.29,OWEN D YOUNG CENTRAL SCHOOL,21,HERKIMER,2016
211901020001,0.0,0.0,0.0,40.98,0.0,56.56,52.46,0.0,43.44,0.0,0.0,0.0,59.02,0.0,8.2,0.0,96.72,TOWN OF WEBB SCHOOL,21,HERKIMER,2016
212001040003,0.0,0.0,0.0,47.58,0.0,51.21,86.67,0.0,48.79,0.0,0.0,0.0,52.42,0.0,13.33,0.0,91.82,MT MARKHAM SENIOR HIGH SCHOOL,21,HERKIMER,2016
212101040005,0.0,0.0,0.89,44.86,0.0,48.58,84.95,0.0,51.42,0.0,0.0,0.0,55.14,0.0,15.05,94.19,84.8,CENTRAL VALLEY ACADEMY,21,HERKIMER,2016
220101040002,0.0,0.0,0.0,40.69,0.0,50.47,82.97,0.0,49.53,0.0,0.0,0.0,59.31,0.0,17.03,49.84,92.59,SOUTH JEFFERSON HIGH SCHOOL,22,JEFFERSON,2016
220202040002,0.0,0.0,0.0,32.45,0.0,46.81,67.55,0.0,53.19,0.0,0.0,0.0,39.36,0.0,12.77,0.0,92.55,ALEXANDRIA CENTRAL HIGH SCHOOL,22,JEFFERSON,2016
220301060007,0.0,2.98,11.29,40.82,0.0,50.0,85.86,10.3,50.0,0.0,3.47,0.0,59.18,0.0,14.14,69.6,93.8,INDIAN RIVER HIGH SCHOOL,22,JEFFERSON,2016
