AGGREGATION_CODE,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,LIMITED ENGLISH PROFICIENT,FEMALE,GENERAL EDUCATION STUDENTS,HISPANIC,MALE,MIGRANT,MULTIRACIAL,NOT LIMITED ENGLISH PROFICIENT,NOT ECONOMICALLY DISADVANTAGED,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_NAME,COUNTY_CODE,COUNTY_NAME,YEAR
220401040004,0.0,0.0,0.0,29.91,0.0,47.32,89.51,0.0,52.68,0.0,0.0,0.0,70.09,0.0,10.49,72.77,93.08,GENERAL BROWN JUNIOR-SENIOR HS,22,JEFFERSON,2016
220701040003,0.0,0.0,0.0,39.89,0.0,58.4,84.62,0.0,41.6,0.0,0.0,0.0,60.11,0.0,15.38,22.51,91.74,THOUSAND ISLANDS HIGH SCHOOL,22,JEFFERSON,2016
220909040010,0.0,0.0,0.0,40.0,0.0,60.0,22.4,0.0,40.0,0.0,0.0,0.0,60.0,0.0,4.8,0.0,89.6,BELLEVILLE HENDERSON CENTRAL SCHOOL,22,JEFFERSON,2016
221001040001,0.0,0.0,0.0,32.24,0.0,42.11,47.37,0.0,57.89,0.0,0.0,0.0,67.76,0.0,6.58,0.0,92.11,SACKETS HARBOR CENTRAL SCHOOL,22,JEFFERSON,2016
221301040001,0.0,0.0,0.0,48.21,0.0,52.68,11.61,0.0,47.32,0.0,0.0,0.0,51.79,0.0,5.36,51.79,95.54,LYME CENTRAL SCHOOL,22,JEFFERSON,2016
221401040001,0.0,0.0,0.0,47.37,0.0,46.78,61.4,0.0,53.22,0.0,0.0,0.0,52.63,0.0,12.87,0.0,88.3,LA FARGEVILLE CENTRAL SCHOOL,22,JEFFERSON,2016
222000010016,0.0,0.63,9.95,55.57,0.0,48.24,79.1,6.61,51.76,0.0,1.45,0.0,44.43,0.0,20.9,78.19,76.29,WATERTOWN SENIOR HIGH SCHOOL,22,JEFFERSON,2016
222201060001,0.0,0.0,6.39,35.8,0.0,48.35,86.43,6.39,51.65,0.0,1.82,0.0,64.2,0.0,13.57,80.96,88.71,CARTHAGE SENIOR HIGH SCHOOL,22,JEFFERSON,2016
230201040001,0.0,0.0,0.0,33.33,0.0,47.29,18.6,0.0,52.71,0.0,0.0,0.0,66.67,0.0,4.65,0.0,89.92,COPENHAGEN CENTRAL SCHOOL,23,LEWIS,2016
230301040002,0.0,0.0,0.0,41.54,0.0,49.23,63.08,0.0,50.77,0.0,0.0,0.0,58.46,0.0,14.62,0.0,80.77,HARRISVILLE JUNIOR-SENIOR HIGH SCH,23,LEWIS,2016
230901040002,0.0,0.0,0.0,39.8,0.0,52.9,88.16,0.0,47.1,0.0,0.0,0.0,60.2,0.0,11.84,22.67,92.44,LOWVILLE HIGH SCHOOL,23,LEWIS,2016
231101040007,0.0,0.0,0.0,54.9,0.0,50.0,83.66,0.0,50.0,0.0,0.0,0.0,45.1,0.0,16.34,0.0,88.89,SOUTH LEWIS HIGH SCHOOL,23,LEWIS,2016
231301040002,0.0,0.0,0.0,45.8,0.0,49.24,62.21,0.0,50.76,0.0,0.0,0.0,54.2,0.0,9.92,0.0,95.42,BEAVER RIVER HIGH SCHOOL,23,LEWIS,2016
240101040002,0.0,0.0,0.0,20.06,0.0,50.15,24.01,0.0,49.85,0.0,0.0,0.0,79.94,0.0,1.52,70.21,94.83,AVON HIGH SCHOOL,24,LIVINGSTON,2016
240201040002,0.0,0.0,0.0,21.05,0.0,51.23,88.07,0.0,48.77,0.0,0.0,0.0,78.95,0.0,11.93,89.82,91.23,CALEDONIA-MUMFORD HIGH SCHOOL,24,LIVINGSTON,2016
240401040001,0.0,0.0,0.0,22.86,0.0,44.49,88.98,0.0,55.51,0.0,0.0,0.0,77.14,0.0,11.02,88.98,97.14,GENESEO MIDDLE SCHOOL HIGH SCHOOL,24,LIVINGSTON,2016
240801060002,0.0,0.0,0.0,28.04,0.0,49.38,90.48,0.0,50.62,0.0,0.0,0.0,71.96,0.0,9.52,24.51,88.01,LIVONIA SENIOR HIGH SCHOOL,24,LIVINGSTON,2016
240901040001,0.0,0.0,0.0,58.59,0.0,44.53,40.62,0.0,55.47,0.0,0.0,0.0,41.41,0.0,14.06,51.56,75.78,MT MORRIS MIDDLE/SENIOR HIGH SCHOOL,24,LIVINGSTON,2016
241001060003,0.0,0.0,0.0,41.04,0.0,51.46,89.38,0.0,48.54,0.0,0.0,0.0,58.96,0.0,10.62,93.54,91.46,DANSVILLE HIGH SCHOOL,24,LIVINGSTON,2016
241101040003,0.0,0.0,0.0,37.25,0.0,51.82,44.94,0.0,48.18,0.0,0.0,0.0,62.75,0.0,5.67,0.0,93.93,DALTON-NUNDA SECONDARY SCHOOL,24,LIVINGSTON,2016
241701040004,0.0,0.0,0.0,27.27,0.0,45.45,88.74,0.0,54.55,0.0,0.0,0.0,72.73,0.0,11.26,0.0,94.81,YORK MIDDLE/HIGH SCHOOL,24,LIVINGSTON,2016
250109040001,0.0,0.0,0.0,34.78,0.0,31.88,0.0,0.0,52.17,0.0,0.0,0.0,49.28,0.0,0.0,0.0,97.1,BROOKFIELD CENTRAL SCHOOL,25,MADISON,2016
250201060002,0.0,0.0,0.0,15.94,0.0,48.43,87.4,0.0,51.57,0.0,0.0,0.0,84.06,0.0,12.6,67.72,94.88,CAZENOVIA HIGH SCHOOL,25,MADISON,2016
250301040001,0.0,0.0,0.0,48.78,0.0,46.34,26.02,0.0,53.66,0.0,0.0,0.0,51.22,0.0,4.07,0.0,91.06,DERUYTER HIGH SCHOOL,25,MADISON,2016
250401040004,0.0,0.0,0.0,42.79,0.0,44.19,47.44,0.0,55.81,0.0,0.0,0.0,57.21,0.0,6.98,24.19,87.44,MORRISVILLE MIDDLE SCH HIGH SCH,25,MADISON,2016
250701040001,0.0,0.0,0.0,20.34,0.0,48.02,85.88,0.0,51.98,0.0,0.0,0.0,79.66,0.0,14.12,0.0,98.31,HAMILTON JUNIOR-SENIOR HIGH SCHOOL,25,MADISON,2016
250901060004,0.0,0.0,0.0,35.47,0.0,49.15,88.03,0.0,50.85,0.0,1.28,0.0,64.53,0.0,11.97,91.03,85.9,CANASTOTA HIGH SCHOOL,25,MADISON,2016
251101040003,0.0,0.0,0.0,47.52,0.0,53.9,0.0,0.0,46.1,0.0,0.0,0.0,52.48,0.0,0.0,0.0,88.65,MADISON CENTRAL SCHOOL,25,MADISON,2016
251400010009,0.96,0.0,0.0,39.64,0.0,50.21,85.46,0.0,49.79,0.0,0.0,0.0,60.36,0.0,14.54,94.24,80.66,ONEIDA SENIOR HIGH SCHOOL,25,MADISON,2016
251501040001,0.0,0.0,0.0,40.0,0.0,41.38,62.07,0.0,58.62,0.0,0.0,0.0,60.0,0.0,11.72,0.0,98.62,STOCKBRIDGE VALLEY CENTRAL SCHOOL,25,MADISON,2016
251601060005,0.0,0.0,0.0,33.04,0.0,50.14,84.78,0.0,49.86,0.0,0.0,0.0,66.96,0.0,15.22,94.64,92.61,CHITTENANGO HIGH SCHOOL,25,MADISON,2016
260101060004,0.0,13.33,8.21,12.62,0.0,50.13,90.03,2.65,49.87,0.0,0.88,0.0,87.38,0.0,9.97,71.58,97.0,BRIGHTON HIGH SCHOOL,26,MONROE,2016
260401060001,0.0,6.01,18.48,36.59,0.0,47.83,85.94,10.07,52.17,0.0,1.59,0.0,63.41,0.0,14.06,62.61,88.99,GATES-CHILI HIGH SCHOOL,26,MONROE,2016
260501060008,0.0,1.08,18.39,55.77,0.72,48.44,86.66,10.34,51.56,0.0,0.0,31.37,44.23,0.0,13.34,65.75,86.54,OLYMPIA HIGH SCHOOL,26,MONROE,2016
260501060010,0.0,2.07,12.15,42.93,0.0,49.41,88.12,10.26,50.59,0.0,0.45,0.0,57.07,0.0,11.88,73.63,91.45,ARCADIA HIGH SCHOOL,26,MONROE,2016
260501060013,0.0,3.56,10.85,31.49,1.07,51.25,89.68,5.87,48.75,0.0,2.49,22.24,68.51,0.0,10.32,75.09,94.84,ODYSSEY ACADEMY,26,MONROE,2016
260501060019,0.0,0.66,13.54,33.69,0.0,50.29,88.77,7.76,49.71,0.0,0.0,0.0,66.31,0.0,11.23,74.57,92.16,ATHENA HIGH SCHOOL,26,MONROE,2016
260801060006,0.0,0.81,19.72,51.47,1.92,48.03,89.48,12.64,51.97,0.0,3.13,73.0,48.53,0.0,10.52,58.34,92.52,EASTRIDGE SENIOR HIGH SCHOOL,26,MONROE,2016
260803060005,0.0,1.63,8.33,21.98,0.0,51.31,88.24,11.03,48.69,0.0,2.61,0.0,78.02,0.0,11.76,75.25,95.18,IRONDEQUOIT HIGH SCHOOL,26,MONROE,2016
260901060004,0.0,0.0,0.0,14.78,0.0,51.11,87.44,1.48,48.89,0.0,0.0,0.0,85.22,0.0,12.56,94.33,98.52,HONEOYE FALLS-LIMA SENIOR HIGH SCH,26,MONROE,2016
261001060001,0.0,1.27,4.86,27.33,0.96,47.65,89.4,4.86,52.35,0.0,3.11,47.65,72.67,0.0,10.6,84.62,94.26,SPENCERPORT HIGH SCHOOL,26,MONROE,2016
261101060004,0.0,0.0,2.01,24.01,0.0,47.96,91.42,3.32,52.04,0.0,1.11,0.0,75.99,0.0,8.58,91.76,96.68,HILTON HIGH SCHOOL,26,MONROE,2016
261201060006,0.0,3.13,3.41,14.47,0.0,51.01,91.93,4.59,48.99,0.0,1.11,0.0,85.53,0.0,8.07,85.46,97.98,PENFIELD SENIOR HIGH SCHOOL,26,MONROE,2016
261301060009,0.0,3.97,4.67,14.14,0.23,48.25,88.8,0.0,51.75,0.0,0.0,24.59,85.86,0.0,11.2,89.41,96.45,FAIRPORT SENIOR HIGH SCHOOL,26,MONROE,2016
261313030002,0.0,0.0,3.08,34.46,0.0,43.08,90.15,0.0,56.92,0.0,0.0,0.0,65.54,0.0,9.85,85.85,88.0,EAST ROCHESTER JUNIOR-SENIOR HS,26,MONROE,2016
261401060006,0.0,8.7,3.56,3.56,0.0,51.83,92.48,2.08,48.17,0.0,0.69,0.0,96.44,0.0,7.52,81.6,97.23,PITTSFORD SUTHERLAND HIGH SCHOOL,26,MONROE,2016
261401060010,0.0,11.48,1.61,1.61,0.0,51.06,92.04,4.63,48.94,0.0,1.81,0.0,49.75,0.0,7.96,79.66,98.29,PITTSFORD-MENDON HIGH SCHOOL,26,MONROE,2016
261501060004,0.0,0.84,7.51,23.88,0.0,49.7,90.3,3.97,50.3,0.0,1.52,0.0,76.12,0.0,9.7,83.54,96.62,CHURCHVILLE-CHILI SENIOR HIGH SCHOOL,26,MONROE,2016
261600010058,0.0,0.0,74.35,65.45,0.0,53.4,85.34,12.57,46.6,0.0,0.0,0.0,34.55,0.0,14.66,0.0,91.62,SCHOOL 58-WORLD OF INQUIRY SCHOOL,26,MONROE,2016
261600010060,0.0,1.47,57.14,84.03,7.14,52.52,77.73,23.32,47.48,0.0,0.0,92.86,15.97,0.0,22.27,5.04,36.55,CHARLOTTE HIGH SCHOOL,26,MONROE,2016
261600010061,0.0,4.45,55.52,85.77,16.37,46.0,79.89,29.8,54.0,0.0,0.0,83.63,14.23,0.0,20.11,7.38,41.99,EAST UPPER HIGH SCHOOL,26,MONROE,2016
261600010066,0.0,1.38,32.19,88.31,29.85,51.86,81.98,61.9,48.14,0.0,0.0,70.15,11.69,0.0,18.02,2.48,51.03,JAMES MONROE HIGH SCHOOL,26,MONROE,2016
261600010067,0.0,4.05,75.91,78.19,3.53,55.14,82.55,10.9,44.86,0.0,0.0,96.47,21.81,0.0,17.45,8.41,68.12,JOSEPH C WILSON MAGNET HIGH SCH,26,MONROE,2016
261600010069,0.0,0.0,52.36,84.65,0.0,65.35,65.35,30.71,34.65,0.0,0.0,0.0,15.35,0.0,8.66,0.0,85.04,SCHOOL WITHOUT WALLS,26,MONROE,2016
261600010073,0.0,0.0,66.51,84.29,3.49,53.49,78.73,22.22,46.51,0.0,0.0,80.79,15.71,0.0,21.27,2.86,51.27,NORTHEAST COLLEGE PREP HIGH SCHOOL,26,MONROE,2016
261600010074,0.0,0.82,49.04,62.88,0.0,59.04,91.78,9.18,40.96,0.0,0.0,0.0,37.12,0.0,8.22,26.44,87.95,SCHOOL OF THE ARTS,26,MONROE,2016
261600010089,0.0,0.0,44.68,61.7,0.0,44.68,51.06,12.77,55.32,0.0,0.0,0.0,10.64,0.0,21.28,0.0,46.81,NORTHWEST COLLEGE PREP HIGH SCHOOL,26,MONROE,2016
261600010095,0.0,1.6,64.7,87.42,9.71,46.45,75.08,23.31,53.55,0.0,0.0,90.29,12.58,0.0,24.92,7.85,43.07,EDISON CAREER AND TECHNOLOGY HIGH,26,MONROE,2016
261600010097,0.0,10.24,62.96,81.92,15.25,59.04,82.35,20.04,40.96,0.0,0.0,84.75,18.08,0.0,17.65,6.75,47.28,VANGUARD COLLEGIATE HIGH SCHOOL,26,MONROE,2016
261600010101,0.0,0.0,57.55,80.58,11.51,54.68,76.26,23.02,41.73,0.0,0.0,84.89,15.83,0.0,20.14,0.0,54.68,INTEGRATED ARTS AND TECH HIGH SCHOOL,26,MONROE,2016
261600010102,0.0,1.84,70.25,77.3,7.67,63.19,55.21,15.95,36.81,0.0,0.0,92.33,22.7,0.0,5.52,2.15,77.61,ROCHESTER EARLY COLLEGE INTERNA HS,26,MONROE,2016
261600010103,0.0,0.0,83.66,83.66,0.0,0.0,78.22,5.45,0.0,0.0,0.0,0.0,16.34,0.0,21.78,2.97,53.96,LEADERSHIP ACADEMY FOR YOUNG MEN,26,MONROE,2016
261600860910,0.0,0.0,55.76,36.36,0.0,63.64,0.0,3.03,36.36,0.0,0.0,0.0,10.3,0.0,0.0,0.0,95.76,ROCHESTER ACADEMY CHARTER SCHOOL,26,MONROE,2016
261600860985,0.0,5.18,70.98,0.0,0.0,0.0,22.28,9.33,0.0,0.0,0.0,0.0,0.0,0.0,4.15,11.92,92.75,UNIVERSITY PREP CHAR SCH-YOUNG MEN,26,MONROE,2016
261600861019,0.0,0.0,78.18,0.0,0.0,70.91,0.0,0.0,29.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73,ROCHESTER CAREER MENTORING CHARTER,26,MONROE,2016
261701060013,0.0,10.61,16.18,32.54,1.9,51.63,92.12,5.33,48.37,0.0,0.0,74.1,67.46,0.0,7.88,66.39,93.01,RUSH-HENRIETTA SENIOR HIGH SCHOOL,26,MONROE,2016
261801060003,0.0,0.0,5.44,37.77,0.0,48.07,89.03,6.03,51.93,0.0,0.67,0.0,62.23,0.0,10.97,84.76,93.38,BROCKPORT HIGH SCHOOL,26,MONROE,2016
261901060009,0.0,3.8,4.51,19.01,0.99,49.86,89.93,3.52,50.14,0.0,0.99,46.9,80.99,0.0,10.07,85.92,94.3,WEBSTER-SCHROEDER HIGH SCHOOL,26,MONROE,2016
261901060015,0.0,1.9,1.46,10.31,0.0,48.43,88.95,3.37,51.57,0.0,0.0,0.0,89.69,0.0,11.05,91.15,98.32,THOMAS HIGH SCHOOL,26,MONROE,2016
262001040003,0.0,0.0,0.0,36.55,0.0,44.96,85.71,0.0,55.04,0.0,0.0,0.0,63.45,0.0,14.29,76.89,91.6,WHEATLAND-CHILI HIGH SCHOOL,26,MONROE,2016
270100010010,0.0,0.0,3.33,45.19,3.05,52.68,80.31,33.09,47.32,0.0,0.0,96.95,54.81,0.0,19.69,58.87,74.49,AMSTERDAM HIGH SCHOOL,27,MONTGOMERY,2016
270301040002,0.0,0.0,0.0,44.56,0.0,45.24,86.73,0.0,54.76,0.0,0.0,0.0,55.44,0.0,13.27,0.0,85.37,CANAJOHARIE SENIOR HIGH SCHOOL,27,MONTGOMERY,2016
270601040002,0.0,0.0,0.0,41.39,0.0,50.72,89.23,0.0,49.28,0.0,0.0,0.0,58.61,0.0,10.77,71.77,92.34,FONDA-FULTONVILLE SENIOR HIGH SCHOOL,27,MONTGOMERY,2016
270701040003,0.0,0.0,0.0,55.04,0.0,50.84,81.51,0.0,49.16,0.0,2.1,0.0,44.96,0.0,18.49,63.03,87.39,FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL,27,MONTGOMERY,2016
271201040004,0.0,0.0,0.0,53.57,0.0,49.11,80.36,0.0,50.89,0.0,0.0,0.0,46.43,0.0,19.64,0.0,80.36,OPPENHEIM-EPHRATAH-ST JOHNSVILLE JS,27,MONTGOMERY,2016
280100010007,0.0,1.18,12.53,49.04,7.92,46.36,83.62,46.25,53.64,0.0,0.0,92.08,50.96,0.0,16.38,36.4,79.55,GLEN COVE HIGH SCHOOL,28,NASSAU,2016
280201030007,0.0,0.0,29.85,58.18,20.55,47.36,90.03,58.54,52.64,0.0,0.0,79.45,41.82,0.0,9.97,0.36,55.14,HEMPSTEAD HIGH SCHOOL,28,NASSAU,2016
280202030010,0.0,0.69,53.16,67.18,10.07,48.57,93.34,44.72,51.43,0.0,0.0,89.93,32.82,0.0,6.66,0.0,82.68,UNIONDALE HIGH SCHOOL,28,NASSAU,2016
280203030010,0.0,17.82,3.82,17.96,0.0,52.9,45.26,15.28,47.1,0.0,0.0,0.0,82.04,0.0,2.83,58.7,97.88,W TRESPER CLARKE HIGH SCHOOL,28,NASSAU,2016
280203030011,0.0,16.7,1.02,17.54,2.59,49.43,91.26,16.34,50.57,0.0,0.0,97.41,82.46,0.0,8.74,63.11,97.53,EAST MEADOW HIGH SCHOOL,28,NASSAU,2016
280205030015,0.0,7.32,0.0,26.24,0.0,50.73,81.66,15.02,49.27,0.0,0.0,0.0,73.76,0.0,18.34,73.56,92.98,DIVISION AVENUE SENIOR HIGH SCHOOL,28,NASSAU,2016
280205030016,0.0,5.22,0.44,14.85,0.0,48.68,88.53,8.53,51.32,0.0,0.0,0.0,85.15,0.0,11.47,85.37,97.21,GEN DOUGLAS MACARTHUR SENIOR HS,28,NASSAU,2016
280206030006,0.0,0.79,0.0,9.19,0.0,51.05,87.01,7.09,48.95,0.0,0.0,0.0,90.81,0.0,12.99,89.37,96.19,SEAFORD SENIOR HIGH SCHOOL,28,NASSAU,2016
280208030005,0.0,0.0,65.24,68.13,10.39,49.77,89.49,34.06,50.23,0.0,0.0,89.61,31.87,0.0,10.51,0.69,74.94,ROOSEVELT HIGH SCHOOL,28,NASSAU,2016
280209030007,0.0,0.0,34.88,55.78,6.87,48.96,88.88,57.31,51.04,0.0,0.25,93.13,44.22,0.0,11.12,6.13,83.94,FREEPORT HIGH SCHOOL,28,NASSAU,2016
280210030013,0.0,2.91,49.29,15.81,2.05,49.23,87.6,19.53,50.77,0.0,2.11,97.95,84.19,0.0,12.4,24.74,93.99,BALDWIN SENIOR HIGH SCHOOL,28,NASSAU,2016
280211030010,0.0,2.89,0.34,13.54,0.68,50.76,90.25,14.56,49.24,0.0,1.3,47.48,86.46,0.0,9.75,79.55,96.6,SCHOOL 7-OCEANSIDE SENIOR HS,28,NASSAU,2016
280211030011,0.0,0.0,0.0,17.39,0.0,24.64,65.22,0.0,52.17,0.0,0.0,0.0,31.88,0.0,34.78,11.59,69.57,CASTLETON ACADEMY HS OF OCEANSIDE,28,NASSAU,2016
280212030005,0.0,0.0,61.97,47.35,0.0,48.26,85.92,10.24,51.74,0.0,0.0,0.0,52.65,0.0,14.08,16.27,92.5,MALVERNE SENIOR HIGH SCHOOL,28,NASSAU,2016
280214030007,0.0,10.42,5.82,21.78,0.0,49.58,86.1,12.49,50.42,0.0,0.0,0.0,78.22,0.0,13.9,69.2,97.56,GEORGE W HEWLETT HIGH SCHOOL,28,NASSAU,2016
280215030007,0.0,1.39,24.52,54.26,5.86,46.27,82.3,39.13,53.73,0.0,0.0,94.14,45.74,0.0,17.7,27.83,86.78,LAWRENCE SENIOR HIGH SCHOOL,28,NASSAU,2016
280218030007,0.0,0.0,0.0,3.15,0.0,50.79,91.62,4.15,49.21,0.0,0.0,0.0,96.85,0.0,8.38,91.7,98.92,GARDEN CITY HIGH SCHOOL,28,NASSAU,2016
280219030002,0.0,0.0,0.0,25.13,0.0,51.28,87.44,17.69,48.72,0.0,0.0,0.0,74.87,0.0,12.56,74.36,91.79,EAST ROCKAWAY JUNIOR-SENIOR HIGH SCH,28,NASSAU,2016
280220030007,0.0,4.39,0.75,11.36,0.0,48.12,91.53,9.22,51.88,0.0,0.0,0.0,88.64,0.0,8.47,82.1,96.03,LYNBROOK SENIOR HIGH SCHOOL,28,NASSAU,2016
280221030001,0.0,2.21,7.9,17.28,0.0,51.1,87.96,11.86,48.9,0.0,1.84,0.0,82.72,0.0,12.04,74.91,97.61,SOUTH SIDE HIGH SCHOOL,28,NASSAU,2016
280223030005,0.0,1.34,0.0,5.97,0.0,51.78,90.29,3.83,48.22,0.0,0.0,0.0,94.03,0.0,9.71,93.4,99.02,WANTAGH SENIOR HIGH SCHOOL,28,NASSAU,2016
280226030006,0.0,0.0,0.0,14.46,0.0,51.55,89.25,15.82,48.45,0.0,0.0,0.0,85.54,0.0,10.75,73.42,97.78,ISLAND TREES HIGH SCHOOL,28,NASSAU,2016
280227030005,0.0,7.81,18.07,35.16,3.42,45.42,89.26,23.44,54.58,0.0,0.61,96.58,64.84,0.0,10.74,50.06,94.75,WEST HEMPSTEAD HIGH SCHOOL,28,NASSAU,2016
280251070002,0.0,13.96,24.22,22.43,3.7,46.78,87.59,18.62,53.22,0.0,0.0,96.3,77.57,0.0,12.41,43.2,97.02,VALLEY STREAM NORTH HIGH SCHOOL,28,NASSAU,2016
280251070003,0.0,4.49,23.57,26.49,0.0,51.52,89.34,27.38,48.48,0.0,0.0,0.0,73.51,0.0,10.66,28.17,95.62,VALLEY STREAM SOUTH HIGH SCHOOL,28,NASSAU,2016
280251070004,0.0,17.48,41.93,35.31,0.0,46.16,88.58,26.92,53.84,0.0,0.0,0.0,64.69,0.0,11.42,13.67,96.76,VALLEY STREAM CENTRAL HIGH SCHOOL,28,NASSAU,2016
280252070002,0.0,3.73,78.94,43.47,0.45,48.39,89.54,11.73,51.61,0.0,0.0,24.35,56.53,0.0,10.46,0.0,94.62,ELMONT MEMORIAL HIGH SCHOOL,28,NASSAU,2016
280252070003,0.0,14.58,13.66,18.79,0.0,48.77,86.14,15.09,51.23,0.0,0.0,0.0,81.21,0.0,13.86,56.67,95.69,FLORAL PARK MEMORIAL HIGH SCHOOL,28,NASSAU,2016
280252070004,0.0,4.42,1.99,15.76,1.65,51.6,90.22,13.33,48.4,0.0,0.0,27.88,84.24,0.0,9.78,74.89,96.97,H FRANK CAREY HIGH SCHOOL,28,NASSAU,2016
280252070005,0.0,43.87,5.2,17.89,0.0,49.4,91.06,12.18,50.6,0.0,0.0,0.0,82.11,0.0,8.94,38.76,93.53,NEW HYDE PARK MEMORIAL HIGH SCHOOL,28,NASSAU,2016
280252070006,0.0,21.09,30.49,47.28,1.85,48.42,90.77,27.59,51.58,0.0,0.0,72.67,52.72,0.0,9.23,20.83,91.65,SEWANHAKA HIGH SCHOOL,28,NASSAU,2016
280253070005,0.0,3.39,0.0,9.31,0.0,48.58,85.84,7.85,51.42,0.0,0.0,0.0,90.69,0.0,14.16,85.3,97.46,SANFORD H CALHOUN HIGH SCHOOL,28,NASSAU,2016
280253070006,0.0,7.49,0.67,10.03,0.37,50.0,88.7,6.66,50.0,0.0,0.0,25.9,89.97,0.0,11.3,82.78,95.96,WELLINGTON C MEPHAM HIGH SCH,28,NASSAU,2016
280253070007,0.0,2.38,0.0,7.49,0.0,50.81,91.23,3.4,49.19,0.0,0.0,0.0,92.51,0.0,8.77,92.34,97.7,JOHN F KENNEDY HIGH SCHOOL,28,NASSAU,2016
280300010008,0.0,0.0,9.43,33.82,1.92,51.3,87.65,24.23,48.7,0.0,0.0,74.23,66.18,0.0,12.35,60.89,91.79,LONG BEACH SENIOR HIGH SCHOOL,28,NASSAU,2016
280401030007,0.0,0.5,36.04,79.3,12.24,49.04,92.46,59.77,50.96,0.0,0.0,87.76,20.7,0.0,7.54,0.5,85.83,WESTBURY HIGH SCHOOL,28,NASSAU,2016
280402030003,0.0,11.76,0.0,5.25,0.0,49.28,87.28,0.0,50.72,0.0,0.0,0.0,94.75,0.0,12.72,83.15,98.25,WHEATLEY SCHOOL,28,NASSAU,2016
280403030008,0.0,14.56,3.97,13.03,0.0,48.78,94.5,4.07,51.22,0.0,0.0,0.0,86.97,0.0,5.5,76.17,97.96,ROSLYN HIGH SCHOOL,28,NASSAU,2016
280404030009,0.0,12.05,0.0,15.87,3.04,52.59,93.2,18.78,47.41,0.0,0.0,96.96,84.13,0.0,6.8,66.52,96.57,PAUL D SCHREIBER SENIO HIGH SCHOOL,28,NASSAU,2016
280406030002,0.0,13.91,0.0,5.33,0.0,49.01,88.56,1.97,50.99,0.0,0.0,0.0,94.67,0.0,11.44,79.19,98.32,MANHASSET SECONDARY SCHOOL,28,NASSAU,2016
280407030014,0.0,48.52,1.33,19.06,2.58,49.77,87.19,8.52,50.23,0.0,0.0,72.11,80.94,0.0,12.81,40.55,96.17,GREAT NECK SOUTH HIGH SCHOOL,28,NASSAU,2016
280407030015,0.0,15.69,0.0,20.39,3.53,47.35,86.67,0.0,52.65,0.0,0.0,96.47,79.61,0.0,13.33,75.59,94.41,GREAT NECK NORTH HIGH SCHOOL,28,NASSAU,2016
280407030016,0.0,0.0,0.0,0.0,0.0,36.96,43.48,0.0,47.83,0.0,0.0,0.0,0.0,0.0,41.3,0.0,89.13,VILLAGE SCHOOL,28,NASSAU,2016
280409030008,0.0,53.22,0.0,9.0,0.44,48.32,88.65,0.0,51.68,0.0,0.0,24.16,91.0,0.0,11.35,40.85,97.95,HERRICKS HIGH SCHOOL,28,NASSAU,2016
280410030006,0.0,8.61,1.62,23.96,0.0,47.11,86.81,22.75,52.89,0.0,0.0,0.0,76.04,0.0,13.19,62.72,97.31,MINEOLA HIGH SCHOOL,28,NASSAU,2016
280411030003,0.0,3.67,0.0,20.87,0.0,51.38,89.22,14.22,48.62,0.0,0.0,0.0,79.13,0.0,10.78,75.92,97.94,CARLE PLACE MIDDLE SENIOR HIGH SCH,28,NASSAU,2016
280501060004,0.0,2.21,0.0,7.06,0.0,53.75,88.08,7.17,46.25,0.0,0.0,0.0,92.94,0.0,11.92,86.53,98.45,NORTH SHORE SENIOR HIGH SCHOOL,28,NASSAU,2016
280502060014,0.0,25.69,0.0,6.63,0.46,47.38,90.47,2.49,52.62,0.0,0.0,48.16,93.37,0.0,9.53,70.35,99.36,SYOSSET SENIOR HIGH SCHOOL,28,NASSAU,2016
280503060003,0.0,3.19,0.0,15.12,0.0,49.51,84.05,15.26,50.49,0.0,0.0,0.0,84.88,0.0,15.95,76.98,99.17,LOCUST VALLEY HIGH SCHOOL,28,NASSAU,2016
280504060010,0.0,14.65,0.0,8.35,0.0,50.1,86.35,0.0,49.9,0.0,0.0,0.0,91.65,0.0,13.65,80.91,98.87,PLAINVIEW-OLD BETHPAGE/JFK HS,28,NASSAU,2016
280506060002,0.0,1.27,3.59,20.93,0.0,47.36,88.58,13.95,52.64,0.0,0.0,0.0,79.07,0.0,11.42,74.42,93.66,OYSTER BAY HIGH SCHOOL,28,NASSAU,2016
280515030005,0.0,41.89,2.45,6.76,0.42,48.31,87.08,2.96,51.69,0.0,0.0,23.65,93.24,0.0,12.92,52.7,99.07,JERICHO SENIOR HIGH SCHOOL,28,NASSAU,2016
280517030010,0.0,29.22,0.0,32.55,3.21,46.68,91.22,22.86,53.32,0.0,0.0,96.79,67.45,0.0,8.78,44.14,92.68,HICKSVILLE HIGH SCHOOL,28,NASSAU,2016
280518030009,1.47,1.1,0.0,8.93,0.0,49.72,93.28,4.88,50.28,0.0,0.0,0.0,91.07,0.0,6.72,92.08,97.24,PLAINEDGE SENIOR HIGH SCHOOL,28,NASSAU,2016
