AGGREGATION_CODE,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,LIMITED ENGLISH PROFICIENT,FEMALE,GENERAL EDUCATION STUDENTS,HISPANIC,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_NAME,COUNTY_CODE,COUNTY_NAME,YEAR
280203030010,0.0,19.02,2.66,23.27,0.0,49.73,73.4,15.16,50.27,0.0,0.0,76.73,0.0,0.0,3.06,59.04,98.67,W TRESPER CLARKE HIGH SCHOOL,28,NASSAU,2017
280203030011,0.0,16.87,0.0,21.96,3.25,50.29,92.81,19.73,49.71,0.0,0.0,78.04,96.75,0.0,7.19,59.58,98.15,EAST MEADOW HIGH SCHOOL,28,NASSAU,2017
280205030015,0.0,4.68,0.0,24.85,0.0,47.47,83.14,18.13,52.53,0.0,0.0,75.15,0.0,0.0,16.86,69.4,95.13,DIVISION AVENUE SENIOR HIGH SCHOOL,28,NASSAU,2017
280205030016,0.0,5.44,1.32,15.74,0.74,49.41,89.04,9.56,50.59,0.0,0.0,84.26,49.56,0.0,10.96,83.24,96.03,GEN DOUGLAS MACARTHUR SENIOR HS,28,NASSAU,2017
280206030006,0.0,0.0,0.0,9.29,0.0,51.14,86.68,6.73,48.86,0.0,0.0,90.71,0.0,0.0,13.32,89.64,95.83,SEAFORD SENIOR HIGH SCHOOL,28,NASSAU,2017
280208030005,0.0,0.0,59.98,60.75,15.02,48.03,89.25,39.36,51.97,0.0,0.0,39.25,84.98,0.0,10.75,0.66,72.92,ROOSEVELT HIGH SCHOOL,28,NASSAU,2017
280209030007,0.0,0.69,30.97,58.93,11.08,48.44,88.37,61.26,51.56,0.0,0.25,41.07,88.92,0.0,11.63,5.49,81.4,FREEPORT HIGH SCHOOL,28,NASSAU,2017
280210030013,0.0,3.88,48.31,20.03,1.06,50.31,86.3,20.34,49.69,0.0,2.69,79.97,48.37,0.0,13.7,24.78,95.68,BALDWIN SENIOR HIGH SCHOOL,28,NASSAU,2017
280211030010,0.0,2.74,1.4,13.29,0.35,49.68,89.8,15.04,50.32,0.0,0.58,86.71,24.26,0.0,10.2,78.66,96.73,SCHOOL 7-OCEANSIDE SENIOR HS,28,NASSAU,2017
280211030011,0.0,0.0,0.0,23.08,0.0,40.66,56.04,0.0,59.34,0.0,0.0,56.04,0.0,0.0,43.96,41.76,72.53,CASTLETON ACADEMY HS OF OCEANSIDE,28,NASSAU,2017
280212030005,0.0,0.0,63.93,51.03,0.0,50.09,86.73,14.95,49.91,0.0,0.0,48.97,0.0,0.0,13.27,11.59,94.02,MALVERNE SENIOR HIGH SCHOOL,28,NASSAU,2017
280214030007,0.0,10.19,5.81,23.14,0.0,46.57,86.1,13.43,53.43,0.0,0.0,76.86,0.0,0.0,13.9,68.57,97.14,GEORGE W HEWLETT HIGH SCHOOL,28,NASSAU,2017
280215030007,0.0,4.24,20.02,59.96,9.36,47.33,83.46,47.55,52.67,0.0,0.0,40.04,90.64,0.0,16.54,25.57,85.85,LAWRENCE SENIOR HIGH SCHOOL,28,NASSAU,2017
280218030007,0.0,0.0,0.0,4.34,0.0,50.17,91.4,4.01,49.83,0.0,0.0,95.66,0.0,0.0,8.6,91.99,98.33,GARDEN CITY HIGH SCHOOL,28,NASSAU,2017
280219030002,0.0,0.0,0.0,27.07,0.0,51.93,84.25,20.99,48.07,0.0,0.0,72.93,0.0,0.0,15.75,69.34,90.06,EAST ROCKAWAY JUNIOR-SENIOR HIGH SCH,28,NASSAU,2017
280220030007,0.0,4.42,0.79,13.27,0.0,50.57,90.7,12.13,49.43,0.0,0.0,86.73,0.0,0.0,9.3,78.46,95.8,LYNBROOK SENIOR HIGH SCHOOL,28,NASSAU,2017
280221030001,0.0,0.66,6.47,15.93,0.0,50.23,88.0,13.21,49.77,0.0,0.94,84.07,0.0,0.0,12.0,75.35,98.41,SOUTH SIDE HIGH SCHOOL,28,NASSAU,2017
280223030005,0.0,0.82,0.0,6.71,0.0,48.59,90.21,3.9,51.41,0.0,0.0,93.29,0.0,0.0,9.79,93.29,98.91,WANTAGH SENIOR HIGH SCHOOL,28,NASSAU,2017
280226030006,0.0,0.0,0.0,17.41,0.0,49.61,89.79,14.27,50.39,0.0,0.0,82.59,0.0,0.0,10.21,73.95,97.25,ISLAND TREES HIGH SCHOOL,28,NASSAU,2017
280227030005,0.0,3.95,20.64,42.29,5.61,45.99,89.94,25.86,54.01,0.0,0.0,57.71,94.39,0.0,10.06,45.99,93.25,WEST HEMPSTEAD HIGH SCHOOL,28,NASSAU,2017
280251070002,0.0,14.58,21.99,23.26,2.55,48.5,87.5,20.37,51.5,0.0,0.0,76.74,73.73,0.0,12.5,43.06,97.34,VALLEY STREAM NORTH HIGH SCHOOL,28,NASSAU,2017
280251070003,0.0,8.43,25.9,30.36,0.0,50.24,88.55,28.92,49.76,0.0,0.0,69.64,0.0,0.0,11.45,25.18,95.54,VALLEY STREAM SOUTH HIGH SCHOOL,28,NASSAU,2017
280251070004,0.0,19.42,39.78,40.94,0.0,47.83,88.84,29.06,52.17,0.0,0.0,59.06,0.0,0.0,11.16,11.01,97.1,VALLEY STREAM CENTRAL HIGH SCHOOL,28,NASSAU,2017
280252070002,0.0,7.38,74.18,48.92,0.96,49.0,89.41,13.55,51.0,0.0,0.0,51.08,52.04,0.0,10.59,0.0,95.27,ELMONT MEMORIAL HIGH SCHOOL,28,NASSAU,2017
280252070003,0.0,15.47,12.06,18.36,0.0,45.57,86.23,16.97,54.43,0.0,0.0,81.64,0.0,0.0,13.77,55.5,96.37,FLORAL PARK MEMORIAL HIGH SCHOOL,28,NASSAU,2017
280252070004,0.0,5.81,1.0,18.35,0.0,50.77,89.1,12.35,49.23,0.0,0.0,81.65,0.0,0.0,10.9,75.84,97.09,H FRANK CAREY HIGH SCHOOL,28,NASSAU,2017
280252070005,0.0,41.32,4.76,17.62,1.59,50.22,91.01,16.12,49.78,0.0,0.0,82.38,45.64,0.0,8.99,37.8,93.57,NEW HYDE PARK MEMORIAL HIGH SCHOOL,28,NASSAU,2017
280252070006,0.0,21.27,31.35,48.92,2.07,47.2,90.96,28.77,52.8,0.0,0.0,51.08,72.95,0.0,9.04,9.65,91.82,SEWANHAKA HIGH SCHOOL,28,NASSAU,2017
280253070005,0.0,4.37,0.0,10.53,0.0,49.14,86.74,4.84,50.86,0.0,0.0,89.47,0.0,0.0,13.26,87.6,96.88,SANFORD H CALHOUN HIGH SCHOOL,28,NASSAU,2017
280253070006,0.0,8.05,0.71,12.31,0.0,48.7,88.32,4.74,51.3,0.0,0.0,87.69,0.0,0.0,11.68,83.58,96.21,WELLINGTON C MEPHAM HIGH SCH,28,NASSAU,2017
280253070007,0.0,3.43,0.0,7.11,0.0,50.13,91.88,1.67,49.87,0.0,0.0,92.89,0.0,0.0,8.12,92.72,97.74,JOHN F KENNEDY HIGH SCHOOL,28,NASSAU,2017
280300010008,0.0,0.0,11.13,37.61,2.52,50.07,86.72,24.48,49.93,0.0,0.0,62.39,97.48,0.0,13.28,59.94,91.47,LONG BEACH HIGH SCHOOL,28,NASSAU,2017
280401030007,0.0,0.47,35.7,82.15,12.88,49.05,93.76,60.27,50.95,0.0,0.0,17.85,87.12,0.0,6.24,1.74,86.41,WESTBURY HIGH SCHOOL,28,NASSAU,2017
280402030003,0.0,7.09,0.0,8.13,0.0,48.96,90.48,0.0,51.04,0.0,0.0,91.87,0.0,0.0,9.52,83.39,98.44,WHEATLEY SCHOOL,28,NASSAU,2017
280403030008,0.0,16.68,1.76,14.44,0.0,45.17,93.27,2.63,54.83,0.0,0.0,85.56,0.0,0.0,6.73,75.02,97.66,ROSLYN HIGH SCHOOL,28,NASSAU,2017
280404030009,0.0,10.36,1.16,18.47,5.08,48.71,93.63,20.4,51.29,0.0,0.0,81.53,94.92,0.0,6.37,65.89,95.43,PAUL D SCHREIBER SENIO HIGH SCHOOL,28,NASSAU,2017
280406030002,0.0,16.64,0.0,7.43,1.3,50.19,88.1,4.18,49.81,0.0,0.0,92.57,50.93,0.0,11.9,74.81,99.26,MANHASSET SECONDARY SCHOOL,28,NASSAU,2017
280407030014,0.0,47.05,1.94,21.1,3.15,46.97,88.6,10.51,53.03,0.0,0.81,78.9,96.85,0.0,11.4,39.21,96.36,GREAT NECK SOUTH HIGH SCHOOL,28,NASSAU,2017
280407030015,0.0,15.0,0.0,18.21,3.84,49.22,85.54,3.66,50.78,0.0,0.0,81.79,96.16,0.0,14.46,76.85,95.24,GREAT NECK NORTH HIGH SCHOOL,28,NASSAU,2017
280407030016,0.0,0.0,0.0,0.0,0.0,18.75,18.75,0.0,21.88,0.0,0.0,0.0,0.0,0.0,21.88,0.0,81.25,VILLAGE SCHOOL,28,NASSAU,2017
280409030008,0.0,53.57,0.0,10.46,1.35,48.23,90.07,0.0,51.77,0.0,0.0,89.54,72.08,0.0,9.93,39.95,98.27,HERRICKS HIGH SCHOOL,28,NASSAU,2017
280410030006,0.0,7.59,2.13,26.23,1.6,44.47,87.75,20.37,55.53,0.0,0.0,73.77,50.6,0.0,12.25,66.58,96.67,MINEOLA HIGH SCHOOL,28,NASSAU,2017
280411030003,0.0,1.9,0.0,19.29,0.0,50.0,87.38,15.48,50.0,0.0,0.0,80.71,0.0,0.0,12.62,77.38,94.05,CARLE PLACE MIDDLE SENIOR HIGH SCH,28,NASSAU,2017
280501060004,0.0,3.86,0.0,7.4,0.0,50.27,88.96,6.43,49.73,0.0,0.0,92.6,0.0,0.0,11.04,86.07,98.61,NORTH SHORE SENIOR HIGH SCHOOL,28,NASSAU,2017
280502060014,0.0,29.85,0.0,7.85,0.23,48.05,89.42,2.41,51.95,0.0,0.0,92.15,24.28,0.0,10.58,66.53,99.07,SYOSSET SENIOR HIGH SCHOOL,28,NASSAU,2017
280503060003,0.0,2.36,0.0,15.61,0.0,50.37,83.21,14.29,49.63,0.0,0.0,84.39,0.0,0.0,16.79,78.94,99.12,LOCUST VALLEY HIGH SCHOOL,28,NASSAU,2017
280504060010,0.0,14.8,0.0,10.08,0.0,49.9,85.95,0.0,50.1,0.0,0.0,89.92,0.0,0.0,14.05,80.19,98.08,PLAINVIEW-OLD BETHPAGE/JFK HS,28,NASSAU,2017
280506060002,0.0,0.0,1.21,21.13,2.01,46.28,42.86,15.09,53.72,0.0,0.0,78.87,49.5,0.0,5.63,76.26,94.77,OYSTER BAY HIGH SCHOOL,28,NASSAU,2017
280515030005,0.0,45.48,0.99,10.31,0.45,48.82,85.71,1.54,51.18,0.0,0.0,89.69,25.32,0.0,14.29,50.72,98.92,JERICHO SENIOR HIGH SCHOOL,28,NASSAU,2017
280517030010,0.0,29.91,1.43,37.25,4.36,46.45,91.76,23.28,53.55,0.0,0.6,62.75,95.64,0.0,8.24,42.93,92.36,HICKSVILLE HIGH SCHOOL,28,NASSAU,2017
280518030009,1.64,0.58,0.0,11.4,0.0,49.18,90.82,4.93,50.82,0.0,0.0,88.6,0.0,0.0,9.18,92.85,97.0,PLAINEDGE SENIOR HIGH SCHOOL,28,NASSAU,2017
280521030006,0.0,5.49,0.0,18.24,0.0,50.47,90.67,6.42,49.53,0.0,0.0,81.76,0.0,0.0,9.33,77.2,99.07,BETHPAGE SENIOR HIGH SCHOOL,28,NASSAU,2017
280522030009,0.0,1.59,6.36,25.49,1.85,47.03,88.05,16.62,52.97,0.0,0.0,74.51,98.15,0.0,11.95,70.82,93.9,FARMINGDALE SENIOR HIGH SCHOOL,28,NASSAU,2017
280523030011,0.0,0.0,0.0,9.6,0.0,48.15,89.61,3.22,51.85,0.0,0.0,90.4,0.0,0.0,10.39,94.6,98.35,MASSAPEQUA HIGH SCHOOL,28,NASSAU,2017
310100011292,0.0,9.94,16.57,30.94,7.18,43.09,70.17,53.04,56.91,0.0,0.0,6.63,30.39,0.0,29.83,0.0,69.61,ORCHARD COLLEGIATE ACADEMY,31,NEW YORK,2017
310100011448,0.0,37.87,0.0,89.37,21.26,37.54,77.08,36.88,62.46,0.0,0.0,10.63,78.74,0.0,22.92,0.0,87.04,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,31,NEW YORK,2017
310100011450,0.0,10.42,21.97,70.99,0.0,49.01,75.77,58.87,50.99,0.0,0.0,29.01,0.0,0.0,24.23,1.41,90.7,EAST SIDE COMMUNITY SCHOOL,31,NEW YORK,2017
310100011458,0.0,0.0,0.0,72.94,6.9,56.23,77.19,58.89,43.77,0.0,0.0,27.06,71.09,0.0,22.81,0.0,31.03,FORSYTHE SATELLITE ACADEMY,31,NEW YORK,2017
310100011509,0.0,0.0,23.91,80.8,2.17,61.23,72.46,47.1,38.77,0.0,0.0,19.2,30.43,0.0,27.54,0.0,66.67,MARTA VALLE HIGH SCHOOL,31,NEW YORK,2017
310100011515,0.0,62.22,10.71,38.18,60.91,44.55,94.24,24.65,55.45,0.0,0.0,61.82,39.09,0.0,5.76,0.0,41.62,LOWER EAST SIDE PREP HIGH SCHOOL,31,NEW YORK,2017
310100011539,0.0,41.01,2.53,53.64,0.0,52.01,78.31,14.41,47.99,0.0,0.0,46.36,0.0,0.0,3.71,27.79,97.33,"NEW EXPLORATIONS SCI, TECH & MATH",31,NEW YORK,2017
310100011650,0.0,0.0,33.88,75.92,2.86,60.82,89.39,55.92,39.18,0.0,0.0,24.08,42.04,0.0,10.61,3.67,43.88,CASCADES HIGH SCHOOL,31,NEW YORK,2017
310100011696,0.0,13.92,3.92,35.88,0.0,58.43,0.0,20.78,41.57,0.0,0.0,64.12,0.0,0.0,0.0,43.92,98.24,BARD HIGH SCHOOL EARLY COLLEGE,31,NEW YORK,2017
310200010047,0.0,0.0,24.03,41.56,0.0,59.09,76.62,65.58,40.91,0.0,0.0,12.99,0.0,0.0,23.38,0.0,90.26,AMERICAN SIGN LANG & ENG SECONDAR,31,NEW YORK,2017
310200010412,0.0,29.38,4.67,39.23,0.0,57.1,85.31,16.53,42.9,0.0,3.51,60.77,0.0,0.0,14.69,44.07,98.33,NYC LAB HS-COLLABORATIVE STUDIES,31,NEW YORK,2017
310200010413,0.0,9.69,10.47,28.01,0.0,53.4,85.6,31.41,46.6,0.0,3.4,71.99,0.0,0.0,14.4,35.86,97.38,SCHOOL OF THE FUTURE HIGH SCHOOL,31,NEW YORK,2017
310200010414,0.0,29.22,13.42,73.59,0.0,56.93,23.59,43.94,43.07,0.0,0.0,26.41,0.0,0.0,1.95,6.49,99.57,NYC MUSEUM SCHOOL,31,NEW YORK,2017
310200010416,0.0,22.0,1.25,23.43,0.0,59.57,50.45,9.48,40.43,0.0,0.0,76.57,0.0,0.0,2.15,62.08,99.46,ELEANOR ROOSEVELT HIGH SCHOOL,31,NEW YORK,2017
310200010418,0.0,39.87,4.78,43.99,0.0,65.73,92.75,17.46,34.27,0.0,1.32,56.01,0.0,0.0,7.25,32.45,99.51,MILLENNIUM HIGH SCHOOL,31,NEW YORK,2017
310200011135,0.0,0.0,25.27,61.54,0.0,59.34,84.62,64.84,40.66,0.0,0.0,38.46,0.0,0.0,15.38,0.0,70.88,URBAN ASSEMBLY-EMERGENCY MANAGEMENT,31,NEW YORK,2017
310200011139,0.0,0.0,22.67,81.33,0.0,30.67,65.33,53.33,69.33,0.0,0.0,18.67,0.0,0.0,34.67,14.67,82.67,STEPHEN T MATHER BLDG ARTS-CRAFTSMAN,31,NEW YORK,2017
310200011288,0.0,1.96,36.13,77.31,0.0,52.66,85.15,53.22,47.34,0.0,0.0,22.69,0.0,0.0,14.85,2.52,90.76,FOOD AND FINANCE HIGH SCHOOL,31,NEW YORK,2017
310200011294,0.0,2.97,38.58,69.44,0.0,49.26,70.33,42.14,50.74,0.0,0.0,30.56,0.0,0.0,29.67,9.2,85.16,ESSEX STREET ACADEMY,31,NEW YORK,2017
310200011296,0.0,1.87,21.12,86.36,0.0,73.53,82.62,70.59,26.47,0.0,0.0,13.64,0.0,0.0,17.38,0.0,76.74,HIGH SCHOOL OF HOSPITALITY MGMNT,31,NEW YORK,2017
310200011298,9.0,6.17,31.88,75.84,0.0,61.95,89.97,43.96,38.05,0.0,0.0,24.16,0.0,0.0,10.03,0.0,88.69,PACE HIGH SCHOOL,31,NEW YORK,2017
310200011300,0.0,6.3,26.03,71.23,4.66,26.3,79.18,62.19,73.7,0.0,0.0,28.77,73.7,0.0,20.82,2.74,67.67,URBAN ASSMBLY SCH-DESIGN & CONST,31,NEW YORK,2017
310200011303,0.0,0.0,19.83,67.24,16.95,47.99,76.15,67.24,52.01,0.0,0.0,32.76,83.05,0.0,23.85,1.44,71.55,FACING HISTORY SCHOOL (THE),31,NEW YORK,2017
310200011305,0.0,0.0,36.33,80.58,0.0,60.79,80.94,51.44,39.21,0.0,0.0,19.42,0.0,0.0,19.06,0.0,85.25,URBAN ACADEMY-GOVERNMENT & LAW,31,NEW YORK,2017
310200011308,0.0,9.27,27.8,53.35,0.0,73.16,71.57,53.99,26.84,0.0,0.0,46.65,0.0,0.0,28.43,0.0,79.87,LOWER MANHATTAN ARTS ACADEMY,31,NEW YORK,2017
310200011313,0.0,0.0,42.26,70.71,7.74,53.14,82.22,46.03,46.86,0.0,0.0,29.29,92.26,0.0,17.78,4.39,46.65,JAMES BALDWIN SCHOOL (THE),31,NEW YORK,2017
310200011316,0.0,0.0,53.76,76.32,0.0,0.0,82.33,26.69,0.0,0.0,0.0,23.68,0.0,0.0,17.67,0.0,80.45,URBAN SCH-BUSINESS-YNG WOMEN,31,NEW YORK,2017
310200011374,0.0,1.28,43.07,76.97,0.0,69.72,83.8,44.14,30.28,0.0,0.0,23.03,0.0,0.0,16.2,5.54,82.73,GRAMERCY ARTS HIGH SCHOOL,31,NEW YORK,2017
310200011376,0.0,4.35,18.84,43.96,0.0,58.94,88.89,39.61,41.06,0.0,2.9,56.04,0.0,0.0,11.11,28.26,99.03,NYC ISCHOOL,31,NEW YORK,2017
310200011392,0.0,0.0,29.78,79.9,1.24,42.93,85.86,61.79,57.07,0.0,0.0,20.1,22.58,0.0,14.14,1.49,86.85,MANHATTAN BUSINESS ACADEMY,31,NEW YORK,2017
310200011393,0.0,0.0,16.48,56.53,0.0,26.14,77.84,58.81,73.86,0.0,0.0,43.47,0.0,0.0,22.16,0.0,80.68,BUSINESS OF SPORTS SCHOOL,31,NEW YORK,2017
310200011394,0.0,65.59,7.07,71.38,56.91,45.98,0.0,15.43,54.02,0.0,0.0,9.65,43.09,0.0,0.0,0.0,54.02,EMMA LAZARUS HIGH SCHOOL,31,NEW YORK,2017
310200011399,0.0,29.02,15.83,79.16,7.12,54.62,82.32,41.69,45.38,0.0,0.0,20.84,92.88,0.0,17.68,0.0,82.32,HIGH SCHOOL-LANGUAGE AND DIPLOMACY,31,NEW YORK,2017
310200011400,0.0,17.57,15.59,76.9,5.03,48.68,85.15,58.99,51.32,0.0,0.0,23.1,94.97,0.0,14.85,1.98,83.42,HS FOR ENVIRONMENTAL STUDIES,31,NEW YORK,2017
310200011407,0.0,0.0,13.36,19.85,0.0,54.2,48.85,10.31,45.8,0.0,6.11,80.15,0.0,0.0,5.34,56.11,90.46,INST FOR COLLABORATIVE EDUCATION,31,NEW YORK,2017
310200011408,0.0,0.0,29.7,36.88,0.0,73.51,90.59,0.0,26.49,0.0,0.0,63.12,0.0,0.0,9.41,43.81,96.04,PROFESSIONAL PERF ARTS HIGH SCHOOL,31,NEW YORK,2017
310200011411,0.0,57.37,0.0,59.22,0.0,55.99,70.74,14.98,44.01,0.0,0.0,40.78,0.0,0.0,5.07,17.28,100.0,BARUCH COLLEGE CAMPUS HIGH SCHOOL,31,NEW YORK,2017
310200011419,0.0,0.0,7.12,82.04,8.98,55.73,72.76,69.66,44.27,0.0,0.0,17.96,91.02,0.0,27.24,0.0,62.85,LANDMARK HIGH SCHOOL,31,NEW YORK,2017
310200011420,0.0,22.48,20.3,63.39,2.76,69.56,90.11,49.2,30.44,0.0,0.0,36.61,69.04,0.0,9.89,1.54,92.42,HS-HEALTH PROFESSIONS & HUMAN SVCS,31,NEW YORK,2017
310200011422,0.0,0.0,20.43,52.17,0.0,28.26,70.43,43.04,71.74,0.0,0.0,47.83,0.0,0.0,29.57,23.48,82.61,QUEST TO LEARN,31,NEW YORK,2017
310200011425,0.0,3.23,29.24,79.48,4.52,56.38,80.29,59.61,43.62,0.0,1.62,20.52,95.48,0.0,19.71,3.23,71.89,LEADERSHIP & PUBLIC SERVICE HIGH SCH,31,NEW YORK,2017
310200011427,0.0,0.0,1.77,86.17,60.64,50.71,0.0,47.52,49.29,0.0,0.0,13.83,39.36,0.0,0.0,0.0,60.28,MANHATTAN ACAD-ARTS AND LANGUAGE,31,NEW YORK,2017
310200011432,0.0,0.0,33.57,80.07,1.75,46.85,76.22,54.55,53.15,0.0,0.0,19.93,26.92,0.0,23.78,1.75,76.57,MURRAY HILL ACADEMY,31,NEW YORK,2017
310200011437,0.0,5.02,28.87,80.33,6.69,35.98,78.03,60.25,64.02,0.0,0.0,19.67,93.31,0.0,21.97,0.0,76.15,HUDSON HS OF LEARNING TECHNOLOGIES,31,NEW YORK,2017
310200011438,0.0,34.55,15.76,84.55,66.36,42.73,0.0,38.18,57.27,0.0,0.0,15.45,33.64,0.0,0.0,11.52,65.76,INTERNATIONAL HS AT UNION SQUARE,31,NEW YORK,2017
310200011439,0.0,1.42,11.33,71.39,0.0,69.41,88.1,72.8,30.59,0.0,0.0,28.61,0.0,0.0,11.9,6.52,98.58,MANHATTAN VILLAGE ACADEMY,31,NEW YORK,2017
310200011449,0.0,8.13,25.36,68.18,3.11,52.63,78.95,58.13,47.37,0.0,0.0,31.82,46.65,0.0,21.05,0.0,77.03,VANGUARD HIGH SCHOOL,31,NEW YORK,2017
310200011459,0.0,29.39,17.57,52.7,40.88,50.34,0.0,38.18,49.66,0.0,0.0,47.3,59.12,0.0,0.0,7.43,79.39,MANHATTAN INTERNATIONAL HIGH SCHOOL,31,NEW YORK,2017
310200011475,0.0,73.1,0.73,42.81,0.0,40.64,99.33,2.33,59.36,0.0,1.96,57.19,0.0,0.0,0.67,21.18,98.41,STUYVESANT HIGH SCHOOL,31,NEW YORK,2017
310200011489,0.0,24.38,20.9,77.21,3.48,43.4,85.63,45.43,56.6,0.0,0.0,22.79,72.86,0.0,14.37,6.82,86.65,HIGH SCHOOL OF ECONOMICS & FINANCE,31,NEW YORK,2017
310200011500,0.0,0.0,24.53,86.42,6.42,40.38,77.36,63.4,59.62,0.0,0.0,13.58,64.53,0.0,22.64,0.0,80.0,UNITY CENTER FOR URBAN TECHNOLOGIES,31,NEW YORK,2017
310200011507,0.0,8.13,30.99,63.74,0.0,20.66,80.88,53.19,79.34,0.0,0.0,36.26,0.0,0.0,19.12,0.0,88.79,URBAN ASSEMBLY GATEWAY SCHOOL-TECH,31,NEW YORK,2017
310200011519,0.0,0.0,35.93,51.52,0.0,81.17,75.11,39.61,18.83,0.0,0.0,48.48,0.0,0.0,6.71,12.99,98.05,TALENT UNLIMITED HIGH SCHOOL,31,NEW YORK,2017
310200011520,0.0,8.48,44.51,70.45,9.48,52.0,79.3,40.77,48.0,0.0,0.0,29.55,90.52,0.0,20.7,0.0,62.22,MURRY BERGTRAUM HS FOR BUS CAR,31,NEW YORK,2017
310200011529,0.0,0.94,20.75,74.21,4.56,55.03,81.29,69.34,44.97,0.0,0.0,25.79,95.44,0.0,18.71,5.19,68.24,JACQUELINE KENNEDY-ONASSIS HIGH SCH,31,NEW YORK,2017
310200011531,0.0,0.0,20.45,80.91,0.0,87.27,90.91,54.09,12.73,0.0,0.0,19.09,0.0,0.0,9.09,2.27,96.82,REPERTORY COMPANY HS FOR THEATRE ART,31,NEW YORK,2017
310200011533,0.0,17.45,23.64,77.09,0.0,71.27,89.09,51.27,28.73,0.0,0.0,22.91,0.0,0.0,10.91,0.0,86.91,UNION SQUARE ACAD FOR HEALTH SCIENCE,31,NEW YORK,2017
310200011534,0.0,0.0,21.29,54.19,0.0,57.74,77.42,50.97,42.26,0.0,0.0,45.81,0.0,0.0,22.58,20.65,89.68,HARVEST COLLEGIATE HIGH SCHOOL,31,NEW YORK,2017
310200011542,0.0,0.0,0.0,71.93,26.43,51.84,23.36,0.0,48.16,0.0,0.0,28.07,73.57,0.0,1.23,0.0,89.14,MANHATTAN BRIDGES HIGH SCHOOL,31,NEW YORK,2017
310200011543,0.0,2.4,26.35,59.28,0.0,61.68,74.85,61.68,38.32,0.0,0.0,40.72,0.0,0.0,25.15,0.0,85.93,NEW DESIGN HIGH SCHOOL,31,NEW YORK,2017
310200011544,0.0,1.76,32.69,80.32,5.62,48.86,84.89,55.18,51.14,0.0,0.0,19.68,94.38,0.0,15.11,1.41,31.46,INDEPENDENCE HIGH SCHOOL,31,NEW YORK,2017
310200011545,0.0,89.14,0.0,93.09,5.93,50.12,0.0,3.46,49.88,0.0,0.0,6.91,18.02,0.0,0.0,0.0,99.26,HS-DUAL LANGUAGE & ASIAN STUDIES,31,NEW YORK,2017
310200011546,0.0,11.04,31.34,65.97,0.0,21.19,76.12,40.9,78.81,0.0,0.0,34.03,0.0,0.0,23.88,8.36,89.25,ACADEMY FOR SOFTWARE ENGINEERING,31,NEW YORK,2017
310200011550,0.0,12.39,24.51,41.97,70.99,32.96,23.38,50.99,67.04,0.0,0.0,58.03,29.01,0.0,1.69,0.0,39.15,LIBERTY HIGH SCH ACAD-NEWCOMERS,31,NEW YORK,2017
310200011551,0.0,1.38,22.38,58.56,0.0,40.61,80.66,56.08,59.39,0.0,0.0,41.44,0.0,0.0,19.34,3.59,84.25,URBAN ASSEMBLY NY HARBOR SCHOOL,31,NEW YORK,2017
310200011560,0.0,3.56,35.62,53.0,3.13,58.12,82.8,41.36,41.88,0.0,0.0,47.0,96.87,0.0,17.2,15.46,45.0,HS 560 CITY-AS-SCHOOL,31,NEW YORK,2017
310200011565,0.0,0.0,33.58,48.91,0.0,62.77,52.55,11.68,37.23,0.0,0.0,51.09,0.0,0.0,7.3,21.9,58.39,URBAN ACAD LABORATORY HIGH SCHOOL,31,NEW YORK,2017
310200011570,0.0,0.0,18.55,79.1,4.26,60.55,79.53,61.83,39.45,0.0,0.0,20.9,65.25,0.0,20.47,1.07,28.36,SATELLITE ACADEMY HIGH SCHOOL,31,NEW YORK,2017
310200011575,0.0,23.39,30.34,79.83,48.9,44.83,92.46,38.73,55.17,0.0,0.0,20.17,51.1,0.0,7.54,1.53,25.17,MANHATTAN COMP NIGHT AND DAY HS,31,NEW YORK,2017
310200011580,0.0,0.0,32.24,79.82,5.04,68.2,76.54,58.99,31.8,0.0,0.0,20.18,94.96,0.0,23.46,0.0,69.52,RICHARD R GREEN HS OF TEACHING,31,NEW YORK,2017
310200011586,0.0,0.0,24.59,76.23,0.0,55.74,48.36,46.72,44.26,0.0,0.0,23.77,0.0,0.0,51.64,0.0,30.33,HARVEY MILK HIGH SCHOOL,31,NEW YORK,2017
310200011600,0.0,5.39,38.52,81.03,0.0,93.53,86.74,51.14,6.47,0.0,0.0,18.97,0.0,0.0,13.26,2.16,94.04,HIGH SCH OF FASHION INDUSTRIES (THE),31,NEW YORK,2017
310200011605,0.0,0.0,30.09,74.34,0.0,52.65,83.19,53.1,47.35,0.0,0.0,25.66,0.0,0.0,16.81,2.21,77.43,HUMANITIES PREP ACADEMY,31,NEW YORK,2017
310200011615,0.0,4.17,29.69,82.55,0.0,42.19,78.65,57.81,57.81,0.0,0.0,17.45,0.0,0.0,21.35,0.0,81.77,CHELSEA CAREER AND TECH ED HS,31,NEW YORK,2017
