AGGREGATION_NAME,AMERICAN INDIAN/ALASKA NATIVE,ASIAN/PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,ENGLISH LANGUAGE LEARNER,FEMALE,FORMERLY ENGLISH LANGUAGE LEARNER,GENERAL EDUCATION STUDENTS,HISPANIC,HOMELESS,IN FOSTER CARE,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT ENGLISH LANGUAGE LEARNER,NOT HOMELESS,NOT MIGRANT,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME
SOUTH KORTRIGHT CENTRAL SCHOOL,0.0,0.0,0.0,40.48,0.0,46.43,0.0,32.14,0.0,0.0,0.0,53.57,0.0,0.0,59.52,0.0,0.0,0.0,0.0,0.0,0.0,7.14,60.71,96.43,121702040001,12,DELAWARE
SOUTH LEWIS SENIOR HIGH SCHOOL,0.0,0.0,0.0,63.68,0.0,51.89,0.0,75.47,0.0,0.0,0.0,48.11,0.0,0.0,36.32,0.0,0.0,0.0,0.0,0.0,0.0,24.53,92.92,85.61,231101040007,23,LEWIS
SOUTH PARK HIGH SCHOOL,0.0,1.13,33.1,71.71,6.36,46.53,1.84,78.64,18.1,3.39,0.0,53.47,0.0,0.0,28.29,93.64,96.61,0.0,0.0,0.0,0.0,21.36,43.85,70.01,140600010110,14,ERIE
SOUTH SENECA HIGH SCHOOL,0.0,0.0,0.0,56.07,0.0,47.4,0.0,85.55,0.0,0.0,0.0,52.6,0.0,0.0,43.93,0.0,0.0,0.0,0.0,0.0,0.0,14.45,87.86,84.39,560501040004,56,SENECA
SOUTH SIDE HIGH SCHOOL,0.0,1.99,7.34,15.55,0.0,50.37,0.0,88.43,11.07,0.0,0.0,49.63,0.0,0.62,84.45,0.0,0.0,0.0,0.0,0.0,0.0,11.57,76.12,98.76,280221030001,28,NASSAU
SOUTHAMPTON SENIOR HIGH SCHOOL,4.31,0.98,2.94,40.7,10.96,44.03,0.0,87.67,38.75,0.0,0.0,55.97,0.0,0.0,59.3,89.04,0.0,0.0,0.0,0.0,0.0,12.33,49.9,88.45,580906030003,58,SUFFOLK
SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,0.0,0.0,0.0,44.85,0.0,42.65,0.0,22.79,6.62,0.0,0.0,57.35,0.0,0.0,55.15,0.0,0.0,0.0,0.0,0.0,0.0,3.68,60.29,88.97,50701040005,5,CAYUGA
SOUTHOLD JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,23.72,10.23,39.07,0.0,84.19,0.0,0.0,0.0,60.93,0.0,0.0,76.28,89.77,0.0,0.0,0.0,0.0,0.0,15.81,77.67,90.7,581005020003,58,SUFFOLK
SOUTHSIDE HIGH SCHOOL,0.0,0.0,20.68,56.93,0.0,50.41,0.0,85.99,2.74,0.0,0.0,49.59,0.0,1.93,43.07,0.0,0.0,0.0,0.0,0.0,0.0,14.01,72.72,69.87,70600010020,7,CHEMUNG
SOUTHWESTERN SENIOR HIGH SCHOOL,0.0,1.59,0.0,29.3,0.0,54.78,0.0,92.04,0.0,0.0,0.0,45.22,0.0,0.0,70.7,0.0,0.0,0.0,0.0,0.0,0.0,7.96,92.68,95.22,60201060003,6,CHAUTAUQUA
SPACKENKILL HIGH SCHOOL,0.0,14.58,4.95,21.09,0.0,51.82,0.0,86.2,10.42,0.0,0.0,48.18,0.0,1.3,78.91,0.0,0.0,0.0,0.0,0.0,0.0,13.8,61.2,97.4,131602020005,13,DUTCHESS
SPECIAL MUSIC SCHOOL,0.0,7.25,14.49,30.43,0.0,48.55,3.62,52.17,16.67,0.0,0.0,51.45,0.0,12.32,69.57,0.0,0.0,0.0,0.0,0.0,0.0,15.22,34.06,97.46,310300011859,31,NEW YORK
SPENCER-VAN ETTEN  HIGH SCHOOL,0.0,0.0,0.0,41.58,0.0,50.99,0.0,90.59,0.0,0.0,0.0,49.01,0.0,0.0,58.42,0.0,0.0,0.0,0.0,0.0,0.0,9.41,0.0,94.55,600801040002,60,TIOGA
SPENCERPORT HIGH SCHOOL,0.0,2.58,3.81,29.26,0.0,49.33,0.0,88.79,5.04,1.46,0.0,50.67,0.0,2.91,70.74,0.0,64.57,0.0,0.0,0.0,0.0,11.21,82.96,93.33,261001060001,26,MONROE
SPRING CREEK COMMUNITY SCHOOL,0.0,0.0,67.69,76.92,0.0,49.23,0.0,75.38,0.0,9.23,0.0,50.77,0.0,0.0,23.08,0.0,90.77,0.0,0.0,0.0,0.0,24.62,0.0,93.08,331900011422,33,KINGS
SPRING VALLEY HIGH SCHOOL,0.0,4.03,40.85,82.46,35.19,47.71,8.17,89.87,52.29,10.24,0.0,52.29,0.0,0.0,17.54,64.81,89.76,0.0,0.0,0.0,0.0,10.13,2.83,63.45,500402060014,50,ROCKLAND
STAMFORD CENTRAL SCHOOL,0.0,0.0,0.0,44.16,0.0,53.25,0.0,0.0,0.0,0.0,0.0,46.75,0.0,0.0,55.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.91,121701040001,12,DELAWARE
STARPOINT HIGH SCHOOL,0.0,0.0,1.32,18.21,0.0,47.68,0.0,89.24,0.0,0.0,0.0,52.32,0.0,0.0,81.79,0.0,0.0,0.0,0.0,0.0,0.0,10.76,94.37,94.95,401001060001,40,NIAGARA
STATEN ISLAND TECHNICAL HIGH SCHOOL,0.0,44.28,0.62,35.97,0.0,43.14,0.0,0.0,2.29,0.0,0.0,56.86,0.0,0.0,64.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,353100011605,35,RICHMOND
STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL,0.0,0.0,16.0,80.8,0.0,31.2,0.0,70.8,60.8,7.6,0.0,68.8,0.0,0.0,19.2,0.0,92.4,0.0,0.0,0.0,0.0,29.2,4.4,86.0,310200011139,31,NEW YORK
STILLWATER MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,23.25,0.0,52.03,0.0,59.41,0.0,0.0,0.0,47.97,0.0,0.0,76.75,0.0,0.0,0.0,0.0,0.0,0.0,11.07,92.62,93.17,522001040003,52,SARATOGA
STISSING MOUNTAIN HIGH SCHOOL,0.0,0.0,0.0,33.92,0.0,51.98,0.0,85.02,0.0,0.0,0.0,48.02,0.0,0.0,66.08,0.0,0.0,0.0,0.0,0.0,0.0,14.98,86.78,88.55,131301040002,13,DUTCHESS
STOCKBRIDGE VALLEY CENTRAL SCHOOL,0.0,0.0,0.0,36.08,0.0,54.64,0.0,52.58,0.0,0.0,0.0,45.36,0.0,0.0,63.92,0.0,0.0,0.0,0.0,0.0,0.0,10.31,0.0,91.75,251501040001,25,MADISON
STUYVESANT HIGH SCHOOL,0.2,75.1,0.56,44.27,0.0,42.49,0.0,33.41,1.57,1.57,0.0,57.51,0.0,2.99,55.73,0.0,98.43,0.0,0.0,0.0,0.0,0.24,18.48,98.99,310200011475,31,NEW YORK
SUFFERN SENIOR HIGH SCHOOL,0.54,4.91,8.03,24.35,2.85,51.12,1.34,88.4,17.75,0.0,0.0,48.88,0.0,0.54,75.65,97.15,0.0,0.0,0.0,0.0,0.0,11.6,64.94,95.94,500401060009,50,ROCKLAND
SULLIVAN WEST HIGH SCHOOL AT LAKE HUNTINGTON,0.0,0.0,0.0,38.64,0.0,48.86,0.0,64.77,3.03,0.0,0.0,51.14,0.0,0.0,61.36,0.0,0.0,0.0,0.0,0.0,0.0,6.82,87.88,91.86,591502040004,59,SULLIVAN
SUMMIT ACADEMY CHARTER SCHOOL,0.0,0.0,59.72,70.14,0.0,52.78,0.0,59.72,23.61,0.0,0.0,47.22,0.0,0.0,29.86,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.0,81.6,331500860953,33,KINGS
SUNSET PARK HIGH SCHOOL,0.0,5.81,4.86,82.46,9.83,47.27,11.37,78.79,77.01,4.38,0.0,52.73,0.0,0.0,17.54,90.17,95.62,0.0,0.0,0.0,0.0,21.21,7.7,84.12,331500011667,33,KINGS
SUSAN E WAGNER HIGH SCHOOL,0.0,14.7,10.26,57.56,1.22,49.83,2.87,80.95,25.89,3.34,0.0,50.17,0.0,0.0,42.44,98.78,96.66,0.0,0.0,0.0,0.0,19.05,48.18,89.06,353100011460,35,RICHMOND
SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL,0.0,0.0,3.08,37.02,0.0,44.99,0.0,87.92,0.0,0.0,0.0,55.01,0.0,0.0,62.98,0.0,0.0,0.0,0.0,0.0,0.0,12.08,90.75,92.54,30601060006,3,BROOME
SWEET HOME SENIOR HIGH SCHOOL,0.0,3.5,21.53,47.21,1.95,47.34,1.04,91.96,3.11,0.65,0.0,52.66,0.0,0.65,52.79,64.72,32.68,0.0,0.0,0.0,0.0,8.04,67.96,94.36,140207060006,14,ERIE
SYOSSET SENIOR HIGH SCHOOL,0.0,31.46,0.0,9.68,0.51,47.78,1.77,88.73,2.66,0.0,0.0,52.22,0.0,0.51,90.32,29.37,0.0,0.0,0.0,0.0,0.0,11.27,64.3,98.61,280502060014,28,NASSAU
SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,0.0,0.0,49.11,65.68,0.0,54.44,0.0,0.0,14.79,0.0,0.0,45.56,0.0,0.0,34.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,94.97,421800860854,42,ONONDAGA
TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL,0.0,0.0,0.0,55.45,1.56,52.34,0.0,83.18,4.67,0.0,0.0,47.66,1.56,0.0,44.55,31.46,0.0,31.46,0.0,0.0,0.0,16.82,84.74,85.67,100501040003,10,COLUMBIA
TALENT UNLIMITED HIGH SCHOOL,0.0,0.0,35.19,50.73,0.0,82.11,0.0,88.86,39.3,0.0,0.0,17.89,0.0,3.23,49.27,0.0,0.0,0.0,0.0,0.0,0.0,11.14,16.72,96.77,310200011519,31,NEW YORK
TAMARAC MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,21.58,0.0,50.68,0.0,83.9,0.0,0.0,0.0,49.32,0.0,0.0,78.42,0.0,0.0,0.0,0.0,0.0,0.0,16.1,61.99,90.58,490202040002,49,RENSSELAER
TAPESTRY CHARTER SCHOOL,0.0,0.0,65.94,75.55,0.0,52.84,0.0,87.77,6.55,0.0,0.0,47.16,0.0,0.0,24.45,0.0,0.0,0.0,0.0,0.0,0.0,12.23,10.04,92.36,140600860838,14,ERIE
TAPPAN ZEE HIGH SCHOOL,0.0,9.71,0.0,16.19,3.11,50.06,1.25,89.17,12.83,0.0,0.0,49.94,0.0,0.0,83.81,96.89,0.0,0.0,0.0,0.0,0.0,10.83,75.34,97.14,500301060007,50,ROCKLAND
TEACHERS PREPARATORY HIGH SCHOOL,0.0,0.0,76.63,85.33,0.0,65.22,0.0,67.39,0.0,14.13,0.0,34.78,0.0,0.0,14.67,0.0,85.87,0.0,0.0,0.0,0.0,32.61,0.0,75.27,332300011697,33,KINGS
THE BRONX PREPARATORY ACADEMY,0.0,0.0,65.32,72.73,4.38,48.15,0.0,79.8,19.87,13.8,0.0,51.85,0.0,0.0,27.27,60.94,86.2,0.0,0.0,0.0,0.0,20.2,0.0,70.88,321100011514,32,BRONX
THE BROOKLYN ACADEMY OF GLOBAL FINANCE,0.0,0.0,72.16,29.9,0.0,41.24,0.0,71.13,0.0,23.71,0.0,58.76,0.0,0.0,6.19,0.0,76.29,0.0,0.0,0.0,0.0,28.87,0.0,80.93,331600011688,33,KINGS
THE BUSINESS OF SPORTS SCHOOL,0.0,0.0,19.49,69.31,2.53,36.1,3.97,77.26,66.43,8.3,0.0,63.9,0.0,0.0,30.69,30.32,91.7,0.0,0.0,0.0,0.0,22.74,0.0,87.36,310200011393,31,NEW YORK
THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,0.0,0.0,22.91,85.82,0.0,64.0,4.36,85.09,69.82,1.82,0.0,36.0,0.0,0.0,14.18,0.0,28.73,0.0,0.0,0.0,0.0,14.91,0.0,94.36,321000011442,32,BRONX
THE CINEMA SCHOOL,0.0,0.0,17.48,79.13,0.0,61.17,3.88,57.28,71.84,3.4,0.0,38.83,0.0,0.0,20.87,0.0,30.58,0.0,0.0,0.0,0.0,9.22,0.0,93.45,321200011478,32,BRONX
THE GLOBAL LEARNING COLLABORATIVE,0.0,0.0,15.08,80.98,6.56,45.57,9.51,80.66,69.84,6.89,0.0,54.43,0.0,0.0,19.02,93.44,60.66,0.0,0.0,0.0,0.0,19.34,0.0,80.49,310300011403,31,NEW YORK
THE HIGH SCHOOL OF FASHION INDUSTRIES,0.0,6.61,38.93,83.57,1.07,93.75,2.59,85.09,49.82,4.02,0.0,6.25,0.0,0.0,16.43,64.73,95.98,0.0,0.0,0.0,0.0,14.91,1.52,93.21,310200011600,31,NEW YORK
THE SCHOOL FOR HUMAN RIGHTS,0.0,0.0,92.78,82.13,1.72,44.33,0.0,80.07,0.0,8.25,0.0,55.67,0.0,0.0,17.87,34.02,91.75,0.0,0.0,0.0,0.0,19.93,0.0,83.33,331700011531,33,KINGS
THEATRE ARTS PRODUCTION COMPANY SCHOOL,0.0,0.0,10.68,70.94,0.0,73.5,0.0,76.92,65.81,2.56,0.0,26.5,0.0,0.0,29.06,0.0,26.5,0.0,0.0,0.0,0.0,23.08,0.0,83.33,321000010225,32,BRONX
THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2.06,47.44,20.47,77.48,0.33,35.15,1.86,89.77,22.33,2.26,0.0,64.85,0.0,0.0,22.52,32.69,97.74,0.0,0.0,0.0,0.0,10.23,4.85,92.96,342800011620,34,QUEENS
THOMAS A. EDISON HIGH SCHOOL,0.0,0.0,0.0,48.9,0.0,56.83,0.0,86.78,0.0,0.0,0.0,43.17,0.0,0.0,51.1,0.0,0.0,0.0,0.0,0.0,0.0,13.22,63.88,83.04,70902060002,7,CHEMUNG
THOMAS HIGH SCHOOL,0.0,0.61,2.43,15.62,0.0,50.51,0.0,88.54,4.16,0.0,0.0,49.49,0.0,0.0,84.38,0.0,0.0,0.0,0.0,0.0,0.0,11.46,90.06,97.82,261901060015,26,MONROE
THOMAS R PROCTOR HIGH SCHOOL,0.0,18.78,24.42,72.61,9.21,51.01,8.36,84.14,18.28,2.57,0.0,48.99,0.0,0.81,27.39,90.79,97.43,0.0,0.0,0.0,0.0,15.86,37.01,76.84,412300010024,41,ONEIDA
THORNTON HIGH SCHOOL,0.0,0.0,73.65,80.96,2.12,53.85,1.15,87.31,21.35,5.96,0.0,46.15,0.0,0.0,19.04,68.27,64.42,0.0,0.0,0.0,0.0,12.69,1.73,87.4,660900010026,66,WESTCHESTER
THOUSAND ISLANDS HIGH SCHOOL,0.0,0.0,0.0,43.29,0.0,47.19,0.0,84.42,0.0,0.0,0.0,52.81,0.0,0.0,56.71,0.0,0.0,0.0,0.0,0.0,0.0,15.58,93.51,93.07,220701040003,22,JEFFERSON
THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE,0.0,0.0,74.7,72.33,0.0,55.34,0.0,83.79,7.91,7.11,0.0,44.66,0.0,0.0,27.67,0.0,92.89,0.0,0.0,0.0,0.0,16.21,0.0,86.76,310500011670,31,NEW YORK
TICONDEROGA SENIOR HIGH SCHOOL,0.0,0.0,0.0,34.22,0.0,42.22,0.0,85.33,0.0,0.0,0.0,57.78,0.0,0.0,65.78,0.0,0.0,0.0,0.0,0.0,0.0,14.67,0.0,91.33,151501060001,15,ESSEX
TIOGA SENIOR HIGH SCHOOL,0.0,0.0,0.0,51.83,0.0,48.62,0.0,64.22,0.0,0.0,0.0,51.38,0.0,0.0,48.17,0.0,0.0,0.0,0.0,0.0,0.0,7.34,66.51,94.95,600903040001,60,TIOGA
TONAWANDA MIDDLE/HIGH SCHOOL,0.0,0.0,0.0,44.22,0.0,45.73,0.0,88.94,3.02,0.0,0.0,54.27,0.0,0.0,55.78,0.0,0.0,0.0,0.0,0.0,0.0,11.06,91.96,91.21,142500010009,14,ERIE
TOTTENVILLE HIGH SCHOOL,0.0,5.24,1.14,33.61,0.77,48.03,0.97,82.55,11.76,2.29,0.0,51.97,0.0,0.47,66.39,99.23,97.71,0.0,0.0,0.0,0.0,17.45,80.2,91.78,353100011455,35,RICHMOND
TOWN OF WEBB SCHOOL,0.0,0.0,0.0,43.66,0.0,46.48,0.0,0.0,0.0,0.0,0.0,53.52,0.0,0.0,56.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.59,211901020001,21,HERKIMER
TOWNSEND HARRIS HIGH SCHOOL,0.0,59.05,5.48,54.4,0.0,69.17,0.0,33.81,11.79,0.0,0.0,30.83,0.0,0.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.83,22.02,99.64,342500011525,34,QUEENS
TRANSIT TECH CAREER AND TECHNICAL EDUCATION,0.0,4.41,62.43,73.54,1.41,14.29,3.53,74.6,28.57,7.94,0.0,85.71,0.0,0.0,26.46,28.57,92.06,0.0,0.0,0.0,0.0,25.4,0.88,76.63,331900011615,33,KINGS
TRI-VALLEY HIGH SCHOOL,0.0,0.0,0.0,53.61,0.0,44.87,0.0,83.27,1.9,0.0,0.0,55.13,0.0,0.0,46.39,0.0,0.0,0.0,0.0,0.0,0.0,16.73,90.11,83.27,591201040003,59,SULLIVAN
TROY HIGH SCHOOL,0.0,0.82,32.27,65.26,2.88,49.85,0.0,87.87,12.23,4.32,0.0,50.15,0.0,4.21,34.74,97.12,95.68,0.0,0.0,0.0,0.0,12.13,49.02,87.41,491700010019,49,RENSSELAER
TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE),0.0,0.0,83.15,79.78,0.0,44.94,0.0,62.92,0.0,0.0,0.0,55.06,0.0,0.0,20.22,0.0,0.0,0.0,0.0,0.0,0.0,6.74,0.0,89.89,261600860906,26,MONROE
TUCKAHOE HIGH SCHOOL,0.0,0.0,18.97,34.36,0.0,42.56,0.0,35.38,0.0,0.0,0.0,57.44,0.0,0.0,65.64,0.0,0.0,0.0,0.0,0.0,0.0,3.08,62.56,96.41,660302030002,66,WESTCHESTER
TULLY JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,28.51,0.0,46.38,0.0,90.21,0.0,0.0,0.0,53.62,0.0,0.0,71.49,0.0,0.0,0.0,0.0,0.0,0.0,9.79,31.06,94.04,421902040001,42,ONONDAGA
TUPPER LAKE MIDDLE-HIGH SCHOOL,0.0,0.0,0.0,44.38,0.0,50.0,0.0,87.5,0.0,0.0,0.0,50.0,0.0,0.0,55.62,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,84.69,160101060001,16,FRANKLIN
UFT CHARTER SCHOOL (THE),0.0,0.0,74.78,87.17,0.0,44.25,0.0,90.27,0.0,7.96,0.0,55.75,0.0,0.0,12.83,0.0,92.04,0.0,0.0,0.0,0.0,9.73,0.0,76.33,331900860891,33,KINGS
UNADILLA VALLEYSECONDARY SCHOOL,0.0,0.0,0.0,60.49,0.0,53.7,0.0,85.19,0.0,0.0,0.0,46.3,0.0,0.0,39.51,0.0,0.0,0.0,0.0,0.0,0.0,14.81,0.0,89.51,81003040003,8,CHENANGO
UNATEGO JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,47.37,0.0,40.53,0.0,85.79,2.63,0.0,0.0,59.47,0.0,0.0,52.63,0.0,0.0,0.0,0.0,0.0,0.0,14.21,56.84,92.11,471601040005,47,OTSEGO
UNION ENDICOTT HIGH SCHOOL,0.0,2.07,8.99,44.12,0.0,45.28,0.0,84.22,7.6,1.84,0.0,54.72,0.0,5.53,55.88,0.0,64.52,0.0,0.0,0.0,0.0,15.78,75.0,89.69,31501060012,3,BROOME
UNION SPRINGS MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,32.09,0.0,57.67,0.0,29.3,0.0,0.0,0.0,42.33,0.0,0.0,67.91,0.0,0.0,0.0,0.0,0.0,0.0,2.33,55.81,90.7,51901040005,5,CAYUGA
UNION SQUARE ACADEMY FOR HEALTH SCIENCES,0.0,14.39,22.51,80.44,0.0,75.65,7.75,85.98,55.35,6.64,0.0,24.35,0.0,0.0,19.56,0.0,59.78,0.0,0.0,0.0,0.0,14.02,0.0,88.19,310200011533,31,NEW YORK
UNIONDALE HIGH SCHOOL,0.0,0.28,44.75,72.88,13.17,48.44,3.24,91.74,53.29,4.02,0.0,51.56,0.0,0.0,27.12,86.83,95.98,0.0,0.0,0.0,0.0,8.26,0.33,82.9,280202030010,28,NASSAU
UNITY CENTER FOR URBAN TECHNOLOGIES,0.0,0.0,15.5,87.5,3.0,35.5,2.5,71.5,65.5,6.0,0.0,64.5,0.0,0.0,12.5,32.5,58.5,0.0,0.0,0.0,0.0,28.5,0.0,85.75,310200011500,31,NEW YORK
UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE,0.0,0.0,27.27,90.0,0.0,57.27,0.0,86.67,66.36,7.58,0.0,42.73,0.0,0.0,10.0,0.0,92.42,0.0,0.0,0.0,0.0,13.33,0.0,98.79,320700011495,32,BRONX
UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,0.0,30.19,0.0,87.92,6.42,43.77,3.4,83.02,41.13,10.57,0.0,56.23,0.0,0.0,12.08,60.38,52.08,0.0,0.0,0.0,0.0,16.98,0.0,92.26,310100011448,31,NEW YORK
UNIVERSITY PREP CHARTER HIGH SCHOOL,0.0,0.0,36.75,84.1,0.0,56.89,10.95,84.45,60.78,4.95,0.0,43.11,0.0,0.0,15.9,0.0,66.43,0.0,0.0,0.0,0.0,15.55,0.0,96.47,320700860920,32,BRONX
UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN,0.0,0.0,83.04,85.38,0.0,0.0,0.0,61.99,3.51,0.0,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,0.0,0.0,9.36,0.0,96.49,261600860985,26,MONROE
URBAN ACADEMY LABORATORY HIGH SCHOOL,0.0,0.0,32.03,58.59,0.0,62.5,0.0,60.16,35.94,0.0,0.0,37.5,0.0,0.0,41.41,0.0,0.0,0.0,0.0,0.0,0.0,10.94,10.94,72.66,310200011565,31,NEW YORK
URBAN ACTION ACADEMY,0.0,0.0,79.41,73.53,8.82,37.82,2.1,83.61,3.36,3.36,0.0,62.18,0.0,0.0,26.47,58.4,29.41,0.0,0.0,0.0,0.0,16.39,2.94,69.75,331800011642,33,KINGS
URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,0.0,0.0,10.5,60.22,0.0,56.91,3.31,77.9,51.93,11.6,0.0,43.09,0.0,0.0,9.39,0.0,54.14,0.0,0.0,0.0,0.0,22.1,0.0,88.4,310200011305,31,NEW YORK
URBAN ASSEMBLY FOR THE PERFORMING ARTS,0.0,0.0,37.96,84.72,5.56,75.0,0.0,75.0,18.06,8.33,0.0,25.0,0.0,0.0,15.28,60.65,57.87,0.0,0.0,0.0,0.0,25.0,0.0,75.46,310500011369,31,NEW YORK
URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,0.0,9.21,30.16,56.19,0.0,20.95,1.59,80.0,53.65,6.03,0.0,79.05,0.0,0.0,43.81,0.0,58.73,0.0,0.0,0.0,0.0,20.0,0.0,94.92,310200011507,31,NEW YORK
URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,0.0,0.0,71.71,78.54,0.0,0.0,0.0,82.93,12.2,0.0,0.0,0.0,0.0,0.0,21.46,0.0,0.0,0.0,0.0,0.0,0.0,17.07,4.39,88.54,331300011527,33,KINGS
URBAN ASSEMBLY MAKER ACADEMY,0.0,11.38,28.14,73.05,0.0,34.73,0.0,90.42,45.51,6.59,0.0,65.27,0.0,4.19,26.95,0.0,93.41,0.0,0.0,0.0,0.0,9.58,5.99,91.32,310200011282,31,NEW YORK
URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,0.0,1.81,19.2,53.99,0.0,39.49,0.0,77.54,43.84,1.81,0.0,60.51,0.0,2.17,46.01,0.0,33.7,0.0,0.0,0.0,0.0,22.46,22.46,86.96,310200011551,31,NEW YORK
URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,0.0,0.0,10.41,90.33,1.86,48.33,2.97,73.98,60.97,2.23,0.0,51.67,0.0,0.0,9.67,32.71,32.71,0.0,0.0,0.0,0.0,26.02,0.0,83.09,320900011241,32,BRONX
URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,0.0,0.0,17.51,85.28,10.41,20.05,1.78,77.66,70.05,12.44,0.0,79.95,0.0,0.0,14.72,89.59,87.56,0.0,0.0,0.0,0.0,22.34,0.0,69.16,320700011548,32,BRONX
URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,0.0,17.2,40.13,76.43,12.1,65.61,7.01,85.99,34.39,7.01,0.0,34.39,0.0,0.0,23.57,87.9,92.99,0.0,0.0,0.0,0.0,14.01,0.0,83.76,331900011764,33,KINGS
URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,0.0,49.79,16.17,64.26,2.55,0.0,14.47,87.23,6.81,2.98,0.0,0.0,0.0,0.0,7.23,25.96,25.53,0.0,0.0,0.0,0.0,12.77,12.77,95.11,332000011609,33,KINGS
URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,0.0,0.0,29.41,71.49,0.0,55.66,2.26,82.35,59.73,12.67,0.0,44.34,0.0,0.0,28.51,0.0,87.33,0.0,0.0,0.0,0.0,17.65,0.0,84.84,310200011135,31,NEW YORK
URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,0.0,0.0,34.62,80.77,0.0,45.05,0.0,78.02,33.52,8.24,0.0,54.95,0.0,0.0,19.23,0.0,65.38,0.0,0.0,0.0,0.0,21.98,0.0,74.73,310500011157,31,NEW YORK
URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,0.0,0.0,29.64,87.35,12.65,43.87,2.37,70.36,60.87,5.93,0.0,56.13,0.0,0.0,12.65,87.35,61.26,0.0,0.0,0.0,0.0,29.64,0.0,83.2,310300011402,31,NEW YORK
URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,0.0,0.0,71.02,71.66,0.0,54.14,0.0,85.67,22.93,1.91,0.0,45.86,0.0,0.0,28.34,0.0,33.44,0.0,0.0,0.0,0.0,14.33,0.0,95.22,331300011483,33,KINGS
URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,0.0,0.0,14.71,82.03,0.0,52.94,6.54,78.1,52.94,9.8,0.0,47.06,0.0,0.0,17.97,0.0,90.2,0.0,0.0,0.0,0.0,21.9,0.0,81.21,310300011307,31,NEW YORK
URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,0.0,0.0,76.22,87.41,0.0,69.93,0.0,76.92,0.0,11.89,0.0,30.07,0.0,0.0,12.59,0.0,54.55,0.0,0.0,0.0,0.0,23.08,0.0,84.27,331300011350,33,KINGS
URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,0.0,0.0,12.5,62.5,6.88,43.12,0.0,80.0,65.62,5.0,0.0,53.12,0.0,0.0,33.75,89.38,35.62,0.0,0.0,0.0,0.0,16.25,0.0,79.38,321200010372,32,BRONX
URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,0.0,0.0,63.69,75.16,0.0,0.0,0.0,86.62,14.01,0.0,0.0,0.0,0.0,0.0,24.84,0.0,0.0,0.0,0.0,0.0,0.0,13.38,0.0,78.03,310200011316,31,NEW YORK
