,AGGREGATION_NAME,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES,NUM_OUT_CERT,PER_TEACH_INEXP,PER_OUT_CERT,NRC_CODE,CHARTER
1161,WEST CANADA VALLEY JUNIOR-SENIOR HS,0.0,0.0,0.0,35.61,45.83,0.0,88.64,1.52,0.0,54.17,0.76,1.89,64.39,100.0,99.24,11.36,96.59,95.08,210302040003,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.13,3.85,5.0,False
1162,WEST CANADA VALLEY JUNIOR-SENIOR HS,0.0,0.0,0.0,38.2,44.64,0.0,58.37,0.0,0.0,55.36,0.0,0.0,61.8,0.0,0.0,10.73,0.0,92.7,210302040003,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.11,4.11,5.0,False
1163,WEST CANADA VALLEY JUNIOR-SENIOR HS,0.0,0.0,0.0,42.18,52.61,0.0,45.5,0.0,0.0,47.39,0.0,0.0,57.82,0.0,0.0,8.06,41.71,95.73,210302040003,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.99,5.97,5.0,False
1164,WEST CANADA VALLEY JUNIOR-SENIOR HS,0.0,0.0,0.0,46.83,50.73,0.0,66.34,0.0,0.0,49.27,0.0,0.0,53.17,0.0,0.0,9.76,21.46,93.66,210302040003,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,5.0,False
1165,FRANKFORT SCHUYLER CENTRAL HIGH SCHOOL,0.0,0.0,0.0,37.28,52.19,0.0,61.4,0.0,0.0,47.81,0.0,0.0,62.72,0.0,0.0,10.09,37.28,93.86,210402060001,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.53,5.0,5.0,False
1166,FRANKFORT-SCHUYLER CENTRAL HIGH SCH,0.0,0.0,0.86,27.09,51.01,0.0,87.32,0.86,0.0,48.99,0.0,0.29,72.91,100.0,100.0,12.68,97.98,77.52,210402060001,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,5.0,False
1167,FRANKFORT-SCHUYLER CENTRAL HIGH SCH,0.0,0.0,0.0,33.81,50.28,0.0,88.64,0.0,0.0,49.72,0.0,0.0,66.19,0.0,0.0,11.36,44.89,82.1,210402060001,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,5.0,False
1168,FRANKFORT-SCHUYLER CENTRAL HIGH SCH,0.0,0.0,0.0,36.71,48.73,0.0,89.24,0.0,0.0,51.27,0.0,0.0,63.29,0.0,0.0,10.76,24.68,86.71,210402060001,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,5.0,False
1169,FRANKFORT-SCHUYLER CENTRAL HIGH SCH,0.0,0.0,0.0,39.05,53.55,0.0,85.21,0.0,0.0,46.45,0.0,0.0,60.95,0.0,0.0,14.79,73.37,93.2,210402060001,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,4.76,5.0,False
1170,HERKIMER HIGH SCHOOL,0.0,0.55,3.86,30.03,53.99,0.0,87.6,0.28,0.0,46.01,0.0,1.38,69.97,100.0,100.0,12.4,93.94,81.82,210601060005,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94,0.0,4.0,False
1171,HERKIMER HIGH SCHOOL,0.0,0.0,0.0,36.02,54.76,0.0,90.78,0.0,0.0,45.24,0.0,0.0,63.98,0.0,0.0,9.22,71.18,86.74,210601060005,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,4.0,False
1172,HERKIMER HIGH SCHOOL,0.0,0.0,0.0,37.39,50.74,0.0,65.58,0.0,0.0,49.26,0.0,0.0,62.61,0.0,0.0,9.2,23.74,87.54,210601060005,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.11,1.8,4.0,False
1173,HERKIMER HIGH SCHOOL,0.0,0.0,0.0,42.34,53.15,0.0,66.07,0.0,0.0,46.85,0.0,0.0,57.66,0.0,0.0,8.41,93.39,87.69,210601060005,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.78,5.0,4.0,False
1174,HERKIMER HIGH SCHOOL,0.0,0.0,0.0,49.79,51.5,0.0,87.12,0.0,0.0,48.5,0.0,0.0,50.21,0.0,0.0,12.88,66.95,87.77,210601060005,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.66,6.02,4.0,False
1175,LITTLE FALLS HIGH SCHOOL,0.3,0.59,1.78,38.28,45.99,0.0,84.87,2.08,0.0,54.01,0.3,0.0,61.72,100.0,99.7,15.13,95.25,83.98,210800050005,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.25,3.37,4.0,False
1176,LITTLE FALLS HIGH SCHOOL,0.0,0.0,0.0,44.8,50.13,0.0,83.47,0.0,0.0,49.87,0.0,0.0,55.2,0.0,0.0,16.53,27.2,82.67,210800050005,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.27,5.68,4.0,False
1177,LITTLE FALLS HIGH SCHOOL,0.0,0.0,0.0,47.23,47.52,0.0,83.97,0.0,0.0,52.48,0.0,0.0,52.77,0.0,0.0,16.03,0.0,82.51,210800050005,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.3,9.2,4.0,False
1178,LITTLE FALLS HIGH SCHOOL,0.0,0.0,0.0,53.69,45.74,0.0,82.39,0.0,0.0,54.26,0.0,0.0,46.31,0.0,0.0,17.61,0.0,85.23,210800050005,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.45,4.0,False
1179,LITTLE FALLS HIGH SCHOOL,0.0,0.0,0.0,51.39,46.61,0.0,84.06,0.0,0.0,53.39,0.0,0.0,48.61,0.0,0.0,15.94,29.08,85.26,210800050005,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.29,3.77,4.0,False
1180,JAMES A GREEN HIGH SCHOOL,0.0,0.38,0.38,46.15,41.92,0.0,80.38,0.77,0.0,58.08,0.77,0.0,53.85,100.0,99.23,19.62,98.46,88.46,211003040002,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89,0.0,4.0,False
1181,JAMES A GREEN HIGH SCHOOL,0.0,0.0,0.0,56.69,43.31,0.0,79.13,0.0,0.0,56.69,0.0,0.0,43.31,0.0,0.0,20.87,0.0,87.8,211003040002,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,False
1182,JAMES A GREEN HIGH SCHOOL,0.0,0.0,0.0,67.25,43.55,0.0,83.62,0.0,0.0,56.45,0.0,0.0,32.75,0.0,0.0,16.38,0.0,89.55,211003040002,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,2.08,4.0,False
1183,JAMES A GREEN HIGH SCHOOL,0.0,0.0,0.0,58.91,44.73,0.0,82.55,0.0,0.0,55.27,0.0,0.0,41.09,0.0,0.0,17.45,0.0,88.73,211003040002,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,False
1184,JAMES A GREEN HIGH SCHOOL,0.0,0.0,0.0,60.28,48.6,0.0,85.51,0.0,0.0,51.4,0.0,0.0,39.72,0.0,0.0,14.49,0.0,89.72,211003040002,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,4.0,False
1185,POLAND JUNIOR-SENIOR HIGH SCHOOL,0.55,0.0,1.1,53.3,52.2,0.0,88.46,2.75,0.0,47.8,0.0,2.2,46.7,100.0,100.0,11.54,93.41,90.11,211103040001,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.17,1.23,4.0,False
1186,POLAND JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,49.73,51.34,0.0,18.72,0.0,0.0,48.66,0.0,0.0,50.27,0.0,0.0,4.28,0.0,94.12,211103040001,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.25,1.45,4.0,False
1187,POLAND JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,47.31,54.3,0.0,19.35,0.0,0.0,45.7,0.0,0.0,52.69,0.0,0.0,4.3,0.0,94.62,211103040001,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.15,6.15,4.0,False
1188,POLAND JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,47.53,47.53,0.0,35.8,0.0,0.0,52.47,0.0,0.0,52.47,0.0,0.0,6.17,0.0,97.53,211103040001,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,False
1189,POLAND JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,42.22,49.63,0.0,57.04,0.0,0.0,50.37,0.0,0.0,57.78,0.0,0.0,7.41,0.0,97.04,211103040001,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.76,6.38,4.0,False
1190,OWEN D YOUNG CENTRAL SCHOOL,3.12,0.0,0.0,21.88,45.31,0.0,95.31,3.12,0.0,54.69,0.0,0.0,78.12,100.0,100.0,4.69,93.75,84.38,211701040001,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.43,5.66,4.0,False
1191,OWEN D YOUNG CENTRAL SCHOOL,0.0,0.0,0.0,0.0,32.14,0.0,0.0,0.0,0.0,41.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.29,211701040001,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.27,7.27,4.0,False
1192,OWEN D YOUNG CENTRAL SCHOOL,0.0,0.0,0.0,0.0,35.48,0.0,0.0,0.0,0.0,64.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.94,211701040001,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,4.0,False
1193,OWEN D YOUNG CENTRAL SCHOOL,0.0,0.0,0.0,23.73,45.76,0.0,33.9,0.0,0.0,54.24,0.0,0.0,30.51,0.0,0.0,20.34,0.0,94.92,211701040001,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.31,5.56,4.0,False
1194,OWEN D. YOUNG CENTRAL SCHOOL,0.0,0.0,0.0,28.85,42.31,0.0,19.23,0.0,0.0,57.69,0.0,0.0,40.38,0.0,0.0,11.54,0.0,98.08,211701040001,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.33,14.63,4.0,False
1195,TOWN OF WEBB SCHOOL,0.0,0.0,0.0,41.12,52.34,0.0,90.65,1.87,0.0,47.66,0.0,0.0,58.88,100.0,100.0,9.35,98.13,96.26,211901020001,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,6.0,False
1196,TOWN OF WEBB SCHOOL,0.0,0.0,0.0,40.98,56.56,0.0,52.46,0.0,0.0,43.44,0.0,0.0,59.02,0.0,0.0,8.2,0.0,96.72,211901020001,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.09,0.0,6.0,False
1197,TOWN OF WEBB SCHOOL,0.0,0.0,0.0,40.95,59.05,0.0,30.48,0.0,0.0,40.95,0.0,0.0,59.05,0.0,0.0,4.76,0.0,100.0,211901020001,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.42,1.05,6.0,False
1198,TOWN OF WEBB SCHOOL,0.0,0.0,0.0,44.95,51.38,0.0,29.36,0.0,0.0,48.62,0.0,0.0,55.05,0.0,0.0,4.59,0.0,98.17,211901020001,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.86,3.33,6.0,False
1199,TOWN OF WEBB SCHOOL,0.0,0.0,0.0,43.66,46.48,0.0,0.0,0.0,0.0,53.52,0.0,0.0,56.34,0.0,0.0,0.0,0.0,98.59,211901020001,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.81,6.78,6.0,False
1200,MOUNT MARKHAM SENIOR HIGH SCHOOL,0.0,0.0,0.0,47.46,46.61,0.0,87.29,0.0,0.0,53.39,0.0,0.0,52.54,0.0,0.0,12.71,0.0,93.22,212001040003,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.46,4.92,4.0,False
1201,MT MARKHAM SENIOR HIGH SCHOOL,0.0,1.16,2.61,44.93,53.91,0.0,82.32,0.87,0.29,46.09,1.45,0.0,55.07,99.71,98.55,17.68,95.36,91.88,212001040003,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.66,4.88,4.0,False
1202,MT MARKHAM SENIOR HIGH SCHOOL,0.0,0.0,0.0,47.58,51.21,0.0,86.67,0.0,0.0,48.79,0.0,0.0,52.42,0.0,0.0,13.33,0.0,91.82,212001040003,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.76,3.57,4.0,False
1203,MT MARKHAM SENIOR HIGH SCHOOL,0.0,0.0,0.0,48.14,53.11,0.0,86.96,0.0,0.0,46.89,0.0,0.0,51.86,0.0,0.0,13.04,0.0,91.61,212001040003,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,False
1204,MT MARKHAM SENIOR HIGH SCHOOL,0.0,0.0,0.0,49.03,50.0,0.0,88.96,0.0,0.0,50.0,0.0,0.0,50.97,0.0,0.0,11.04,0.0,93.18,212001040003,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.62,6.45,4.0,False
1205,CENTRAL VALLEY ACADEMY,0.0,1.71,3.61,44.49,50.95,0.0,84.6,0.76,0.19,49.05,0.0,0.0,55.51,99.81,100.0,15.4,93.92,87.07,212101040005,21,HERKIMER,2015,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.94,1.94,4.0,False
1206,CENTRAL VALLEY ACADEMY,0.0,0.0,0.89,44.86,48.58,0.0,84.95,0.0,0.0,51.42,0.0,0.0,55.14,0.0,0.0,15.05,94.19,84.8,212101040005,21,HERKIMER,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.92,1.92,4.0,False
1207,CENTRAL VALLEY ACADEMY,0.0,0.0,0.9,50.0,47.31,0.0,85.22,0.0,0.0,52.69,0.0,0.0,50.0,0.0,0.0,14.78,94.93,84.48,212101040005,21,HERKIMER,2017,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.63,1.27,4.0,False
1208,CENTRAL VALLEY ACADEMY,0.0,0.0,0.0,50.3,49.46,0.0,84.0,0.0,0.0,40.31,0.0,0.0,39.83,0.0,0.0,13.36,95.31,66.19,212101040005,21,HERKIMER,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,False
1209,CENTRAL VALLEY ACADEMY,0.0,0.0,1.39,52.49,49.7,0.0,83.5,0.0,0.0,50.3,0.0,0.0,47.51,0.0,0.0,16.5,94.23,83.3,212101040005,21,HERKIMER,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,0.0,4.0,False
1210,SOUTH JEFFERSON HIGH SCHOOL,0.16,0.48,0.96,38.94,47.6,0.0,83.81,0.0,0.32,52.4,0.0,0.48,61.06,99.68,100.0,16.19,97.92,90.87,220101040002,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.86,2.54,5.0,False
1211,SOUTH JEFFERSON HIGH SCHOOL,0.0,0.0,0.0,40.69,50.47,0.0,82.97,0.0,0.0,49.53,0.0,0.0,59.31,0.0,0.0,17.03,49.84,92.59,220101040002,22,JEFFERSON,2016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.92,1.68,5.0,False
1212,SOUTH JEFFERSON HIGH SCHOOL,0.0,0.0,0.0,47.06,49.58,0.0,82.52,2.35,0.0,50.42,0.0,0.0,52.94,0.0,0.0,17.48,69.08,91.43,220101040002,22,JEFFERSON,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,5.0,False
1213,SOUTH JEFFERSON HIGH SCHOOL,0.0,0.0,0.0,48.76,47.99,0.0,82.66,2.94,0.0,52.01,0.0,0.0,51.24,0.0,0.0,17.34,93.03,89.94,220101040002,22,JEFFERSON,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,0.0,5.0,False
1214,SOUTH JEFFERSON HIGH SCHOOL,0.0,0.0,0.0,49.45,51.43,0.0,80.44,2.86,0.0,48.57,0.0,0.0,50.55,0.0,0.0,19.56,92.53,88.24,220101040002,22,JEFFERSON,2019,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.68,2.7,5.0,False
1215,CLARKE MIDDLE SCHOOL,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,220101040006,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.4,5.0,False
1216,ALEXANDRIA CENTRAL HIGH SCHOOL,0.0,0.0,1.7,27.27,53.41,0.0,84.09,0.57,0.0,46.59,0.0,0.0,72.73,100.0,100.0,15.91,97.73,92.61,220202040002,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.71,4.29,5.0,False
1217,ALEXANDRIA CENTRAL HIGH SCHOOL,0.0,0.0,0.0,32.45,46.81,0.0,67.55,0.0,0.0,53.19,0.0,0.0,39.36,0.0,0.0,12.77,0.0,92.55,220202040002,22,JEFFERSON,2016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.25,3.12,5.0,False
1218,ALEXANDRIA CENTRAL HIGH SCHOOL,0.0,0.0,0.0,44.13,49.72,0.0,42.46,0.0,0.0,50.28,0.0,0.0,55.87,0.0,0.0,10.06,0.0,92.74,220202040002,22,JEFFERSON,2017,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.14,3.57,5.0,False
1219,ALEXANDRIA CENTRAL HIGH SCHOOL,0.0,0.0,0.0,51.5,48.5,0.0,22.75,0.0,0.0,51.5,0.0,0.0,48.5,0.0,0.0,5.39,0.0,94.01,220202040002,22,JEFFERSON,2018,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.59,10.53,5.0,False
1220,ALEXANDRIA CENTRAL HIGH SCHOOL,0.0,0.0,0.0,42.86,46.62,0.0,28.57,0.0,0.0,53.38,0.0,0.0,57.14,0.0,0.0,6.77,0.0,96.99,220202040002,22,JEFFERSON,2019,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.41,12.5,5.0,False
1221,INDIAN RIVER HIGH SCHOOL,0.36,4.07,10.53,37.08,50.36,0.48,86.0,10.29,0.36,49.64,0.0,3.95,62.92,99.64,100.0,14.0,70.81,92.46,220301060007,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.86,0.95,4.0,False
1222,INDIAN RIVER HIGH SCHOOL,0.0,2.98,11.29,40.82,50.0,0.0,85.86,10.3,0.0,50.0,0.0,3.47,59.18,0.0,0.0,14.14,69.6,93.8,220301060007,22,JEFFERSON,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.3,1.42,4.0,False
1223,INDIAN RIVER HIGH SCHOOL,0.0,2.33,11.92,41.45,49.22,0.0,87.69,11.4,0.0,50.78,0.0,1.68,58.55,0.0,0.0,12.31,69.3,93.91,220301060007,22,JEFFERSON,2017,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.56,3.24,4.0,False
1224,INDIAN RIVER HIGH SCHOOL,0.0,2.05,10.77,42.44,50.0,0.0,87.82,11.28,0.0,50.0,0.0,3.46,57.56,0.0,0.0,12.18,71.15,94.36,220301060007,22,JEFFERSON,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,4.0,False
1225,INDIAN RIVER HIGH SCHOOL,0.0,0.88,10.92,47.18,49.65,0.0,87.85,10.04,0.0,50.35,0.0,1.23,52.82,0.0,0.0,12.15,73.77,94.63,220301060007,22,JEFFERSON,2019,1.23,0.0,32.04,0.0,65.85,34.15,0.0,9.94,0.0,4.0,False
1226,GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,36.39,44.3,0.0,91.14,0.0,0.0,55.7,0.0,0.0,63.61,0.0,0.0,8.86,31.96,93.35,220401040004,22,JEFFERSON,2019,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.99,9.2,5.0,False
1227,GENERAL BROWN JUNIOR-SENIOR HS,0.99,0.49,0.49,27.16,46.67,0.0,91.36,2.22,0.0,53.33,0.0,0.49,72.84,100.0,100.0,8.64,95.31,95.8,220401040004,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.76,1.59,5.0,False
1228,GENERAL BROWN JUNIOR-SENIOR HS,0.0,0.0,0.0,29.91,47.32,0.0,89.51,0.0,0.0,52.68,0.0,0.0,70.09,0.0,0.0,10.49,72.77,93.08,220401040004,22,JEFFERSON,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.26,2.42,5.0,False
1229,GENERAL BROWN JUNIOR-SENIOR HS,0.0,0.0,0.0,36.44,45.11,0.0,88.22,0.0,0.0,54.89,0.0,0.0,63.56,0.0,0.0,11.78,46.0,91.78,220401040004,22,JEFFERSON,2017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.13,0.81,5.0,False
1230,GENERAL BROWN JUNIOR-SENIOR HS,0.0,0.0,0.0,38.28,45.94,0.0,91.18,0.0,0.0,54.06,0.0,0.0,61.72,0.0,0.0,8.82,27.38,93.5,220401040004,22,JEFFERSON,2018,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.87,6.82,5.0,False
1231,THOUSAND ISLANDS HIGH SCHOOL,0.29,0.88,0.58,35.96,55.26,0.0,86.84,3.8,0.0,44.74,0.0,0.58,64.04,100.0,100.0,13.16,93.86,92.11,220701040003,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,5.0,False
1232,THOUSAND ISLANDS HIGH SCHOOL,0.0,0.0,0.0,39.89,58.4,0.0,84.62,0.0,0.0,41.6,0.0,0.0,60.11,0.0,0.0,15.38,22.51,91.74,220701040003,22,JEFFERSON,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,5.0,False
1233,THOUSAND ISLANDS HIGH SCHOOL,0.0,0.0,0.0,42.94,50.61,0.0,84.05,0.0,0.0,49.39,0.0,0.0,57.06,0.0,0.0,15.95,44.17,92.64,220701040003,22,JEFFERSON,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,False
1234,THOUSAND ISLANDS HIGH SCHOOL,0.0,0.0,0.0,40.48,52.87,0.0,83.38,0.0,0.0,47.13,0.0,0.0,59.52,0.0,0.0,16.62,68.88,93.05,220701040003,22,JEFFERSON,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,False
1235,THOUSAND ISLANDS HIGH SCHOOL,0.0,0.0,0.0,43.29,47.19,0.0,84.42,0.0,0.0,52.81,0.0,0.0,56.71,0.0,0.0,15.58,93.51,93.07,220701040003,22,JEFFERSON,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54,0.0,5.0,False
1236,BELLEVILLE HENDERSON CENTRAL SCHOOL,1.49,1.49,0.75,34.33,51.49,0.0,88.06,4.48,1.49,48.51,1.49,0.0,65.67,98.51,98.51,11.94,91.79,88.81,220909040010,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.51,6.14,4.0,False
1237,BELLEVILLE HENDERSON CENTRAL SCHOOL,0.0,0.0,0.0,40.0,60.0,0.0,22.4,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,4.8,0.0,89.6,220909040010,22,JEFFERSON,2016,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.51,7.02,4.0,False
1238,BELLEVILLE HENDERSON CENTRAL SCHOOL,0.0,0.0,0.0,43.26,58.16,0.0,43.97,0.0,0.0,41.84,0.0,0.0,56.74,0.0,0.0,11.35,0.0,93.62,220909040010,22,JEFFERSON,2017,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.93,7.63,4.0,False
1239,BELLEVILLE HENDERSON CENTRAL SCHOOL,0.0,0.0,0.0,46.22,61.34,0.0,26.89,0.0,0.0,38.66,0.0,0.0,53.78,0.0,0.0,5.88,0.0,94.96,220909040010,22,JEFFERSON,2018,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.5,11.9,4.0,False
1240,BELLEVILLE HENDERSON CENTRAL SCHOOL,0.0,0.0,0.0,47.25,58.24,0.0,35.16,0.0,0.0,41.76,0.0,0.0,52.75,0.0,0.0,7.69,0.0,91.21,220909040010,22,JEFFERSON,2019,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.54,7.06,4.0,False
1241,SACKETS HARBOR CENTRAL SCHOOL,0.0,0.0,2.19,38.69,48.18,0.0,90.51,1.46,0.0,51.82,0.0,0.0,61.31,100.0,100.0,9.49,96.35,91.97,221001040001,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,5.0,False
1242,SACKETS HARBOR CENTRAL SCHOOL,0.0,0.0,0.0,32.24,42.11,0.0,47.37,0.0,0.0,57.89,0.0,0.0,67.76,0.0,0.0,6.58,0.0,92.11,221001040001,22,JEFFERSON,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.89,0.88,5.0,False
1243,SACKETS HARBOR CENTRAL SCHOOL,0.0,0.0,0.0,37.27,44.1,0.0,44.72,0.0,0.0,55.9,0.0,0.0,62.73,0.0,0.0,8.7,0.0,90.68,221001040001,22,JEFFERSON,2017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.4,0.85,5.0,False
1244,SACKETS HARBOR CENTRAL SCHOOL,0.0,0.0,0.0,32.12,43.64,0.0,61.82,0.0,0.0,56.36,0.0,0.0,67.88,0.0,0.0,12.73,0.0,93.94,221001040001,22,JEFFERSON,2018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.07,2.63,5.0,False
1245,SACKETS HARBOR CENTRAL SCHOOL,0.0,0.0,0.0,35.34,43.1,0.0,59.48,0.0,0.0,56.9,0.0,0.0,64.66,0.0,0.0,12.07,0.0,93.1,221001040001,22,JEFFERSON,2019,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.51,2.56,5.0,False
1246,LYME CENTRAL SCHOOL,4.44,0.0,4.44,50.0,44.44,0.0,77.78,2.22,0.0,55.56,0.0,0.0,50.0,100.0,100.0,22.22,88.89,94.44,221301040001,22,JEFFERSON,2015,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.94,1.98,4.0,False
