,AGGREGATION_NAME,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES,NUM_OUT_CERT,PER_TEACH_INEXP,PER_OUT_CERT,NRC_CODE,CHARTER
2431,MOTT HALL HIGH SCHOOL,0.0,0.0,15.87,86.51,41.27,0.0,77.25,64.29,7.41,58.73,0.0,0.0,13.49,92.59,0.0,22.75,0.0,71.43,310500011304,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.11,29.51,1.0,False
2432,MOTT HALL HIGH SCHOOL,0.0,0.0,23.99,44.51,41.04,6.65,73.41,63.01,7.23,58.96,0.0,0.0,8.09,92.77,0.0,26.59,0.0,71.97,310500011304,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.58,27.78,1.0,False
2433,MOTT HALL HIGH SCHOOL,0.0,0.0,30.0,61.25,46.25,5.83,76.67,65.42,7.92,53.75,0.0,0.0,7.5,92.08,0.0,23.33,0.0,73.96,310500011304,31,NEW YORK,2019,16.67,0.0,83.33,0.0,0.0,0.0,12.0,44.74,34.29,1.0,False
2434,COLUMBIA SECONDARY SCHOOL,1.14,15.59,18.63,61.22,54.37,0.38,97.72,51.71,0.38,45.63,0.0,1.52,38.78,99.62,100.0,2.28,11.41,99.24,310500011362,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,29.0,16.82,27.1,1.0,False
2435,COLUMBIA SECONDARY SCHOOL,0.0,11.44,20.82,63.93,51.03,0.0,0.0,49.85,0.0,48.97,0.0,0.0,36.07,0.0,0.0,0.0,11.14,98.83,310500011362,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,33.0,18.1,28.45,1.0,False
2436,COLUMBIA SECONDARY SCHOOL,0.0,16.91,10.89,60.17,53.3,0.0,0.0,50.14,0.0,46.7,0.0,0.0,39.83,0.0,0.0,0.0,12.61,99.14,310500011362,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.53,21.49,1.0,False
2437,COLUMBIA SECONDARY SCHOOL,0.0,7.93,17.56,64.87,50.14,0.0,48.16,48.73,0.0,49.86,0.0,0.0,35.13,0.0,0.0,2.83,16.43,99.15,310500011362,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.41,21.28,1.0,False
2438,"COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE AND ENGINEERING",0.0,5.67,13.83,60.99,52.48,0.0,62.77,48.23,0.0,47.52,0.0,0.0,39.01,0.0,0.0,4.61,19.86,98.58,310500011362,31,NEW YORK,2019,0.0,0.0,0.0,0.0,0.0,0.0,42.0,21.0,44.68,1.0,False
2439,ACADEMY FOR SOCIAL ACTION,0.0,0.0,55.46,79.91,48.03,1.31,80.35,44.1,12.66,51.97,0.0,0.0,20.09,87.34,100.0,19.65,0.44,60.26,310500011367,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.97,21.62,1.0,False
2440,ACADEMY FOR SOCIAL ACTION,0.0,0.0,50.0,71.62,54.5,0.0,75.68,43.69,12.16,45.5,0.0,0.0,28.38,59.01,0.0,24.32,0.0,52.25,310500011367,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.97,25.86,1.0,False
2441,ACADEMY FOR SOCIAL ACTION,0.0,0.0,26.86,73.71,46.86,0.0,72.0,48.57,21.14,53.14,0.0,0.0,26.29,78.86,0.0,28.0,0.0,50.86,310500011367,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.5,35.42,1.0,False
2442,ACADEMY FOR SOCIAL ACTION,0.0,0.0,15.38,47.55,51.05,4.9,73.43,49.65,27.27,48.95,0.0,0.0,14.69,72.73,0.0,26.57,0.0,45.45,310500011367,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.43,50.0,1.0,False
2443,ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL,0.0,0.0,12.96,51.85,38.89,0.0,68.52,55.56,29.63,61.11,0.0,0.0,12.96,70.37,0.0,31.48,0.0,50.0,310500011367,31,NEW YORK,2019,11.11,0.0,24.07,0.0,0.0,0.0,6.0,21.43,50.0,1.0,False
2444,URBAN ASSEMBLY FOR THE PERFORM ARTS,0.0,0.33,57.05,80.33,76.39,0.66,80.0,40.98,5.9,23.61,0.0,0.0,19.67,94.1,100.0,20.0,1.64,79.02,310500011369,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31.34,43.28,1.0,False
2445,URBAN ASSEMBLY FOR THE PERFORM ARTS,0.0,0.0,53.41,75.63,81.36,0.0,82.8,0.0,2.15,18.64,0.0,0.0,24.37,30.11,0.0,17.2,0.0,80.29,310500011369,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,38.0,33.33,57.58,1.0,False
2446,URBAN ASSEMBLY FOR THE PERFORM ARTS,0.0,0.0,53.63,79.58,75.78,0.0,83.74,0.0,5.54,24.22,0.0,0.0,20.42,74.05,0.0,16.26,0.0,78.55,310500011369,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.81,62.5,1.0,False
2447,URBAN ASSEMBLY FOR THE PERFORM ARTS,0.0,0.0,57.55,84.53,76.62,0.0,75.54,0.0,1.8,23.38,0.0,0.0,15.47,23.02,0.0,24.46,0.0,74.82,310500011369,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,33.33,1.0,False
2448,URBAN ASSEMBLY FOR THE PERFORMING ARTS,0.0,0.0,37.96,84.72,75.0,0.0,75.0,18.06,5.56,25.0,0.0,0.0,15.28,60.65,0.0,25.0,0.0,75.46,310500011369,31,NEW YORK,2019,8.33,0.0,57.87,0.0,0.0,0.0,19.0,41.82,38.0,1.0,False
2449,CHOIR ACADEMY OF HARLEM,0.0,0.0,70.21,77.66,61.7,1.06,76.6,26.6,1.06,38.3,0.0,0.0,22.34,98.94,100.0,23.4,3.19,52.13,310500011469,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.62,22.41,1.0,False
2450,CHOIR ACADEMY OF HARLEM,0.0,0.0,72.82,50.49,64.08,0.0,73.79,13.59,0.0,35.92,0.0,0.0,9.71,0.0,0.0,26.21,0.0,70.87,310500011469,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.86,28.57,1.0,False
2451,FREDERICK DOUGLASS ACADEMY,0.21,1.35,71.96,69.16,46.52,1.66,90.76,24.3,2.18,53.48,0.0,0.21,30.84,97.82,100.0,9.24,1.97,76.43,310500011499,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,68.0,11.84,27.76,1.0,False
2452,FREDERICK DOUGLASS ACADEMY,0.0,0.0,71.4,67.16,43.86,0.0,92.16,22.88,0.53,56.14,0.0,2.33,32.84,24.58,0.0,7.84,0.85,78.6,310500011499,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,65.0,8.8,26.0,1.0,False
2453,FREDERICK DOUGLASS ACADEMY,0.0,0.0,70.71,69.09,45.76,0.0,91.41,22.83,0.0,54.24,0.0,2.02,30.91,0.0,0.0,8.59,1.82,82.93,310500011499,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,56.0,7.54,22.22,1.0,False
2454,FREDERICK DOUGLASS ACADEMY,0.52,1.25,70.51,70.09,45.69,2.08,90.34,21.5,0.0,54.31,0.0,2.91,29.91,0.0,0.0,9.66,1.66,85.67,310500011499,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.56,14.67,1.0,False
2455,FREDERICK DOUGLASS SECONDARY SCHOOL,0.82,0.68,70.07,71.02,47.76,2.31,90.07,22.59,0.0,52.24,0.0,1.22,28.98,0.0,0.0,9.93,0.82,87.41,310500011499,31,NEW YORK,2019,8.84,0.0,91.16,0.0,0.0,0.0,21.0,9.49,13.73,1.0,False
2456,THURGOOD MARSHALL ACAD FOR LEARNING,0.54,0.82,75.0,73.37,54.62,0.54,81.52,23.1,0.0,45.38,0.0,0.54,26.63,100.0,100.0,18.48,0.0,86.14,310500011670,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.67,24.76,1.0,False
2457,THURGOOD MARSHALL ACAD FOR LEARNING,0.0,0.0,75.98,65.17,51.35,0.0,80.78,16.82,0.0,48.65,0.0,0.0,34.83,0.0,0.0,19.22,0.0,83.78,310500011670,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,31.0,7.62,29.52,1.0,False
2458,THURGOOD MARSHALL ACAD FOR LEARNING,0.0,0.0,78.93,69.94,53.65,0.0,78.09,15.73,0.0,46.35,0.0,0.0,30.06,0.0,0.0,21.91,0.0,84.55,310500011670,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.41,36.11,1.0,False
2459,THURGOOD MARSHALL ACAD FOR LEARNING,0.0,0.0,76.2,68.98,57.83,0.0,83.73,10.24,0.0,42.17,0.0,0.0,31.02,0.0,0.0,16.27,0.0,81.63,310500011670,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.26,41.67,1.0,False
2460,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE,0.0,0.0,74.7,72.33,55.34,0.0,83.79,7.91,0.0,44.66,0.0,0.0,27.67,0.0,0.0,16.21,0.0,86.76,310500011670,31,NEW YORK,2019,7.11,0.0,92.89,0.0,0.0,0.0,32.0,10.98,42.11,1.0,False
2461,BREAD & ROSES INTEGRATED ARTS HS,0.0,0.0,54.14,72.65,48.62,5.25,70.72,45.03,13.81,51.38,0.0,0.0,27.35,86.19,100.0,29.28,0.83,40.88,310500011685,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.24,28.79,1.0,False
2462,BREAD & ROSES INTEGRATED ARTS HS,0.0,0.0,57.14,74.03,40.69,0.0,63.64,26.41,7.79,59.31,0.0,0.0,25.97,63.64,0.0,36.36,0.0,41.99,310500011685,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.7,29.73,1.0,False
2463,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,0.0,40.62,7.19,50.62,29.69,0.0,62.81,19.06,0.0,70.31,0.0,5.0,49.38,0.0,0.0,3.44,25.94,99.38,310500011692,31,NEW YORK,2019,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.64,17.74,1.0,False
2464,HS MATH SCI & ENGNRNG AT CCNY,0.27,40.97,12.94,52.83,33.69,0.0,98.65,20.49,0.0,66.31,0.0,0.81,47.17,100.0,100.0,1.35,24.53,98.38,310500011692,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.2,1.0,False
2465,HS MATH SCI & ENGNRNG AT CCNY,0.0,32.01,7.95,54.53,32.23,0.0,0.0,24.72,0.0,67.77,0.0,0.0,45.47,0.0,0.0,0.0,27.59,98.45,310500011692,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,14.44,1.0,False
2466,HS MATH SCI & ENGNRNG AT CCNY,0.0,37.56,4.07,53.62,30.32,0.0,45.25,23.98,0.0,69.68,0.0,0.0,46.38,0.0,0.0,2.71,27.15,98.87,310500011692,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,15.73,1.0,False
2467,HS MATH SCI & ENGNRNG AT CCNY,0.0,39.61,8.75,49.45,29.32,0.0,21.88,19.69,0.0,70.68,0.0,2.19,50.55,0.0,0.0,1.31,26.91,98.69,310500011692,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.45,16.67,1.0,False
2468,HARLEM VILLAGE ACADEMY CHARTER,0.0,1.98,80.2,42.57,54.46,0.0,91.09,17.82,0.0,45.54,0.0,0.0,57.43,100.0,100.0,8.91,0.0,99.01,310500860848,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.92,14.55,7.0,True
2469,HARLEM VILLAGE ACADEMY CHARTER,0.0,0.0,74.31,51.39,53.47,0.0,58.33,15.97,0.0,46.53,0.0,0.0,48.61,0.0,0.0,9.72,0.0,94.44,310500860848,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,56.0,8.23,23.05,7.0,True
2470,HARLEM VILLAGE ACADEMY CHARTER,0.0,0.0,78.33,67.22,53.33,0.0,68.33,21.67,0.0,46.67,0.0,0.0,32.78,0.0,0.0,13.89,0.0,97.22,310500860848,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,94.0,14.08,33.1,7.0,True
2471,HARLEM VILLAGE ACADEMY CHARTER,0.0,0.0,83.65,64.9,52.88,0.0,80.77,16.35,0.0,47.12,0.0,0.0,35.1,0.0,0.0,19.23,0.0,97.12,310500860848,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,64.0,28.32,69.57,7.0,True
2472,HARLEM VILLAGE ACADEMY CHARTER SCHOOL,0.0,0.0,81.69,71.13,54.23,0.0,79.58,12.68,0.0,45.77,0.0,0.0,28.87,0.0,0.0,20.42,0.0,98.59,310500860848,31,NEW YORK,2019,0.0,0.0,0.0,0.0,0.0,0.0,136.0,24.43,73.51,7.0,True
2473,KIPP STAR COLLEGE PREP CHARTER,0.0,0.0,65.28,60.42,54.86,5.56,79.17,34.72,0.0,45.14,0.0,0.0,39.58,100.0,100.0,20.83,0.0,90.97,310500860858,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.41,22.88,7.0,True
2474,KIPP STAR COLLEGE PREP CHARTER,0.0,0.0,68.95,51.58,51.58,0.0,58.42,31.05,0.0,48.42,0.0,0.0,48.42,0.0,0.0,23.68,0.0,95.26,310500860858,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.56,32.04,7.0,True
2475,KIPP STAR COLLEGE PREP CHARTER,0.0,0.0,70.05,44.16,53.3,0.0,75.63,14.72,0.0,46.7,0.0,0.0,55.84,0.0,0.0,24.37,0.0,97.97,310500860858,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,59.0,21.6,47.2,7.0,True
2476,KIPP STAR COLLEGE PREP CHARTER,0.0,0.0,61.67,54.63,48.02,0.0,77.53,7.93,0.0,51.98,0.0,0.0,45.37,0.0,0.0,22.47,0.0,93.83,310500860858,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,70.31,7.0,True
2477,KIPP STAR PREP CHARTER SCHOOL,0.0,0.0,58.18,59.39,50.3,0.0,79.39,0.0,0.0,49.7,0.0,0.0,40.61,0.0,0.0,20.61,0.0,97.58,310500860858,31,NEW YORK,2019,0.0,0.0,0.0,0.0,0.0,0.0,95.0,13.29,73.08,7.0,True
2478,HARLEM CHILDREN'S ZONE PROMISE,1.52,1.52,87.88,75.76,50.0,0.0,83.33,9.09,0.0,50.0,0.0,0.0,24.24,100.0,100.0,16.67,0.0,96.97,310500860864,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.83,7.98,7.0,True
2479,HARLEM CHILDREN'S ZONE PROMISE,0.0,0.0,85.19,66.67,55.56,0.0,0.0,14.81,0.0,44.44,0.0,0.0,33.33,0.0,0.0,0.0,0.0,98.15,310500860864,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.1,8.79,7.0,True
2480,HARLEM CHILDREN'S ZONE PROMISE,0.0,0.0,28.4,79.01,51.85,0.0,60.49,4.94,0.0,48.15,0.0,0.0,20.99,0.0,0.0,6.17,0.0,99.38,310500860864,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.12,8.19,7.0,True
2481,HARLEM CHILDREN'S ZONE PROMISE,0.0,0.0,66.92,80.45,53.76,0.0,71.05,3.01,0.0,46.24,0.0,0.0,19.55,0.0,0.0,8.65,0.0,97.37,310500860864,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,25.61,7.0,True
2482,HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,0.0,0.0,61.7,81.91,55.85,0.0,87.77,2.66,0.0,44.15,0.0,0.0,18.09,0.0,0.0,12.23,0.0,98.4,310500860864,31,NEW YORK,2019,0.0,0.0,0.0,0.0,0.0,0.0,51.0,27.69,34.46,7.0,True
2483,KIPP INFINITY CHARTER SCHOOL,0.0,0.96,26.32,64.11,55.5,0.48,89.47,72.25,2.87,44.5,0.0,0.0,35.89,97.13,100.0,10.53,0.48,89.0,310500860883,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,56.0,13.68,23.93,7.0,True
2484,KIPP INFINITY CHARTER SCHOOL,0.0,0.0,24.55,62.27,60.0,0.0,89.09,75.45,0.0,40.0,0.0,0.0,37.73,0.0,0.0,10.91,0.0,89.55,310500860883,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10.81,27.03,7.0,True
2485,KIPP INFINITY CHARTER SCHOOL,0.0,0.0,13.68,51.71,59.83,0.0,85.04,70.09,0.0,40.17,0.0,0.0,48.29,0.0,0.0,14.96,0.0,93.59,310500860883,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,78.0,10.42,30.12,7.0,True
2486,KIPP INFINITY CHARTER SCHOOL,0.0,0.0,4.87,65.92,56.93,5.24,81.27,72.28,0.0,43.07,0.0,0.0,34.08,0.0,0.0,18.73,0.0,89.14,310500860883,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,58.82,7.0,True
2487,KIPP INFINITY CHARTER SCHOOL,0.0,0.0,9.13,69.23,53.37,2.88,76.44,71.63,0.0,46.63,0.0,0.0,30.77,0.0,0.0,23.56,0.0,89.42,310500860883,31,NEW YORK,2019,2.4,0.0,32.69,0.0,0.0,0.0,50.0,12.75,58.82,7.0,True
2488,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,0.0,0.0,42.74,52.99,58.12,0.0,0.0,0.0,0.0,41.88,0.0,0.0,21.37,0.0,0.0,0.0,0.0,99.15,310500860886,31,NEW YORK,2019,0.0,0.0,0.0,0.0,0.0,0.0,55.0,22.95,34.38,7.0,True
2489,HARLEM CHLDRN ZONE ACADEMY II,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,310500860886,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.3,8.51,7.0,True
2490,HARLEM CHLDRN ZONE ACADEMY II,0.0,0.0,0.0,48.78,56.1,0.0,0.0,0.0,0.0,43.9,0.0,0.0,14.63,0.0,0.0,0.0,0.0,97.56,310500860886,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,24.39,7.0,True
2491,DEMOCRACY PREP CHARTER SCHOOL,0.0,0.76,70.08,62.5,62.5,1.14,90.53,27.65,0.76,37.5,0.0,1.52,37.5,99.24,100.0,9.47,0.0,53.79,310500860894,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,78.0,19.16,46.71,7.0,True
2492,DEMOCRACY PREP CHARTER SCHOOL,0.0,0.0,69.26,49.63,63.33,0.0,77.04,2.59,0.0,36.67,0.0,0.0,50.37,0.0,0.0,5.56,0.0,89.26,310500860894,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,95.0,15.03,54.91,7.0,True
2493,DEMOCRACY PREP CHARTER SCHOOL,0.0,0.0,64.22,59.74,59.11,0.0,87.54,15.34,0.0,40.89,0.0,0.0,40.26,0.0,0.0,12.46,0.0,78.27,310500860894,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,92.0,12.03,58.23,7.0,True
2494,DEMOCRACY PREP CHARTER SCHOOL,0.0,0.0,69.65,78.27,62.3,0.0,87.54,6.71,0.0,37.7,0.0,0.0,21.73,0.0,0.0,12.46,0.0,89.78,310500860894,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,75.44,7.0,True
2495,DEMOCRACY PREPARATORY CHARTER SCHOOL,0.0,0.0,68.64,79.09,59.09,0.0,86.36,9.55,0.0,40.91,0.0,0.0,20.91,0.0,0.0,13.64,0.0,90.68,310500860894,31,NEW YORK,2019,3.18,0.0,33.18,0.0,0.0,0.0,84.0,0.0,75.68,7.0,True
2496,DEMOCRACY PREP HARLEM CHARTER SCHOOL,0.0,0.0,50.0,50.0,0.0,0.0,100.0,50.0,0.0,100.0,0.0,0.0,50.0,100.0,100.0,0.0,0.0,0.0,310500860989,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.09,38.81,7.0,True
2497,DEMOCRACY PREP HARLEM CHARTER SCHOOL,0.0,0.0,63.64,75.32,59.74,0.0,0.0,0.0,0.0,40.26,0.0,0.0,24.68,0.0,0.0,0.0,0.0,87.66,310500860989,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.03,46.08,7.0,True
2498,DEMOCRACY PREP HARLEM CHARTER SCHOOL,0.0,0.0,63.04,73.37,54.89,5.43,53.26,0.0,0.0,45.11,0.0,0.0,26.63,0.0,0.0,5.43,0.0,72.28,310500860989,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,71.76,7.0,True
2499,DEMOCRACY PREP HARLEM CHARTER SCHOOL,0.0,0.0,62.64,76.92,59.34,2.75,51.1,0.0,0.0,40.66,0.0,0.0,23.08,0.0,0.0,7.14,0.0,85.16,310500860989,31,NEW YORK,2019,3.3,0.0,38.46,0.0,0.0,0.0,119.0,0.0,69.59,7.0,True
2500,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,0.0,0.0,67.47,69.88,50.6,0.0,0.0,0.0,0.0,49.4,0.0,0.0,30.12,0.0,0.0,0.0,0.0,34.94,310500861001,31,NEW YORK,2019,8.43,0.0,91.57,0.0,0.0,0.0,76.0,0.0,73.79,7.0,True
2501,MS 328 MANH MIDDLE SCH-SCIENCE,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,310600010328,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.5,8.75,1.0,False
2502,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,0.0,0.0,9.73,89.73,40.0,8.65,78.92,75.14,5.95,60.0,0.0,0.0,10.27,47.03,0.0,21.08,0.0,77.03,310600011211,31,NEW YORK,2019,2.7,0.0,44.32,0.0,0.0,0.0,5.0,29.41,8.33,1.0,False
2503,INWOOD EARLY COLLEGE FOR HEALTH-INFO,0.0,0.0,20.93,90.7,41.86,8.14,84.88,70.93,0.0,58.14,0.0,0.0,9.3,0.0,0.0,15.12,0.0,86.05,310600011211,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.81,14.29,1.0,False
2504,CITY COLLEGE ACADEMY OF THE ARTS,0.0,1.21,3.64,86.67,63.64,1.52,88.79,93.64,1.21,36.36,0.0,0.0,13.33,98.79,100.0,11.21,1.52,96.36,310600011293,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.5,16.67,1.0,False
2505,CITY COLLEGE ACADEMY OF THE ARTS,0.0,0.0,3.53,80.29,60.0,0.0,89.12,69.41,0.0,40.0,0.0,0.0,19.71,0.0,0.0,10.88,0.0,98.53,310600011293,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.88,26.89,1.0,False
2506,CITY COLLEGE ACADEMY OF THE ARTS,0.0,0.0,1.81,75.3,55.72,0.0,84.04,24.7,0.0,44.28,0.0,0.0,24.7,0.0,0.0,15.96,0.0,98.19,310600011293,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.85,23.01,1.0,False
2507,CITY COLLEGE ACADEMY OF THE ARTS,0.0,0.0,1.79,77.31,56.42,0.0,88.06,69.85,0.0,43.58,0.0,0.0,22.69,0.0,0.0,11.94,0.0,99.4,310600011293,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.21,10.0,1.0,False
2508,CITY COLLEGE ACADEMY OF THE ARTS,0.0,0.0,0.0,80.17,58.65,0.0,87.34,60.34,0.0,41.35,0.0,0.0,19.83,0.0,0.0,12.66,0.0,97.89,310600011293,31,NEW YORK,2019,7.59,0.0,92.41,0.0,0.0,0.0,36.0,28.24,43.9,1.0,False
2509,COMMUNITY HEALTH ACAD OF THE HEIGHTS,0.0,0.67,6.4,82.83,40.07,8.08,76.43,91.58,16.84,59.93,0.0,0.0,17.17,83.16,100.0,23.57,1.35,65.99,310600011346,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,56.0,19.7,42.42,1.0,False
2510,COMMUNITY HEALTH ACAD OF THE HEIGHTS,0.0,0.0,0.0,33.74,46.01,0.0,72.7,91.72,17.48,53.99,0.0,0.0,10.43,82.52,0.0,27.3,0.0,75.15,310600011346,31,NEW YORK,2016,0.0,0.0,0.0,0.0,0.0,0.0,61.0,19.42,43.88,1.0,False
2511,COMMUNITY HEALTH ACAD OF THE HEIGHTS,0.0,0.0,4.92,85.85,48.62,0.0,79.08,87.69,15.69,51.38,0.0,0.0,14.15,84.31,0.0,20.92,0.0,80.0,310600011346,31,NEW YORK,2017,0.0,0.0,0.0,0.0,0.0,0.0,66.0,18.62,45.52,1.0,False
2512,COMMUNITY HEALTH ACAD OF THE HEIGHTS,0.0,0.0,2.01,93.1,49.14,13.22,81.9,43.1,11.78,50.86,0.0,0.0,6.9,88.22,0.0,18.1,0.0,82.76,310600011346,31,NEW YORK,2018,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.08,22.45,1.0,False
2513,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,0.0,0.0,4.44,91.11,49.63,12.22,86.3,58.89,11.48,50.37,0.0,0.0,8.89,88.52,0.0,13.7,0.0,82.59,310600011346,31,NEW YORK,2019,13.33,0.0,86.67,0.0,0.0,0.0,45.0,22.22,42.86,1.0,False
2514,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,0.0,0.0,3.01,72.93,42.11,7.89,82.33,92.86,7.52,57.89,0.0,0.0,27.07,92.48,0.0,17.67,0.0,87.59,310600011348,31,NEW YORK,2019,12.03,0.0,87.97,0.0,0.0,0.0,73.0,27.56,55.3,1.0,False
2515,WASHINGTON HGTS EXPEDITIONARY LEARN,0.0,0.0,3.07,77.61,45.4,5.52,80.98,96.93,7.06,54.6,0.0,0.0,22.39,92.94,100.0,19.02,0.0,80.37,310600011348,31,NEW YORK,2015,0.0,0.0,0.0,0.0,0.0,0.0,55.0,6.9,37.93,1.0,False
